# new DOI queue (mechanistic) generated at 2026-05-15T06:36:55.529674+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1177/09603271221128739,,,Implication of microglia in ketamine-induced long-term cognitive impairment in murine pups.,2022,Yin Y; Li H; Wang J; Kong Y; Chang J; Chu G
10.1111/bcp.15374,,,Ketamine treatment for refractory anxiety: A systematic review.,2022,Tully JL; Dahlén AD; Haggarty CJ; Schiöth HB; Brooks S
10.1016/j.rpsmen.2022.06.008,,,Ketamine triggers rapid antidepressant effects by modulating synaptic plasticity in a new depressive-like mouse model based on astrocyte glutamate transporter GLT-1 knockdown in infralimbic cortex.,2022,Fullana MN; Paz V; Artigas F; Bortolozzi A
10.1016/j.pnpbp.2022.110594,,,"Modulation of DNA methylation and protein expression in the prefrontal cortex by repeated administration of D-lysergic acid diethylamide (LSD): Impact on neurotropic, neurotrophic, and neuroplasticity signaling.",2022,Inserra A; Campanale A; Cheishvili D; Dymov S; Wong A; Marcal N; Syme RA; Taylor L; De Gregorio D; Kennedy TE
10.3389/fnmol.2022.932497,,,Neurotrophin Crosstalk in the Etiology and Treatment of Neuropsychiatric and Neurodegenerative Disease.,2022,Joshi R; Salton SRJ
10.1016/j.biopsych.2022.06.016,,,"Nitrous Oxide, a Rapid Antidepressant, Has Ketamine-like Effects on Excitatory Transmission in the Adult Hippocampus.",2022,Izumi Y; Hsu FF; Conway CR; Nagele P; Mennerick SJ; Zorumski CF
10.1016/j.expneurol.2022.114148,,,"Nootropic effects of LSD: Behavioral, molecular and computational evidence.",2022,Ornelas IM; Cini FA; Wießner I; Marcos E; Araújo DB; Goto-Silva L; Nascimento J; Silva SRB; Costa MN; Falchi M
10.1002/vms3.936,,,Optimisation of ketamine-xylazine anaesthetic dose and its association with changes in the dendritic spine of CA1 hippocampus in the young and old male and female Wistar rats.,2022,Sotoudeh N; Namavar MR
10.3389/fphar.2022.873082,,,Pharmacology of Kappa Opioid Receptors: Novel Assays and Ligands.,2022,Sturaro C; Malfacini D; Argentieri M; Djeujo FM; Marzola E; Albanese V; Ruzza C; Guerrini R; Calo' G; Molinari P
10.1021/acschemneuro.1c00660,,,Pharmahuasca and DMT Rescue ROS Production and Differentially Expressed Genes Observed after Predator and Psychosocial Stress: Relevance to Human PTSD.,2022,Kelley DP; Venable K; Destouni A; Billac G; Ebenezer P; Stadler K; Nichols C; Barker S; Francis J
10.1016/j.bbrc.2022.03.068,,,Rapid and sustained restoration of astrocytic functions by ketamine in depression model mice.,2022,Ma X; Yang S; Zhang Z; Liu L; Shi W; Yang S; Li S; Cai X; Zhou Q
10.1038/s41386-021-01241-w,,,Rapid-acting antidepressants and the circadian clock.,2022,Sato S; Bunney B; Mendoza-Viveros L; Bunney W; Borrelli E; Sassone-Corsi P; Orozco-Solis R
10.1016/j.ejphar.2022.175382,,,S-ketamine exerts sex- and dose-dependent anti-compulsive-like effect as monotherapy or in augmentation to fluoxetine.,2022,Mori Ayub JG; Tosta CL; Macedo BL; Barreto TF; Lopes LM; Fracalossi MPDS; Andreatini R; Beijamini V
10.3389/fpsyt.2022.855810,,,Sirtuin Type 1 Mediates the Antidepressant Effect of S-Ketamine in a Chronic Unpredictable Stress Model.,2022,Hou L; Miao J; Meng H; Liu X; Wang D; Tan Y; Li C
10.1016/j.euroneuro.2022.09.006,,,"Stress, mental disorder and ketamine as a novel, rapid acting treatment.",2022,Dutton M; Can AT; Lagopoulos J; Hermens DF
10.1097/fbp.0000000000000669,,,The 5-HT6R agonist E-6837 and the antagonist SB-271046 reverse the psychotic-like behaviors induced by ketamine.,2022,Suárez-Santiago JE; Roldán Roldán G; Picazo Picazo O
10.3389/fnbeh.2022.789524,,,The Regulation of Glutamate Transporter 1 in the Rapid Antidepressant-Like Effect of Ketamine in Mice.,2022,Chen Y; Shen M; Liu X; Xu J; Wang C
10.1007/s11064-021-03275-4,,,The Role of the Dopamine Transporter in the Effects of Amphetamine on Sleep and Sleep Architecture in Drosophila.,2022,Karam CS; Williams BL; Jones SK; Javitch JA
10.1016/j.bbr.2021.113633,,,The effectiveness of (R)-ketamine and its mechanism of action differ from those of (S)-ketamine in a chronic unpredictable mild stress model of depression in C57BL/6J mice.,2022,Rafało-Ulińska A; Pałucha-Poniewiera A
10.1016/j.neubiorev.2022.104906,,,The neuroprotective and neuroplastic potential of glutamatergic therapeutic drugs in bipolar disorder.,2022,Guglielmo R; Hasler G
10.1038/s41398-022-02116-4,,,"The role of BDNF in mediating the prophylactic effects of (R,S)-ketamine on fear generalization and extinction.",2022,Ryan JD; Tse N; Huang C; Yang R; Lee FS
10.1007/s00213-022-06098-5,,,The role of serotonin neurotransmission in rapid antidepressant actions.,2022,Pehrson AL; Roberts D; Khawaja A; McNair R
