# discovered queue (mechanistic) generated at 2026-05-17T09:15:11.219418+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1016/j.bbr.2026.116229,PRO-LAD,5-HT1A,5-HT1A receptor agonist properties of DNA methyltransferase inhibitor decitabine in mice exposed to the forced swim test.,2026,Sales AJ; Fronza MG; Pedrazzi JF; Lisboa SF; Guimarães FS
10.1093/schbul/sbaf034,PRO-LAD,5-HT2A,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Pimavanserin as an Adjunctive Treatment for the Negative Symptoms of Schizophrenia (ADVANCE-2) in Patients With Predominant Negative Symptoms.",2026,Bugarski-Kirola D; Liu IY; Arango C; Marder SR
10.1016/j.ejphar.2025.178468,PRO-LAD,AMPA receptor,AdipoRon ameliorates anxiety- and depression-like behaviors in chronic restraint-stressed mice via AMPK-PPARα-BDNF-TrkB signaling.,2026,Li Y; Han S; Xie T; Song K; Zeng W; Wang H; Hu C; Zhang Z; Hashimoto K; Ma L
10.7554/eLife.103016,PRO-LAD,SERT (SLC6A4),Citalopram exhibits immune-dependent anti-tumor effects by modulating C5aR1(+) TAMs.,2026,Dong F; Zhang S; Song K; Jiang L; Hu LP; Li Q; Zhang XL; Li J; Feng M; Cai ZW
10.1093/brain/awag128,PRO-LAD,D1 receptor (DRD1),DRD1-driven infantile dystonia: towards a mechanism-informed framework for GPCR receptoropathies.,2026,Kayhan G; Tany R; Maroofian R; Serdaroğlu E; Kurumiya E; Tran DP; Wakasugi-Masuho H; Thomsen M; Salayev K; Kaiyrzhanov R
10.1016/j.ejmech.2025.118410,PRO-LAD,AMPA receptor,"Discovery of novel pyrrolidine-2,5-dione scaffold PICK1 PDZ inhibitors as anti-ischemic stroke agents.",2026,Jiang Y; Liu Q; Zhu T; Liang R; Qin Y; Guo X; Wang J; Li P; Zhou J; Ju H
10.1007/s12035-026-05727-w,PRO-LAD,D5 receptor (DRD5),Dopaminergic Modulation of Striatal Somatostatin Interneurons Shapes Motor Learning and L-DOPA-Induced Dyskinesia.,2026,Stahl AM; Paz RM; Tubert C; Gomez G; Belforte JE; Taravini IRE; Rela L; Murer MG
10.1186/s12916-026-04691-5,PRO-LAD,Beta1 adrenergic receptor (ADRB1),Genetic insights into radiomic and proteomic changes under β1-blockers treatment in hypertensive heart disease and hypertrophic cardiomyopathy.,2026,Chen Z; Tang Y; Li S; Pan L; Wu J; Liu J; Ma H; Wang B; Xie K
10.1002/prot.70055,Bromo-DragonFLY,5-HT2A,In Silico Characterization of Bromo-DragonFLY Binding to the 5-HT(2A) Receptor: Molecular Insights Into a Potent Designer Psychedelic.,2026,Tariq SS; Qureshi U; Mushtaq M; Munsif S; Nur-E-Alam M; Hawwal MF; Wang Y; Ul-Haq Z
10.1167/iovs.67.1.8,PRO-LAD,D2 receptor (DRD2),Levodopa Suppresses Choroidal Neovascularization Through a Tyrosinase-Dependent Dual Mechanism.,2026,Veernala I; Cuamatzi-Castelan AS; Rajesh A; Gong J; D'Souza GJ; Lavine JA
10.1016/j.biopsych.2025.07.004,PRO-LAD,NMDA receptor,Mu Opioid Receptor Activation Is Required for NMDA Receptor Antagonist Effects on Stress-Induced Maladaptive Behavior.,2026,Langreck CB; Chen BK; Luna VM; Nelson M; Turi G; Hill R; Rubinstenn G; Canals M; Lane JR; Denny CA
10.1007/s40263-025-01259-4,PRO-LAD,TAAR1,New Pharmacological Treatment Approaches for Schizophrenia: Navigating the Post-iclepertin Landscape.,2026,Englisch S; Zink M
10.1186/s12929-026-01238-x,PRO-LAD,mu opioid receptor (OPRM1),OPRM1/MRGPRX1 heterodimers drive opioid-induced itch through a peripheral mechanism.,2026,Sanjel B; Rawal D; Kim MR; Lee WJ; Jeong KW; Shim WS
10.3390/biomedicines14020476,Salvinorin A,5-HT2A,Opioid Receptors in Psychedelia: Indirect Serotonergic Modulation of Direct KOR Activation by Salvinorin A.,2026,Ganado M; Rubio C; Pérez-Villavicencio J; Serrano N; Romo-Parra H; Lee Á; Rubio-Osornio M
