line_no,doi,compound,entity,title,year,authors,existing_sources
33,10.3389/fpsyt.2021.800072,,,Psychedelic Therapy's Transdiagnostic Effects: A Research Domain Criteria (RDoC) Perspective,2021,John R. Kelly; Claire M. Gillan; Jack Prenderville; Clare Kelly; Andrew Harkin; Gerard Clarke; Veronica O’Keane,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
34,10.1007/s11845-021-02668-2,,,Psychedelic perceptions: mental health service user attitudes to psilocybin therapy,2021,Kate Corrigan; Maeve Haran; Conor McCandliss; Róisín M. McManus; Shannon Cleary; Rebecca Trant; Yazeed Kelly; Kathryn Ledden; Gavin Rush; Veronica O’Keane,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
35,10.3389/fpsyt.2021.724606,,,Psychedelics and Neuroplasticity: A Systematic Review Unraveling the Biological Underpinnings of Psychedelics,2021,Cato M. H. de Vos; Natasha L. Mason; Kim P. C. Kuypers,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
36,10.3389/fpsyt.2021.727117,,,Psychedelics and Other Psychoplastogens for Treating Mental Illness,2021,Maxemiliano V. Vargas; Retsina Meyer; Arabo A. Avanes; Mark Rus; David E. Olson,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
37,10.3389/fnmol.2021.748359,,,Serotonergic Psychedelics in Neural Plasticity,2021,Kacper Łukasiewicz; Jacob J. Baker; Yi Zuo; Ju Lu,candidate_paper_corpus | mechanistic:paper_library
38,10.3389/fnmol.2021.790213,,,"The Hallucinogenic Serotonin2A Receptor Agonist, 2,5-Dimethoxy-4-Iodoamphetamine, Promotes cAMP Response Element Binding Protein-Dependent Gene Expression of Specific Plasticity-Associated Genes in the Rodent Neocortex",2021,Lynette A. Desouza; Madhurima Benekareddy; Sashaina E. Fanibunda; Farhan Mohammad; Balaganesh Janakiraman; Utkarsha Ghai; Tamar Gur; Julie A. Blendy; Vidita A. Vaidya,candidate_paper_corpus | mechanistic:paper_library
39,10.3390/molecules26102948,,,The Therapeutic Potential of Psilocybin,2021,Henry Lowe; Ngeh J. Toyang; Blair Steele; Henkel Valentine; Justin Grant; Amza Ali; Wilfred Ngwa; Lorenzo Gordon,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
40,10.1007/s00204-020-02693-7,,,Designer drugs: mechanism of action and adverse effects,2020,Dino Luethi; Matthias E. Liechti,candidate_paper_corpus | disorder:curated | disorder:paper_library | mechanistic:paper_library
41,10.1523/jneurosci.1659-20.2020,,,"Hallucinogens in Mental Health: Preclinical and Clinical Studies on LSD, Psilocybin, MDMA, and Ketamine",2020,Danilo De Gregorio; Argel Aguilar‐Valles; Katrin H. Preller; Boris D. Heifets; Meghan Hibicke; Jennifer Mitchell; Gabriella Gobbi,candidate_paper_corpus | disorder:curated | disorder:paper_library | mechanistic:paper_library
42,10.1177/0269881120959637,,,Pivotal mental states,2020,Ari Brouwer; Robin Carhart‐Harris,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
43,10.1124/pharmrev.120.000056,,,"Psychedelics in Psychiatry: Neuroplastic, Immunomodulatory, and Neurotransmitter Mechanisms",2020,Antonio Inserra; Danilo De Gregorio; Gabriella Gobbi,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
44,10.1038/s41386-019-0324-9,,,Psychedelic effects of psilocybin correlate with serotonin 2A receptor occupancy and plasma psilocin levels,2019,M. Madsen; Patrick M. Fisher; Daniel Burmester; Agnete Dyssegaard; Dea Siggaard Stenbæk; Sara Kristiansen; Sys Stybe Johansen; Sczabolz Lehel; Kristían Línnet; Claus Svarer,candidate_paper_corpus | disorder:paper_library | mechanistic:curated | mechanistic:paper_library
45,10.1124/pr.117.015198,,,Ketamine and Ketamine Metabolite Pharmacology: Insights into Therapeutic Mechanisms,2018,Panos Zanos; Ruin Moaddel; Patrick J. Morris; Lace M. Riggs; Jaclyn N. Highland; Polymnia Georgiou; Edna F. R. Pereira; Edson X. Albuquerque; Craig J. Thomas; Carlos A. Zarate,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
46,10.1038/srep46421,,,"Increased spontaneous MEG signal diversity for psychoactive doses of ketamine, LSD and psilocybin",2017,Michael Schartner; Robin Carhart‐Harris; Adam B. Barrett; Anil K. Seth; Suresh Muthukumaraswamy,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
47,10.1007/s12640-016-9654-0,,,Neurotoxic Effects of 5-MeO-DIPT: A Psychoactive Tryptamine Derivative in Rats,2016,Karolina Noworyta; Katarzyna Kamińska; Grzegorz Kreiner; Zofia Rogóż; Krystyna Gołembiowska,candidate_paper_corpus | mechanistic:paper_library
48,10.3389/fphar.2016.00035,,,The Therapeutic Potentials of Ayahuasca: Possible Effects against Various Diseases of Civilization,2016,Ede Frecska; Petra Bokor; Michael Winkelman,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
49,10.3390/medicines2030251,,,Modes of Action of Herbal Medicines and Plant Secondary Metabolites,2015,Michaël Wink,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
50,10.3389/fphar.2015.00225,,,The role of serotonin 5-HT2A receptors in memory and cognition,2015,Gongliang Zhang; Robert W. Stackman,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
51,10.1177/2045125314527985,,,Classical hallucinogens as antidepressants? A review of pharmacodynamics and putative clinical roles,2014,David Baumeister; Georgina L. Barnes; Giovanni Giaroli; Derek K. Tracy,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
52,10.1007/s00213-014-3446-0,,,Mefloquine and psychotomimetics share neurotransmitter receptor and transporter interactions in vitro,2014,Aaron Janowsky; Amy J. Eshleman; Robert A. Johnson; Katherine M. Wolfrum; David J. Hinrichs; Jongtae Yang; T. Mark Zabriskie; Martin J. Smilkstein; Michael K. Riscoe,candidate_paper_corpus | mechanistic:paper_library
53,10.3389/fnhum.2014.00204,,,The effects of psilocybin and MDMA on between-network resting state functional connectivity in healthy volunteers,2014,Leor Roseman; Robert Leech; Amanda Feilding; David Nutt; Robin Carhart‐Harris,candidate_paper_corpus | mechanistic:paper_library
54,10.3389/fnhum.2014.00020,,,The entropic brain: a theory of conscious states informed by neuroimaging research with psychedelic drugs,2014,Robin Carhart‐Harris; Robert Leech; Peter J. Hellyer; Murray Shanahan; Amanda Feilding; Enzo Tagliazucchi; Dante R. Chialvo; David Nutt,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
55,10.1016/j.jep.2013.04.044,,,Argyreia nervosa (Burm. f.): Receptor profiling of lysergic acid amide and other potential psychedelic LSD-like compounds by computational and binding assay approaches,2013,Alexander Paulke; Christian Kremer; Cora Wunder; Janosch Achenbach; Bardya Djahanschiri; Anderson Elias; J. Stefan Schwed; Harald Hübner; Peter Gmeiner; Ewgenij Proschak,candidate_paper_corpus | mechanistic:paper_library
56,10.1007/s00213-013-3303-6,,,"Behavioral and neurochemical pharmacology of six psychoactive substituted phenethylamines: mouse locomotion, rat drug discrimination and in vitro receptor and transporter binding and function",2013,Amy J. Eshleman; Michael J. Forster; Katherine M. Wolfrum; Robert A. Johnson; Aaron Janowsky; Michael B. Gatch,candidate_paper_corpus | mechanistic:paper_library
57,10.3390/molecules18066620,,,Biomedical Importance of Indoles,2013,Nagendra Kumar Kaushik; Neha Kaushik; Pankaj Attri; Naresh Kumar; Chung-Hwan Kim; Akhilesh K. Verma; Eun Ha Choi,candidate_paper_corpus | disorder:paper_library
58,10.1523/jneurosci.2063-13.2013,,,Broadband Cortical Desynchronization Underlies the Human Psychedelic State,2013,Suresh Muthukumaraswamy; Robin Carhart‐Harris; Rosalyn Moran; Matthew J. Brookes; Tom A. Williams; David Errtizoe; Ben Sessa; Andreas Papadopoulos; Mark Bolstridge; Krish D. Singh,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
59,10.1111/cns.12099,,,"Ketamine Pharmacology: An Update (<i>Pharmacodynamics and Molecular Aspects, Recent Findings</i>)",2013,G. Mion; Thierry Villevieille,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
60,10.1093/bioinformatics/btt540,,,Shaping the interaction landscape of bioactive molecules,2013,David Gfeller; Olivier Michielin; Vincent Zoete,candidate_paper_corpus | mechanistic:paper_library
61,10.1111/j.1476-5381.2012.02145.x,,,Pharmacological characterization of designer cathinones<i>in vitro</i>,2012,Linda D. Simmler; TA Buser; Massimiliano Donzelli; York Schramm; L‐H Dieu; Jörg Huwyler; Sylvie Chaboz; Marius C. Hoener; ME Liechti,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
62,10.1371/journal.pone.0030800,,,Prediction of Psilocybin Response in Healthy Volunteers,2012,Erich Studerus; Alex Gamma; Michael Kometer; Franz X. Vollenweider,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
63,10.1073/pnas.1103029108,,,"TAAR1 activation modulates monoaminergic neurotransmission, preventing hyperdopaminergic and hypoglutamatergic activity",2011,Florent G. Revel; Jean‐Luc Moreau; Raul R. Gainetdinov; Amyaouch Bradaïa; Tatyana D. Sotnikova; Roland Mory; Sean Durkin; Katrin Groebke Zbinden; Roger D. Norcross; Claas A. Meyer,candidate_paper_corpus | mechanistic:paper_library
64,10.1016/j.jmgm.2009.12.008,,,CoMFA analyses of C-2 position Salvinorin A analogs at the kappa-opioid receptor provides insights into epimer selectivity,2010,Donna L. McGovern; Philip D. Mosier; Bryan L. Roth; Richard B. Westkaemper,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
65,10.1371/journal.pone.0009019,,,Psychedelics and the Human Receptorome,2010,Thomas S. Ray,benchmark_manifest | candidate_paper_corpus | mechanistic:paper_library
66,10.1021/jm060656o,,,1-Aminomethylbenzocycloalkanes:  Conformationally Restricted Hallucinogenic Phenethylamine Analogues as Functionally Selective 5-HT<sub>2A</sub>Receptor Agonists,2006,Thomas H. McLean; Jason C. Parrish; M. Braden; Danuta Marona‐Lewicka; Alejandra Gallardo‐Godoy; David E. Nichols,candidate_paper_corpus | mechanistic:paper_library
68,10.1007/s00213-006-0358-7,,,"Increased frontal and paralimbic activation following ayahuasca, the pan-amazonian inebriant",2006,Jordi Riba; Sergio Romero; Eva Grasa; Esther Mena; Ignasi Carrió; Manel J. Barbanoj,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
69,10.1038/sj.mp.4001920,,,"Serotonergic vulnerability and depression: assumptions, experimental evidence and implications",2006,L.A.W. Jans; Wim J. Riedel; C. Rob Markus; Arjan Blokland,candidate_paper_corpus | mechanistic:paper_library
70,10.1007/s00213-005-0009-4,,,"Hallucinogen-like actions of 2,5-dimethoxy-4-(n)-propylthiophenethylamine (2C-T-7) in mice and rats",2005,William E. Fantegrossi; Andrew W. Harrington; J.R. Eckler; Sadia Arshad; Richard A. Rabin; J.C. Winter; Andrew Coop; Kenner C. Rice; James H. Woods,candidate_paper_corpus | mechanistic:paper_library
71,10.1074/jbc.r400030200,,,Mining the Receptorome,2004,Blaine N. Armbruster; Bryan L. Roth,candidate_paper_corpus | mechanistic:paper_library
72,10.1002/ardp.200390014,,,"Synthesis and 5‐HT<sub>2A</sub> Radioligand Receptor Binding Assays of DOMCl and DOMOM, Two Novel 5‐HT<sub>2A</sub> Receptor Ligands",2003,Antje Harms; Ernst Ulmer; Karl‐Artur Kovar,candidate_paper_corpus | mechanistic:paper_library
75,10.1021/jm000339w,,,Effect of Ring Fluorination on the Pharmacology of Hallucinogenic Tryptamines,2000,Joseph B. Blair; Deborah Kurrasch‐Orbaugh; Danuta Marona‐Lewicka; Medhane Cumbay; Val J. Watts; Eric L. Barker; David E. Nichols,candidate_paper_corpus | mechanistic:paper_library
76,10.1021/jm990325u,,,Further Studies on Oxygenated Tryptamines with LSD-like Activity Incorporating a Chiral Pyrrolidine Moiety into the Side Chain,1999,Madina R. Gerasimov; Danuta Marona‐Lewicka; Deborah Kurrasch‐Orbaugh; Amjad M. Qandil; David E. Nichols,candidate_paper_corpus | mechanistic:paper_library
77,10.1016/s0893-133x(98)00135-3,,,Serotonin and Hallucinogens,1999,G K Aghajanian,candidate_paper_corpus | mechanistic:paper_library
78,10.1016/s0091-3057(97)00451-6,,,Behavioral and Biochemical Evidence for a Nonessential 5-HT2A Component of the Ibogaine-Induced Discriminative Stimulus,1998,Scott Helsley,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
79,10.1097/00000539-199811000-00039,,,Ketamine,1998,Rainer Kohrs; Marcel E. Durieux,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
80,10.1213/00000539-199811000-00039,,,Ketamine,1998,Rainer Kohrs; Marcel E. Durieux,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
82,10.1021/jm970219x,,,Dihydrobenzofuran Analogues of Hallucinogens. 4. Mescaline Derivatives,1997,Aaron Monte; Steve R. Waldman; Danuta Marona‐Lewicka; David B. Wainscott; David L. Nelson; Elaine Sanders‐Bush; David E. Nichols,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
85,10.1016/0169-328x(94)90133-3,,,Binding sites for 5-hydroxytryptamine-2 receptor agonists are predominantly located in striosomes in the human basal ganglia,1994,Christian Waeber; José Palacios,candidate_paper_corpus | mechanistic:paper_library
86,10.1007/bf00443425,,,Hallucinogenic drug interactions with neurotransmitter receptor binding sites in human cortex,1989,Pamela A. Pierce; Stephen J. Peroutka,candidate_paper_corpus | mechanistic:paper_library
88,10.1523/jneurosci.07-03-00894.1987,,,Characterization of a novel 3H-5-hydroxytryptamine binding site subtype in bovine brain membranes,1987,RE Heuring; SJ Peroutka,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
