seed_id,dataset,family,query,compound,entity,entity_type,template
disorder_01258,disorder,pair_core,MDMA Demoralization randomized placebo,MDMA,Demoralization,indication,{compound} {entity} randomized placebo
disorder_01259,disorder,pair_core,MDMA Demoralization treatment outcome,MDMA,Demoralization,indication,{compound} {entity} treatment outcome
disorder_01260,disorder,pair_core,MDMA Suicidal ideation clinical trial,MDMA,Suicidal ideation,indication,{compound} {entity} clinical trial
disorder_01261,disorder,pair_core,MDMA Suicidal ideation randomized placebo,MDMA,Suicidal ideation,indication,{compound} {entity} randomized placebo
disorder_01262,disorder,pair_core,MDMA Suicidal ideation treatment outcome,MDMA,Suicidal ideation,indication,{compound} {entity} treatment outcome
disorder_01263,disorder,pair_core,MDMA Cluster headache clinical trial,MDMA,Cluster headache,indication,{compound} {entity} clinical trial
disorder_01264,disorder,pair_core,MDMA Cluster headache randomized placebo,MDMA,Cluster headache,indication,{compound} {entity} randomized placebo
disorder_01265,disorder,pair_core,MDMA Cluster headache treatment outcome,MDMA,Cluster headache,indication,{compound} {entity} treatment outcome
disorder_01266,disorder,pair_core,MDMA Headache disorders clinical trial,MDMA,Headache disorders,indication,{compound} {entity} clinical trial
disorder_01267,disorder,pair_core,MDMA Headache disorders randomized placebo,MDMA,Headache disorders,indication,{compound} {entity} randomized placebo
disorder_01268,disorder,pair_core,MDMA Headache disorders treatment outcome,MDMA,Headache disorders,indication,{compound} {entity} treatment outcome
disorder_01269,disorder,pair_core,MDMA Migraine clinical trial,MDMA,Migraine,indication,{compound} {entity} clinical trial
disorder_01270,disorder,pair_core,MDMA Migraine randomized placebo,MDMA,Migraine,indication,{compound} {entity} randomized placebo
disorder_01271,disorder,pair_core,MDMA Migraine treatment outcome,MDMA,Migraine,indication,{compound} {entity} treatment outcome
disorder_01272,disorder,pair_core,MDMA Chronic pain clinical trial,MDMA,Chronic pain,indication,{compound} {entity} clinical trial
disorder_01273,disorder,pair_core,MDMA Chronic pain randomized placebo,MDMA,Chronic pain,indication,{compound} {entity} randomized placebo
disorder_01274,disorder,pair_core,MDMA Chronic pain treatment outcome,MDMA,Chronic pain,indication,{compound} {entity} treatment outcome
disorder_01275,disorder,pair_core,MDMA Fibromyalgia clinical trial,MDMA,Fibromyalgia,indication,{compound} {entity} clinical trial
disorder_01276,disorder,pair_core,MDMA Fibromyalgia randomized placebo,MDMA,Fibromyalgia,indication,{compound} {entity} randomized placebo
disorder_01277,disorder,pair_core,MDMA Fibromyalgia treatment outcome,MDMA,Fibromyalgia,indication,{compound} {entity} treatment outcome
disorder_01278,disorder,pair_core,MDA Treatment-resistant depression clinical trial,MDA,Treatment-resistant depression,indication,{compound} {entity} clinical trial
disorder_01279,disorder,pair_core,MDA Treatment-resistant depression randomized placebo,MDA,Treatment-resistant depression,indication,{compound} {entity} randomized placebo
disorder_01280,disorder,pair_core,MDA Treatment-resistant depression treatment outcome,MDA,Treatment-resistant depression,indication,{compound} {entity} treatment outcome
disorder_01281,disorder,pair_core,MDA Major depressive disorder clinical trial,MDA,Major depressive disorder,indication,{compound} {entity} clinical trial
disorder_01282,disorder,pair_core,MDA Major depressive disorder randomized placebo,MDA,Major depressive disorder,indication,{compound} {entity} randomized placebo
disorder_01283,disorder,pair_core,MDA Major depressive disorder treatment outcome,MDA,Major depressive disorder,indication,{compound} {entity} treatment outcome
disorder_01284,disorder,pair_core,MDA Bipolar depression clinical trial,MDA,Bipolar depression,indication,{compound} {entity} clinical trial
disorder_01285,disorder,pair_core,MDA Bipolar depression randomized placebo,MDA,Bipolar depression,indication,{compound} {entity} randomized placebo
disorder_01286,disorder,pair_core,MDA Bipolar depression treatment outcome,MDA,Bipolar depression,indication,{compound} {entity} treatment outcome
disorder_01287,disorder,pair_core,MDA Persistent depressive disorder clinical trial,MDA,Persistent depressive disorder,indication,{compound} {entity} clinical trial
disorder_01288,disorder,pair_core,MDA Persistent depressive disorder randomized placebo,MDA,Persistent depressive disorder,indication,{compound} {entity} randomized placebo
disorder_01289,disorder,pair_core,MDA Persistent depressive disorder treatment outcome,MDA,Persistent depressive disorder,indication,{compound} {entity} treatment outcome
disorder_01290,disorder,pair_core,MDA Post-traumatic stress disorder clinical trial,MDA,Post-traumatic stress disorder,indication,{compound} {entity} clinical trial
disorder_01291,disorder,pair_core,MDA Post-traumatic stress disorder randomized placebo,MDA,Post-traumatic stress disorder,indication,{compound} {entity} randomized placebo
disorder_01292,disorder,pair_core,MDA Post-traumatic stress disorder treatment outcome,MDA,Post-traumatic stress disorder,indication,{compound} {entity} treatment outcome
disorder_01293,disorder,pair_core,MDA Complex post-traumatic stress disorder clinical trial,MDA,Complex post-traumatic stress disorder,indication,{compound} {entity} clinical trial
disorder_01294,disorder,pair_core,MDA Complex post-traumatic stress disorder randomized placebo,MDA,Complex post-traumatic stress disorder,indication,{compound} {entity} randomized placebo
disorder_01295,disorder,pair_core,MDA Complex post-traumatic stress disorder treatment outcome,MDA,Complex post-traumatic stress disorder,indication,{compound} {entity} treatment outcome
disorder_01296,disorder,pair_core,MDA Alcohol use disorder clinical trial,MDA,Alcohol use disorder,indication,{compound} {entity} clinical trial
disorder_01297,disorder,pair_core,MDA Alcohol use disorder randomized placebo,MDA,Alcohol use disorder,indication,{compound} {entity} randomized placebo
disorder_01298,disorder,pair_core,MDA Alcohol use disorder treatment outcome,MDA,Alcohol use disorder,indication,{compound} {entity} treatment outcome
disorder_01299,disorder,pair_core,MDA Tobacco use disorder clinical trial,MDA,Tobacco use disorder,indication,{compound} {entity} clinical trial
disorder_01300,disorder,pair_core,MDA Tobacco use disorder randomized placebo,MDA,Tobacco use disorder,indication,{compound} {entity} randomized placebo
disorder_01301,disorder,pair_core,MDA Tobacco use disorder treatment outcome,MDA,Tobacco use disorder,indication,{compound} {entity} treatment outcome
disorder_01302,disorder,pair_core,MDA Nicotine dependence clinical trial,MDA,Nicotine dependence,indication,{compound} {entity} clinical trial
disorder_01303,disorder,pair_core,MDA Nicotine dependence randomized placebo,MDA,Nicotine dependence,indication,{compound} {entity} randomized placebo
disorder_01304,disorder,pair_core,MDA Nicotine dependence treatment outcome,MDA,Nicotine dependence,indication,{compound} {entity} treatment outcome
disorder_01305,disorder,pair_core,MDA Opioid use disorder clinical trial,MDA,Opioid use disorder,indication,{compound} {entity} clinical trial
disorder_01306,disorder,pair_core,MDA Opioid use disorder randomized placebo,MDA,Opioid use disorder,indication,{compound} {entity} randomized placebo
disorder_01307,disorder,pair_core,MDA Opioid use disorder treatment outcome,MDA,Opioid use disorder,indication,{compound} {entity} treatment outcome
disorder_01308,disorder,pair_core,MDA Cannabis use disorder clinical trial,MDA,Cannabis use disorder,indication,{compound} {entity} clinical trial
disorder_01309,disorder,pair_core,MDA Cannabis use disorder randomized placebo,MDA,Cannabis use disorder,indication,{compound} {entity} randomized placebo
disorder_01310,disorder,pair_core,MDA Cannabis use disorder treatment outcome,MDA,Cannabis use disorder,indication,{compound} {entity} treatment outcome
disorder_01311,disorder,pair_core,MDA Cocaine use disorder clinical trial,MDA,Cocaine use disorder,indication,{compound} {entity} clinical trial
disorder_01312,disorder,pair_core,MDA Cocaine use disorder randomized placebo,MDA,Cocaine use disorder,indication,{compound} {entity} randomized placebo
disorder_01313,disorder,pair_core,MDA Cocaine use disorder treatment outcome,MDA,Cocaine use disorder,indication,{compound} {entity} treatment outcome
disorder_01314,disorder,pair_core,MDA Methamphetamine use disorder clinical trial,MDA,Methamphetamine use disorder,indication,{compound} {entity} clinical trial
disorder_01315,disorder,pair_core,MDA Methamphetamine use disorder randomized placebo,MDA,Methamphetamine use disorder,indication,{compound} {entity} randomized placebo
disorder_01316,disorder,pair_core,MDA Methamphetamine use disorder treatment outcome,MDA,Methamphetamine use disorder,indication,{compound} {entity} treatment outcome
disorder_01317,disorder,pair_core,MDA Stimulant use disorder clinical trial,MDA,Stimulant use disorder,indication,{compound} {entity} clinical trial
disorder_01318,disorder,pair_core,MDA Stimulant use disorder randomized placebo,MDA,Stimulant use disorder,indication,{compound} {entity} randomized placebo
disorder_01319,disorder,pair_core,MDA Stimulant use disorder treatment outcome,MDA,Stimulant use disorder,indication,{compound} {entity} treatment outcome
disorder_01320,disorder,pair_core,MDA Substance use disorder clinical trial,MDA,Substance use disorder,indication,{compound} {entity} clinical trial
disorder_01321,disorder,pair_core,MDA Substance use disorder randomized placebo,MDA,Substance use disorder,indication,{compound} {entity} randomized placebo
disorder_01322,disorder,pair_core,MDA Substance use disorder treatment outcome,MDA,Substance use disorder,indication,{compound} {entity} treatment outcome
disorder_01323,disorder,pair_core,MDA Generalized anxiety disorder clinical trial,MDA,Generalized anxiety disorder,indication,{compound} {entity} clinical trial
disorder_01324,disorder,pair_core,MDA Generalized anxiety disorder randomized placebo,MDA,Generalized anxiety disorder,indication,{compound} {entity} randomized placebo
disorder_01325,disorder,pair_core,MDA Generalized anxiety disorder treatment outcome,MDA,Generalized anxiety disorder,indication,{compound} {entity} treatment outcome
disorder_01326,disorder,pair_core,MDA Social anxiety disorder clinical trial,MDA,Social anxiety disorder,indication,{compound} {entity} clinical trial
disorder_01327,disorder,pair_core,MDA Social anxiety disorder randomized placebo,MDA,Social anxiety disorder,indication,{compound} {entity} randomized placebo
disorder_01328,disorder,pair_core,MDA Social anxiety disorder treatment outcome,MDA,Social anxiety disorder,indication,{compound} {entity} treatment outcome
disorder_01329,disorder,pair_core,MDA Distress associated with life-threatening disease clinical trial,MDA,Distress associated with life-threatening disease,indication,{compound} {entity} clinical trial
disorder_01330,disorder,pair_core,MDA Distress associated with life-threatening disease randomized placebo,MDA,Distress associated with life-threatening disease,indication,{compound} {entity} randomized placebo
disorder_01331,disorder,pair_core,MDA Distress associated with life-threatening disease treatment outcome,MDA,Distress associated with life-threatening disease,indication,{compound} {entity} treatment outcome
disorder_01332,disorder,pair_core,MDA Obsessive-compulsive disorder clinical trial,MDA,Obsessive-compulsive disorder,indication,{compound} {entity} clinical trial
