doi,mapping_status,current_pmid,verified_pmid,current_pmcid,verified_pmcid,verified_doi,idconv_status,idconv_error
10.1016/j.ijchp.2022.100349,pmcid_verified,36605409,36605409,PMC9791138,PMC9791138,10.1016/j.ijchp.2022.100349,,
10.1016/j.ijchp.2023.100428,pmcid_verified,38179461,38179461,PMC10764987,PMC10764987,10.1016/j.ijchp.2023.100428,,
10.1016/j.imed.2022.03.001,pmcid_verified,35783539,35783539,PMC9249268,PMC9249268,10.1016/j.imed.2022.03.001,,
10.1016/j.isci.2023.106589,pmcid_verified,37138774,37138774,PMC10149373,PMC10149373,10.1016/j.isci.2023.106589,,
10.1016/j.isci.2023.107878,pmcid_verified,37810240,37810240,PMC10551841,PMC10551841,10.1016/j.isci.2023.107878,,
10.1016/j.isci.2023.108527,pmcid_verified,38162029,38162029,PMC10755719,PMC10755719,10.1016/j.isci.2023.108527,,
10.1016/j.isci.2024.109631,pmcid_verified,38628967,38628967,PMC11019282,PMC11019282,10.1016/j.isci.2024.109631,,
10.1016/j.isci.2024.109686,pmcid_verified,38660396,38660396,PMC11039401,PMC11039401,10.1016/j.isci.2024.109686,,
10.1016/j.isci.2024.109787,pmcid_verified,38711453,38711453,PMC11070602,PMC11070602,10.1016/j.isci.2024.109787,,
10.1016/j.isci.2024.110034,pmcid_verified,38883812,38883812,PMC11177198,PMC11177198,10.1016/j.isci.2024.110034,,
10.1016/j.isci.2024.111639,pmcid_verified,39886463,39886463,PMC11780106,PMC11780106,10.1016/j.isci.2024.111639,,
10.1016/j.isci.2025.112485,pmcid_verified,40612906,40612906,PMC12225961,PMC12225961,10.1016/j.isci.2025.112485,,
10.1016/j.isci.2025.114445,pmcid_verified,41561376,41561376,PMC12814687,PMC12814687,10.1016/j.isci.2025.114445,,
10.1016/j.isci.2026.115121,pmcid_verified,41883580,41883580,PMC13010113,PMC13010113,10.1016/j.isci.2026.115121,,
10.1016/j.jad.2012.05.042,pmcid_verified,22871531,22871531,PMC3494813,PMC3494813,10.1016/j.jad.2012.05.042,,
10.1016/j.jad.2012.10.015,pmcid_verified,23182590,23182590,PMC3955270,PMC3955270,10.1016/j.jad.2012.10.015,,
10.1016/j.jad.2014.02.017,pmcid_verified,24679390,24679390,PMC4065787,PMC4065787,10.1016/j.jad.2014.02.017,,
10.1016/j.jad.2014.09.015,pmcid_verified,25451430,25451430,PMC4400209,PMC4400209,10.1016/j.jad.2014.09.015,,
10.1016/j.jad.2016.01.009,pmcid_verified,26807672,26807672,PMC4769920,PMC4769920,10.1016/j.jad.2016.01.009,,
10.1016/j.jad.2016.10.026,pmcid_verified,27839782,27839782,PMC5154889,PMC5154889,10.1016/j.jad.2016.10.026,,
10.1016/j.jad.2017.04.057,pmcid_verified,28477497,28477497,PMC5515296,PMC5515296,10.1016/j.jad.2017.04.057,,
10.1016/j.jad.2017.09.023,pmcid_verified,29045915,29045915,PMC6248324,PMC6248324,10.1016/j.jad.2017.09.023,,
10.1016/j.jad.2018.01.027,pmcid_verified,29448238,29448238,PMC5852677,PMC5852677,10.1016/j.jad.2018.01.027,,
10.1016/j.jad.2018.02.049,pmcid_verified,29501990,29501990,PMC5858990,PMC5858990,10.1016/j.jad.2018.02.049,,
10.1016/j.jad.2018.07.073,pmcid_verified,30107350,30107350,PMC6996199,PMC6996199,10.1016/j.jad.2018.07.073,,
10.1016/j.jad.2018.07.077,pmcid_verified,30099268,30099268,PMC6193483,PMC6193483,10.1016/j.jad.2018.07.077,,
10.1016/j.jad.2018.10.089,pmcid_verified,30312839,30312839,PMC6226316,PMC6226316,10.1016/j.jad.2018.10.089,,
10.1016/j.jad.2019.09.017,pmcid_verified,31494365,31494365,PMC6803106,PMC6803106,10.1016/j.jad.2019.09.017,,
10.1016/j.jad.2019.11.028,pmcid_verified,31791675,31791675,PMC8457026,PMC8457026,10.1016/j.jad.2019.11.028,,
10.1016/j.jad.2020.01.120,pmcid_verified,32056935,32056935,PMC7693479,PMC7693479,10.1016/j.jad.2020.01.120,,
10.1016/j.jad.2020.09.071,pmcid_verified,33022440,33022440,PMC7704936,PMC7704936,10.1016/j.jad.2020.09.071,,
10.1016/j.jad.2020.10.007,pmcid_verified,33074143,33074143,PMC7781110,PMC7781110,10.1016/j.jad.2020.10.007,,
10.1016/j.jad.2020.11.123,no_pmcid,33307338,,,,10.1016/j.jad.2020.11.123,error,Identifier not found in PMC
10.1016/j.jad.2020.12.069,pmcid_verified,33418376,33418376,PMC8202174,PMC8202174,10.1016/j.jad.2020.12.069,,
10.1016/j.jad.2021.12.055,pmcid_verified,34953926,34953926,PMC8828686,PMC8828686,10.1016/j.jad.2021.12.055,,
10.1016/j.jad.2022.04.020,pmcid_verified,35405177,35405177,PMC9133168,PMC9133168,10.1016/j.jad.2022.04.020,,
10.1016/j.jad.2022.04.033,pmcid_verified,35429526,35429526,PMC9133160,PMC9133160,10.1016/j.jad.2022.04.033,,
10.1016/j.jad.2022.06.025,pmcid_verified,35728680,35728680,PMC9262873,PMC9262873,10.1016/j.jad.2022.06.025,,
10.1016/j.jad.2022.06.043,pmcid_verified,35779673,35779673,PMC11186306,PMC11186306,10.1016/j.jad.2022.06.043,,
10.1016/j.jad.2022.11.046,pmcid_verified,36513161,36513161,PMC9884542,PMC9884542,10.1016/j.jad.2022.11.046,,
10.1016/j.jad.2022.12.042,pmcid_verified,36584715,36584715,PMC9887654,PMC9887654,10.1016/j.jad.2022.12.042,,
10.1016/j.jad.2023.01.073,pmcid_verified,36720405,36720405,PMC9974873,PMC9974873,10.1016/j.jad.2023.01.073,,
10.1016/j.jad.2023.01.108,no_pmcid,36740140,,,,10.1016/j.jad.2023.01.108,error,Identifier not found in PMC
10.1016/j.jad.2023.02.152,pmcid_verified,36907464,36907464,PMC10497186,PMC10497186,10.1016/j.jad.2023.02.152,,
10.1016/j.jad.2024.01.197,pmcid_verified,38280572,38280572,PMC10922895,PMC10922895,10.1016/j.jad.2024.01.197,,
10.1016/j.jad.2024.04.062,pmcid_verified,38653350,38653350,PMC11134418,PMC11134418,10.1016/j.jad.2024.04.062,,
10.1016/j.jad.2024.05.131,pmcid_verified,38810787,38810787,PMC11284959,PMC11284959,10.1016/j.jad.2024.05.131,,
10.1016/j.jad.2024.08.050,pmcid_verified,39147159,39147159,PMC11365742,PMC11365742,10.1016/j.jad.2024.08.050,,
10.1016/j.jad.2024.11.080,pmcid_verified,39617360,39617360,PMC11729457,PMC11729457,10.1016/j.jad.2024.11.080,,
10.1016/j.jad.2024.12.036,pmcid_verified,39674325,39674325,PMC12186659,PMC12186659,10.1016/j.jad.2024.12.036,,
10.1016/j.jad.2024.12.108,pmcid_verified,39746553,39746553,PMC11794009,PMC11794009,10.1016/j.jad.2024.12.108,,
10.1016/j.jad.2025.119414,pmcid_verified,40381857,40381857,PMC12214476,PMC12214476,10.1016/j.jad.2025.119414,,
10.1016/j.jad.2025.119632,pmcid_verified,40516630,40516630,PMC12264818,PMC12264818,10.1016/j.jad.2025.119632,,
10.1016/j.jad.2025.119857,pmcid_verified,40645527,40645527,PMC12308856,PMC12308856,10.1016/j.jad.2025.119857,,
10.1016/j.jad.2026.121350,pmcid_verified,41651241,41651241,PMC13115554,PMC13115554,10.1016/j.jad.2026.121350,,
10.1016/j.jadr.2023.100690,pmcid_verified,38283689,38283689,PMC10812090,PMC10812090,10.1016/j.jadr.2023.100690,,
10.1016/j.jagp.2022.07.003,pmcid_verified,35927119,35927119,PMC9588598,PMC9588598,10.1016/j.jagp.2022.07.003,,
10.1016/j.jagp.2022.11.013,pmcid_verified,36529623,36529623,PMC10839705,PMC10839705,10.1016/j.jagp.2022.11.013,,
10.1016/j.jagp.2023.06.016,no_pmcid,37479669,,,,10.1016/j.jagp.2023.06.016,error,Identifier not found in PMC
10.1016/j.jagp.2024.05.007,pmcid_verified,38849218,38849218,PMC11316630,PMC11316630,10.1016/j.jagp.2024.05.007,,
10.1016/j.jagp.2025.08.001,no_pmcid,40930887,,,,10.1016/j.jagp.2025.08.001,error,Identifier not found in PMC
10.1016/j.jatmed.2024.07.001,pmcid_verified,41929866,41929866,PMC13001759,PMC13001759,10.1016/j.jatmed.2024.07.001,,
10.1016/j.jatmed.2025.06.001,pmcid_verified,41929374,41929374,PMC13001763,PMC13001763,10.1016/j.jatmed.2025.06.001,,
10.1016/j.jbc.2023.105176,pmcid_verified,37599003,37599003,PMC10514560,PMC10514560,10.1016/j.jbc.2023.105176,,
10.1016/j.jbc.2023.105231,pmcid_verified,37690691,37690691,PMC10570959,PMC10570959,10.1016/j.jbc.2023.105231,,
10.1016/j.jcbs.2019.11.004,pmcid_verified,32864325,32864325,PMC7451132,PMC7451132,10.1016/j.jcbs.2019.11.004,,
10.1016/j.jconrel.2020.03.026,pmcid_verified,32200001,32200001,PMC7262583,PMC7262583,10.1016/j.jconrel.2020.03.026,,
10.1016/j.jep.2010.02.013,pmcid_verified,20219660,20219660,PMC2878139,PMC2878139,10.1016/j.jep.2010.02.013,,
10.1016/j.jfda.2013.09.044,pmcid_verified,25264412,25264412,PMC4175916,PMC4175916,10.1016/j.jfda.2013.09.044,,
10.1016/j.jfda.2017.04.001,pmcid_verified,28911631,28911631,PMC9328809,PMC9328809,10.1016/j.jfda.2017.04.001,,
10.1016/j.jhlto.2023.100005,pmcid_verified,40144581,40144581,PMC11935359,PMC11935359,10.1016/j.jhlto.2023.100005,,
10.1016/j.jmb.2013.03.025,pmcid_verified,23706649,23706649,PMC3678023,PMC3678023,10.1016/j.jmb.2013.03.025,,
10.1016/j.jmgm.2009.12.008,pmcid_verified,20083418,20083418,PMC2859180,PMC2859180,10.1016/j.jmgm.2009.12.008,,
10.1016/j.jmgm.2016.08.001,pmcid_verified,27810775,27810775,PMC5327504,PMC5327504,10.1016/j.jmgm.2016.08.001,,
10.1016/j.josat.2023.209035,pmcid_verified,37019336,37019336,PMC11134567,PMC11134567,10.1016/j.josat.2023.209035,,
10.1016/j.jpain.2016.01.394,no_pmcid,28162660,,,,10.1016/j.jpain.2016.01.394,error,Identifier not found in PMC
10.1016/j.jpain.2017.07.008,pmcid_verified,28802882,28802882,PMC5729746,PMC5729746,10.1016/j.jpain.2017.07.008,,
10.1016/j.jpainsymman.2022.01.024,no_pmcid,35157985,,,,10.1016/j.jpainsymman.2022.01.024,error,Identifier not found in PMC
10.1016/j.jpainsymman.2023.11.004,no_pmcid,37972720,,,,10.1016/j.jpainsymman.2023.11.004,error,Identifier not found in PMC
10.1016/j.jpainsymman.2026.03.012,no_pmcid,41903620,,,,10.1016/j.jpainsymman.2026.03.012,error,Identifier not found in PMC
10.1016/j.jpainsymman.2026.04.604,pmcid_verified,41997505,41997505,PMC13112849,PMC13112849,10.1016/j.jpainsymman.2026.04.604,,
10.1016/j.jpba.2013.10.028,pmcid_verified,24247087,24247087,PMC3874881,PMC3874881,10.1016/j.jpba.2013.10.028,,
10.1016/j.jpba.2016.03.030,pmcid_verified,27017097,27017097,PMC5972519,PMC5972519,10.1016/j.jpba.2016.03.030,,
10.1016/j.jpba.2019.05.062,no_pmcid,31181490,,,,10.1016/j.jpba.2019.05.062,error,Identifier not found in PMC
10.1016/j.jpba.2023.115502,pmcid_verified,37311376,37311376,PMC10527422,PMC10527422,10.1016/j.jpba.2023.115502,,
10.1016/j.jpba.2023.115768,no_pmcid,37979525,,,,10.1016/j.jpba.2023.115768,error,Identifier not found in PMC
10.1016/j.jpba.2024.116054,no_pmcid,38422647,,,,10.1016/j.jpba.2024.116054,error,Identifier not found in PMC
10.1016/j.jpba.2024.116076,no_pmcid,38430614,,,,10.1016/j.jpba.2024.116076,error,Identifier not found in PMC
10.1016/j.jpeds.2012.12.077,pmcid_verified,23403253,23403253,PMC3799772,PMC3799772,10.1016/j.jpeds.2012.12.077,,
10.1016/j.jpet.2025.103572,pmcid_verified,40288209,40288209,PMC13095460,PMC13095460,10.1016/j.jpet.2025.103572,,
10.1016/j.jpha.2025.101378,pmcid_verified,41079789,41079789,PMC12513017,PMC12513017,10.1016/j.jpha.2025.101378,,
10.1016/j.jpsychires.2013.03.008,pmcid_verified,23548331,23548331,PMC3678963,PMC3678963,10.1016/j.jpsychires.2013.03.008,,
10.1016/j.jpsychires.2014.07.027,pmcid_verified,25169854,25169854,PMC4163501,PMC4163501,10.1016/j.jpsychires.2014.07.027,,
10.1016/j.jpsychires.2015.06.003,pmcid_verified,26228403,26228403,PMC4522045,PMC4522045,10.1016/j.jpsychires.2015.06.003,,
10.1016/j.jpsychires.2016.09.025,pmcid_verified,27718369,27718369,PMC5125870,PMC5125870,10.1016/j.jpsychires.2016.09.025,,
10.1016/j.jpsychires.2019.01.010,pmcid_verified,30641350,30641350,PMC6360121,PMC6360121,10.1016/j.jpsychires.2019.01.010,,
10.1016/j.jpsychires.2019.07.008,pmcid_verified,31376621,31376621,PMC7291620,PMC7291620,10.1016/j.jpsychires.2019.07.008,,
10.1016/j.jpsychires.2019.08.005,pmcid_verified,31415914,31415914,PMC6746183,PMC6746183,10.1016/j.jpsychires.2019.08.005,,
10.1016/j.jpsychires.2020.06.012,pmcid_verified,32861983,32861983,PMC8073211,PMC8073211,10.1016/j.jpsychires.2020.06.012,,
10.1016/j.jpsychires.2021.06.026,pmcid_verified,34157590,34157590,PMC8319118,PMC8319118,10.1016/j.jpsychires.2021.06.026,,
10.1016/j.jpsychires.2023.03.031,pmcid_verified,37004409,37004409,PMC10967229,PMC10967229,10.1016/j.jpsychires.2023.03.031,,
10.1016/j.jpsychires.2024.02.019,no_pmcid,38382237,,,,10.1016/j.jpsychires.2024.02.019,error,Identifier not found in PMC
10.1016/j.jpsychires.2025.03.025,pmcid_verified,40133019,40133019,PMC11999004,PMC11999004,10.1016/j.jpsychires.2025.03.025,,
10.1016/j.jpsychires.2025.05.039,no_pmcid,40440773,,,,10.1016/j.jpsychires.2025.05.039,error,Identifier not found in PMC
10.1016/j.jsat.2006.09.002,pmcid_verified,17306729,17306729,PMC2847884,PMC2847884,10.1016/j.jsat.2006.09.002,,
10.1016/j.jsat.2021.108717,no_pmcid,35012793,,,,10.1016/j.jsat.2021.108717,error,Identifier not found in PMC
10.1016/j.jsps.2014.04.004,pmcid_verified,27330369,27330369,PMC4908057,PMC4908057,10.1016/j.jsps.2014.04.004,,
10.1016/j.lana.2022.100410,pmcid_verified,36844020,36844020,PMC9950658,PMC9950658,10.1016/j.lana.2022.100410,,
10.1016/j.lana.2025.101230,pmcid_verified,41323548,41323548,PMC12664584,PMC12664584,10.1016/j.lana.2025.101230,,
10.1016/j.lanepe.2025.101537,pmcid_verified,41341075,41341075,PMC12670272,PMC12670272,10.1016/j.lanepe.2025.101537,,
10.1016/j.lfs.2013.07.014,pmcid_verified,23892199,23892199,PMC3870191,PMC3870191,10.1016/j.lfs.2013.07.014,,
10.1016/j.lfs.2013.07.015,pmcid_verified,23892197,23892197,PMC3858458,PMC3858458,10.1016/j.lfs.2013.07.015,,
10.1016/j.mcn.2010.04.001,pmcid_verified,20394820,20394820,PMC2878889,PMC2878889,10.1016/j.mcn.2010.04.001,,
10.1016/j.mec.2022.e00196,pmcid_verified,35310468,35310468,PMC8927989,PMC8927989,10.1016/j.mec.2022.e00196,,
10.1016/j.mmcr.2018.12.007,pmcid_verified,30627509,30627509,PMC6322052,PMC6322052,10.1016/j.mmcr.2018.12.007,,
10.1016/j.mocell.2026.100346,pmcid_verified,41819288,41819288,PMC13087692,PMC13087692,10.1016/j.mocell.2026.100346,,
10.1016/j.molmed.2023.02.003,pmcid_verified,36907686,36907686,PMC10101916,PMC10101916,10.1016/j.molmed.2023.02.003,,
10.1016/j.molmet.2015.04.005,pmcid_verified,26137440,26137440,PMC4481424,PMC4481424,10.1016/j.molmet.2015.04.005,,
10.1016/j.molpha.2025.100075,pmcid_verified,41135363,41135363,PMC12799460,PMC12799460,10.1016/j.molpha.2025.100075,,
10.1016/j.nbd.2009.05.012,pmcid_verified,19467327,19467327,PMC2726963,PMC2726963,10.1016/j.nbd.2009.05.012,,
10.1016/j.nbd.2011.12.049,pmcid_verified,22245663,22245663,PMC4161042,PMC4161042,10.1016/j.nbd.2011.12.049,,
10.1016/j.nbd.2016.12.026,pmcid_verified,28043916,28043916,PMC5907920,PMC5907920,10.1016/j.nbd.2016.12.026,,
10.1016/j.nbd.2022.105923,pmcid_verified,36371060,36371060,PMC9831613,PMC9831613,10.1016/j.nbd.2022.105923,,
10.1016/j.neubiorev.2015.08.016,pmcid_verified,26408071,26408071,PMC4678620,PMC4678620,10.1016/j.neubiorev.2015.08.016,,
10.1016/j.neubiorev.2016.02.003,no_pmcid,26855234,,,,10.1016/j.neubiorev.2016.02.003,error,Identifier not found in PMC
10.1016/j.neubiorev.2017.07.015,no_pmcid,28801175,,,,10.1016/j.neubiorev.2017.07.015,error,Identifier not found in PMC
10.1016/j.neubiorev.2022.104689,no_pmcid,35588933,,,,10.1016/j.neubiorev.2022.104689,error,Identifier not found in PMC
10.1016/j.neubiorev.2022.104800,pmcid_verified,35914624,35914624,PMC10166717,PMC10166717,10.1016/j.neubiorev.2022.104800,,
10.1016/j.neubiorev.2023.105188,pmcid_verified,37085021,37085021,PMC10247427,PMC10247427,10.1016/j.neubiorev.2023.105188,,
10.1016/j.neubiorev.2023.105421,pmcid_verified,37802267,37802267,PMC13107927,PMC13107927,10.1016/j.neubiorev.2023.105421,,
10.1016/j.neubiorev.2024.105538,pmcid_verified,38220035,38220035,PMC10839673,PMC10839673,10.1016/j.neubiorev.2024.105538,,
10.1016/j.neubiorev.2024.105693,pmcid_verified,38697379,38697379,PMC13179047,PMC13179047,10.1016/j.neubiorev.2024.105693,,
10.1016/j.neubiorev.2025.106529,no_pmcid,41412413,,,,10.1016/j.neubiorev.2025.106529,error,Identifier not found in PMC
10.1016/j.neuint.2013.09.015,pmcid_verified,24090638,24090638,PMC4073299,PMC4073299,10.1016/j.neuint.2013.09.015,,
10.1016/j.neuint.2020.104748,pmcid_verified,32339667,32339667,PMC7321825,PMC7321825,10.1016/j.neuint.2020.104748,,
10.1016/j.neuint.2024.105785,no_pmcid,38838988,,,,10.1016/j.neuint.2024.105785,error,Identifier not found in PMC
10.1016/j.neulet.2010.11.043,pmcid_verified,21094213,21094213,PMC3025532,PMC3025532,10.1016/j.neulet.2010.11.043,,
10.1016/j.neulet.2010.12.028,pmcid_verified,21172407,21172407,PMC3056355,PMC3056355,10.1016/j.neulet.2010.12.028,,
10.1016/j.neulet.2011.01.046,pmcid_verified,21276828,21276828,PMC3064746,PMC3064746,10.1016/j.neulet.2011.01.046,,
10.1016/j.neulet.2011.04.071,pmcid_verified,21565252,21565252,PMC3119726,PMC3119726,10.1016/j.neulet.2011.04.071,,
10.1016/j.neulet.2012.12.053,pmcid_verified,23333599,23333599,PMC3578056,PMC3578056,10.1016/j.neulet.2012.12.053,,
10.1016/j.neulet.2013.01.034,pmcid_verified,23395831,23395831,PMC3602117,PMC3602117,10.1016/j.neulet.2013.01.034,,
10.1016/j.neulet.2013.07.053,pmcid_verified,23933156,23933156,PMC3830637,PMC3830637,10.1016/j.neulet.2013.07.053,,
10.1016/j.neulet.2015.01.022,pmcid_verified,25582786,25582786,PMC4497940,PMC4497940,10.1016/j.neulet.2015.01.022,,
10.1016/j.neulet.2015.11.047,pmcid_verified,26644333,26644333,PMC4728020,PMC4728020,10.1016/j.neulet.2015.11.047,,
10.1016/j.neulet.2017.12.055,pmcid_verified,29288725,29288725,PMC5805612,PMC5805612,10.1016/j.neulet.2017.12.055,,
10.1016/j.neulet.2018.02.056,pmcid_verified,29496608,29496608,PMC6293468,PMC6293468,10.1016/j.neulet.2018.02.056,,
10.1016/j.neulet.2019.05.009,pmcid_verified,31078678,31078678,PMC6556428,PMC6556428,10.1016/j.neulet.2019.05.009,,
10.1016/j.neulet.2021.136301,pmcid_verified,34688854,34688854,PMC8639811,PMC8639811,10.1016/j.neulet.2021.136301,,
10.1016/j.neulet.2022.136836,pmcid_verified,35963476,35963476,PMC10114867,PMC10114867,10.1016/j.neulet.2022.136836,,
10.1016/j.neulet.2024.137791,no_pmcid,38670523,,,,10.1016/j.neulet.2024.137791,error,Identifier not found in PMC
10.1016/j.neures.2022.12.015,no_pmcid,36549388,,,,10.1016/j.neures.2022.12.015,error,Identifier not found in PMC
10.1016/j.neuro.2016.10.011,pmcid_verified,27773601,27773601,PMC5123907,PMC5123907,10.1016/j.neuro.2016.10.011,,
10.1016/j.neuroimage.2009.02.029,pmcid_verified,19264142,19264142,PMC2805435,PMC2805435,10.1016/j.neuroimage.2009.02.029,,
10.1016/j.neuroimage.2010.04.192,no_pmcid,20417713,,,,10.1016/j.neuroimage.2010.04.192,error,Identifier not found in PMC
10.1016/j.neuroimage.2013.05.036,pmcid_verified,23684876,23684876,PMC4068378,PMC4068378,10.1016/j.neuroimage.2013.05.036,,
10.1016/j.neuroimage.2017.02.049,no_pmcid,28232170,,,,10.1016/j.neuroimage.2017.02.049,error,Identifier not found in PMC
10.1016/j.neuroimage.2019.03.076,pmcid_verified,30959192,30959192,PMC6559852,PMC6559852,10.1016/j.neuroimage.2019.03.076,,
10.1016/j.neuroimage.2019.04.007,pmcid_verified,30953835,30953835,PMC6547164,PMC6547164,10.1016/j.neuroimage.2019.04.007,,
10.1016/j.neuroimage.2020.116980,pmcid_verified,32454209,32454209,PMC10792549,PMC10792549,10.1016/j.neuroimage.2020.116980,,
10.1016/j.neuroimage.2020.117189,pmcid_verified,32711064,32711064,PMC7762824,PMC7762824,10.1016/j.neuroimage.2020.117189,,
10.1016/j.neuroimage.2020.117653,pmcid_verified,33338615,33338615,PMC7896102,PMC7896102,10.1016/j.neuroimage.2020.117653,,
10.1016/j.neuroimage.2021.117809,pmcid_verified,33524579,33524579,PMC8063176,PMC8063176,10.1016/j.neuroimage.2021.117809,,
10.1016/j.neuroimage.2021.118694,pmcid_verified,34732328,34732328,PMC8727513,PMC8727513,10.1016/j.neuroimage.2021.118694,,
10.1016/j.neuroimage.2022.118891,pmcid_verified,35007718,35007718,PMC8903080,PMC8903080,10.1016/j.neuroimage.2022.118891,,
10.1016/j.neuroimage.2022.119434,pmcid_verified,35792293,35792293,PMC10749714,PMC10749714,10.1016/j.neuroimage.2022.119434,,
10.1016/j.neuroimage.2022.119624,pmcid_verified,36108798,36108798,PMC7614773,PMC7614773,10.1016/j.neuroimage.2022.119624,,
10.1016/j.neuron.2007.01.008,no_pmcid,17270739,,,,10.1016/j.neuron.2007.01.008,error,Identifier not found in PMC
10.1016/j.neuron.2012.12.032,pmcid_verified,23439125,23439125,PMC3584418,PMC3584418,10.1016/j.neuron.2012.12.032,,
10.1016/j.neuron.2015.07.010,pmcid_verified,26247862,26247862,PMC4803038,PMC4803038,10.1016/j.neuron.2015.07.010,,
10.1016/j.neuron.2017.03.019,pmcid_verified,28384469,28384469,PMC5394986,PMC5394986,10.1016/j.neuron.2017.03.019,,
10.1016/j.neuron.2018.05.032,no_pmcid,29879390,,,,10.1016/j.neuron.2018.05.032,error,Identifier not found in PMC
10.1016/j.neuron.2018.08.043,pmcid_verified,30269987,30269987,PMC6224317,PMC6224317,10.1016/j.neuron.2018.08.043,,
10.1016/j.neuron.2018.11.021,pmcid_verified,30528065,30528065,PMC6344231,PMC6344231,10.1016/j.neuron.2018.11.021,,
10.1016/j.neuron.2019.02.005,pmcid_verified,30844397,30844397,PMC6560624,PMC6560624,10.1016/j.neuron.2019.02.005,,
10.1016/j.neuron.2020.05.015,pmcid_verified,32497508,32497508,PMC7517590,PMC7517590,10.1016/j.neuron.2020.05.015,,
10.1016/j.neuron.2021.06.008,pmcid_verified,34228959,34228959,PMC8376772,PMC8376772,10.1016/j.neuron.2021.06.008,,
10.1016/j.neuron.2022.05.001,no_pmcid,35649415,,,,10.1016/j.neuron.2022.05.001,error,Identifier not found in PMC
10.1016/j.neuron.2022.08.006,pmcid_verified,36087581,36087581,PMC9583076,PMC9583076,10.1016/j.neuron.2022.08.006,,
10.1016/j.neuron.2022.12.031,no_pmcid,36681076,,,,10.1016/j.neuron.2022.12.031,error,Identifier not found in PMC
10.1016/j.neuron.2023.04.013,pmcid_verified,37164008,37164008,PMC10321244,PMC10321244,10.1016/j.neuron.2023.04.013,,
10.1016/j.neuron.2024.01.023,pmcid_verified,38377990,38377990,PMC11031324,PMC11031324,10.1016/j.neuron.2024.01.023,,
10.1016/j.neuron.2024.07.003,no_pmcid,39094559,,,,10.1016/j.neuron.2024.07.003,error,Identifier not found in PMC
10.1016/j.neuron.2024.08.016,pmcid_verified,39321791,39321791,PMC11581910,PMC11581910,10.1016/j.neuron.2024.08.016,,
10.1016/j.neuron.2024.11.011,pmcid_verified,39694033,39694033,PMC11889991,PMC11889991,10.1016/j.neuron.2024.11.011,,
10.1016/j.neuron.2025.01.013,pmcid_verified,39954679,39954679,PMC11968220,PMC11968220,10.1016/j.neuron.2025.01.013,,
10.1016/j.neuron.2025.02.021,pmcid_verified,40112815,40112815,PMC12064382,PMC12064382,10.1016/j.neuron.2025.02.021,,
10.1016/j.neuropharm.2008.06.048,pmcid_verified,18640136,18640136,PMC2629388,PMC2629388,10.1016/j.neuropharm.2008.06.048,,
10.1016/j.neuropharm.2008.06.062,pmcid_verified,18655796,18655796,PMC2572681,PMC2572681,10.1016/j.neuropharm.2008.06.062,,
10.1016/j.neuropharm.2008.07.006,pmcid_verified,18674550,18674550,PMC2703563,PMC2703563,10.1016/j.neuropharm.2008.07.006,,
10.1016/j.neuropharm.2008.07.049,pmcid_verified,18762202,18762202,PMC2635340,PMC2635340,10.1016/j.neuropharm.2008.07.049,,
10.1016/j.neuropharm.2009.03.005,pmcid_verified,19324062,19324062,PMC2706691,PMC2706691,10.1016/j.neuropharm.2009.03.005,,
10.1016/j.neuropharm.2009.06.044,pmcid_verified,19591852,19591852,PMC2745083,PMC2745083,10.1016/j.neuropharm.2009.06.044,,
10.1016/j.neuropharm.2011.01.017,pmcid_verified,21256140,21256140,PMC3110631,PMC3110631,10.1016/j.neuropharm.2011.01.017,,
10.1016/j.neuropharm.2011.02.006,pmcid_verified,21352832,21352832,PMC3110609,PMC3110609,10.1016/j.neuropharm.2011.02.006,,
10.1016/j.neuropharm.2011.04.001,pmcid_verified,21501627,21501627,PMC3866100,PMC3866100,10.1016/j.neuropharm.2011.04.001,,
10.1016/j.neuropharm.2011.04.007,pmcid_verified,21521647,21521647,PMC3105184,PMC3105184,10.1016/j.neuropharm.2011.04.007,,
10.1016/j.neuropharm.2011.05.023,pmcid_verified,21645528,21645528,PMC3556730,PMC3556730,10.1016/j.neuropharm.2011.05.023,,
10.1016/j.neuropharm.2011.07.002,pmcid_verified,21763331,21763331,PMC3189263,PMC3189263,10.1016/j.neuropharm.2011.07.002,,
10.1016/j.neuropharm.2011.08.044,pmcid_verified,21907221,21907221,PMC3195863,PMC3195863,10.1016/j.neuropharm.2011.08.044,,
10.1016/j.neuropharm.2013.01.007,pmcid_verified,23353901,23353901,PMC3754837,PMC3754837,10.1016/j.neuropharm.2013.01.007,,
10.1016/j.neuropharm.2013.01.014,pmcid_verified,23376711,23376711,PMC3934507,PMC3934507,10.1016/j.neuropharm.2013.01.014,,
10.1016/j.neuropharm.2013.04.051,pmcid_verified,23665356,23665356,PMC3696402,PMC3696402,10.1016/j.neuropharm.2013.04.051,,
10.1016/j.neuropharm.2013.08.025,pmcid_verified,24012658,24012658,PMC3866097,PMC3866097,10.1016/j.neuropharm.2013.08.025,,
10.1016/j.neuropharm.2014.03.013,pmcid_verified,24704148,24704148,PMC4098645,PMC4098645,10.1016/j.neuropharm.2014.03.013,,
10.1016/j.neuropharm.2014.07.016,pmcid_verified,25107591,25107591,PMC4188751,PMC4188751,10.1016/j.neuropharm.2014.07.016,,
