doi,repair_groups,current_state,current_canonical_path,current_backend,current_identity_status,backup_artifact_path,old_artifact_backend,old_artifact_pdf_local_path,old_artifact_pdf_path_exists,active_pdf_path,active_pdf_sha256,active_pdf_bytes,canonical_reference_dois,candidate_references,cross_doi_candidate_references,quarantine_reasons,quarantine_classification,inventory_identity_class,inventory_artifact_header_doi,inventory_artifact_header_title,inventory_title_similarity,correct_acquisition_method,action,old_artifact_pdf_basename_matches_active,equivalent_alias_candidate_references
10.1001/jama.2023.6454,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1001_jama_2023_6454.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1001_jama.2023.6454__3e2fd8f3be.pdf,False,,,0,[],[],[],"[""identity_unverified""]",,,,,,no_reusable_direct_xml:validated_publisher_or_pmc_pdf_else_abstract,no_active_pdf,,
10.1001/jamanetworkopen.2023.9321,"[""replaced""]",replaced_by_verified_exact_jats,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1001_jamanetworkopen_2023_9321.json,europepmc_fulltext_xml,verified_exact_doi,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/replaced_artifacts/10_1001_jamanetworkopen_2023_9321.json,docling,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1001_jamanetworkopen.2023.9321__01dd9d5ee8.pdf,False,,,0,[],[],[],[],,,,,,refetch_europepmc_jats:10122167,no_active_pdf,,
10.1001/jamaoncol.2023.0351,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1001_jamaoncol_2023_0351.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1001_jamaoncol.2023.0351__336a7481e3.pdf,False,,,0,[],[],[],"[""target_text_with_conflicting_doi""]",,,,,,no_reusable_direct_xml:validated_publisher_or_pmc_pdf_else_abstract,no_active_pdf,,
10.1002/advs.202500805,"[""replaced""]",replaced_by_verified_exact_jats,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1002_advs_202500805.json,europepmc_fulltext_xml,verified_exact_doi,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/replaced_artifacts/10_1002_advs_202500805.json,docling,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1002_advs.202500805__cc7ed282a1.pdf,False,,,0,[],[],[],[],,,,,,refetch_europepmc_jats:12697765,no_active_pdf,,
10.1002/dta.2613,"[""replaced""]",replaced_by_verified_exact_jats,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1002_dta_2613.json,pmc_oai_xml,verified_exact_doi,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/replaced_artifacts/10_1002_dta_2613.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_dta.2613__690ef5eb60.pdf,False,,,0,[],[],[],[],,,,,,refetch_pmc_oai_jats:PMC6899222,no_active_pdf,,
10.1002/hup.1270,"[""replaced""]",retained_verified_canonical_artifact,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1002_hup_1270.json,grobid,verified_title_only,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/replaced_artifacts/10_1002_hup_1270.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1002_hup.1270__f66634b465.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1002_hup.1270__f66634b465.pdf,a750e4ab59863b21f9893f9c08f722117e59beb00c69d32cabc1046e0664224b,216452,"[""10.1002/hup.1270""]","[{""row_index"": 2145, ""doi"": ""10.1002/hup.1270"", ""study_title"": ""The effects of ‘ecstasy’ (MDMA) on visuospatial memory performance: findings from a systematic review with meta‐analyses"", ""pdf_download_status"": ""already_present"", ""flag_has_local_pdf"": true, ""has_converted_full_text"": true, ""fulltext_artifact_paths"": ""/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1002_hup_1270.json"", ""fields"": [""local_pdf_paths"", ""pdf_local_path""]}]",[],"[""identity_unverified""]",,,,,,,retain_validated_pdf,True,[]
10.1002/wps.20555,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1002_wps_20555.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1002_wps.20555__cb04e87ee3.pdf,False,,,0,[],[],[],"[""identity_unverified""]",,,,,,keep_current_artifact,no_active_pdf,,
10.1007/7854_2020_167,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2020_167.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2020_202,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2020_202.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_7854_2020_202__6b67ff9cbc.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2021_266,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_266.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1007_7854_2021_266__aaa1f36a95.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,,no_active_pdf,,
10.1007/7854_2021_267,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_267.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2021_268,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_268.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2021_269,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_269.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2021_270,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_270.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2021_278,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_278.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_7854_2021_278__33b7f6e55c.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2021_284,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_284.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_7854_2021_284__9dcdc242c0.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2021_298,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_298.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2022_327,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2022_327.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2022_357,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2022_357.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2022_365,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2022_365.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_7854_2022_365__71d06fc043.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2022_366,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2022_366.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2023_443,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2023_443.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2023_453,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2023_453.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_7854_2023_453__d743b1d663.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2024_510,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2024_510.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2024_531,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2024_531.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1007_7854_2024_531__bc7a03f1cc.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,,no_active_pdf,,
10.1007/7854_2024_532,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2024_532.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2024_534,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2024_534.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2025_600,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_600.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2025_606,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_606.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1007_7854_2025_606__6067acc17a.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,,no_active_pdf,,
10.1007/7854_2025_609,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_609.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2025_610,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_610.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2025_612,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_612.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/7854_2026_613,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2026_613.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/978-981-19-7376-5_21,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_978_981_19_7376_5_21.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_978-981-19-7376-5_21__9fd8069593.pdf,False,,,0,[],[],[],"[""identity_unverified""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/978-981-95-6872-7_23,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_978_981_95_6872_7_23.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_978-981-95-6872-7_23__65d894c572.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/978-981-95-6872-7_25,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_978_981_95_6872_7_25.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/978-981-95-6872-7_5,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_978_981_95_6872_7_5.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""target_text_with_conflicting_doi""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/978-981-97-4402-2_3,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_978_981_97_4402_2_3.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/bf03016530,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_bf03016530.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_bf03016530__717f5b7c78.pdf,False,,,0,[],[],[],"[""identity_unverified""]",,,,,,,no_active_pdf,,
10.1007/s00115-021-01225-7,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00115_021_01225_7.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/s00115-021-01260-4,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00115_021_01260_4.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/s00115-023-01466-8,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00115_023_01466_8.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""main_article_points_to_correction""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/s00115-024-01647-z,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00115_024_01647_z.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/s00127-023-02448-6,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00127_023_02448_6.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_unverified""]",no_header_wrong_or_ancillary,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/s00204-025-04208-8,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00204_025_04208_8.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/s00204-025-04255-1,"[""replaced""]",replaced_by_verified_exact_jats,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1007_s00204_025_04255_1.json,pmc_oai_xml,verified_exact_doi,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/replaced_artifacts/10_1007_s00204_025_04255_1.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1007_s00204-025-04255-1__0ad2900d3d.pdf,False,,,0,[],[],[],[],,,,,,refetch_pmc_oai_jats:13309470,no_active_pdf,,
10.1007/s00204-026-04365-4,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00204_026_04365_4.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/s00210-025-04019-9,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00210_025_04019_9.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/s00210-025-04152-5,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00210_025_04152_5.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/s00210-025-04945-8,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00210_025_04945_8.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1007_s00210-025-04945-8__15720c1ffe.pdf,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/s00210-026-05108-z,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00210_026_05108_z.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/s00213-019-05279-z,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00213_019_05279_z.json,pmc_oai_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
10.1007/s00213-020-05490-3,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_s00213_020_05490_3.json,europepmc_fulltext_xml,,False,,,0,[],[],[],"[""identity_mismatch""]",,,,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,,
