doi,repair_groups,current_state,current_canonical_path,current_backend,current_identity_status,backup_artifact_path,old_artifact_backend,old_artifact_pdf_local_path,old_artifact_pdf_path_exists,old_artifact_pdf_basename_matches_active,active_pdf_path,active_pdf_sha256,active_pdf_bytes,canonical_reference_dois,candidate_references,cross_doi_candidate_references,quarantine_reasons,quarantine_classification,inventory_identity_class,inventory_artifact_header_doi,inventory_artifact_header_title,inventory_title_similarity,correct_acquisition_method,action,same_hash_quarantined_pdf_paths
10.1001/jama.2023.6454,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1001_jama_2023_6454.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1001_jama.2023.6454__3e2fd8f3be.pdf,False,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1001_jama.2023.6454__3e2fd8f3be.pdf,2c8d7d0c1c28e0517194dd5454ed656a62304afb6a1f5ce2beb8f03a3d338462,537254,[],"[{""row_index"": 147, ""doi"": ""10.1001/jama.2023.6454"", ""pdf_download_status"": ""source_identity_quarantined"", ""flag_has_local_pdf"": false, ""has_converted_full_text"": false, ""fulltext_artifact_paths"": """", ""fields"": [""local_pdf_paths""]}]",[],"[""identity_unverified""]",,unresolved,,A group-based educational intervention to reduce opioid use for chronic pain: a randomized clinical trial,0.5385,no_reusable_direct_xml:validated_publisher_or_pmc_pdf_else_abstract,quarantine_candidate_clear_candidate_references,[]
10.1001/jamanetworkopen.2023.9321,"[""replaced""]",replaced_by_verified_exact_jats,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1001_jamanetworkopen_2023_9321.json,europepmc_fulltext_xml,verified_exact_doi,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/replaced_artifacts/10_1001_jamanetworkopen_2023_9321.json,docling,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1001_jamanetworkopen.2023.9321__01dd9d5ee8.pdf,False,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1001_jamanetworkopen.2023.9321__01dd9d5ee8.pdf,f6767cefcdaef9f018d0d575d53cc821c17ee69b4b26b412b19b9de9d4172aa2,985566,[],"[{""row_index"": 274, ""doi"": ""10.1001/jamanetworkopen.2023.9321"", ""pdf_download_status"": ""already_present"", ""flag_has_local_pdf"": true, ""has_converted_full_text"": false, ""fulltext_artifact_paths"": """", ""fields"": [""local_pdf_paths"", ""pdf_local_path""]}]",[],[],,unresolved,,,,refetch_europepmc_jats:10122167,quarantine_candidate_clear_candidate_references,[]
10.1001/jamaoncol.2023.0351,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1001_jamaoncol_2023_0351.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1001_jamaoncol.2023.0351__336a7481e3.pdf,False,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1001_jamaoncol.2023.0351__336a7481e3.pdf,7f3c7467eb606f354c8028d73a2234edf302dfac776cd180540609a208d40c2c,136012,[],"[{""row_index"": 373, ""doi"": ""10.1001/jamaoncol.2023.0351"", ""pdf_download_status"": ""source_identity_quarantined"", ""flag_has_local_pdf"": false, ""has_converted_full_text"": false, ""fulltext_artifact_paths"": """", ""fields"": [""local_pdf_paths""]}]",[],"[""target_text_with_conflicting_doi""]",,container,10.1001/jamaoncol.2023.0248,,,no_reusable_direct_xml:validated_publisher_or_pmc_pdf_else_abstract,quarantine_candidate_clear_candidate_references,[]
10.1002/advs.202500805,"[""replaced""]",replaced_by_verified_exact_jats,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1002_advs_202500805.json,europepmc_fulltext_xml,verified_exact_doi,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/replaced_artifacts/10_1002_advs_202500805.json,docling,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1002_advs.202500805__cc7ed282a1.pdf,False,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1002_advs.202500805__cc7ed282a1.pdf,8248eb7bd40c958281f60ac6c43bbd3269e74e5cd1af9aa3f485cfaf2d6ddd9e,8844400,[],"[{""row_index"": 990, ""doi"": ""10.1002/advs.202500805"", ""pdf_download_status"": ""downloaded"", ""flag_has_local_pdf"": true, ""has_converted_full_text"": true, ""fulltext_artifact_paths"": ""/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1002_advs_202500805.json"", ""fields"": [""local_pdf_paths"", ""pdf_local_path""]}]",[],[],,unresolved,,,,refetch_europepmc_jats:12697765,quarantine_candidate_clear_candidate_references,[]
10.1002/dta.2613,"[""replaced""]",replaced_by_verified_exact_jats,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1002_dta_2613.json,pmc_oai_xml,verified_exact_doi,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/replaced_artifacts/10_1002_dta_2613.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1002_dta.2613__690ef5eb60.pdf,False,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1002_dta.2613__690ef5eb60.pdf,d1dc807a317562d55affb5584fe7c3eb57cf111f638edcbdaf469da3a562302b,5604186,[],"[{""row_index"": 1696, ""doi"": ""10.1002/dta.2613"", ""pdf_download_status"": ""already_present"", ""flag_has_local_pdf"": true, ""has_converted_full_text"": true, ""fulltext_artifact_paths"": ""/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1002_dta_2613.json"", ""fields"": [""local_pdf_paths"", ""pdf_local_path""]}]",[],[],,,,,,refetch_pmc_oai_jats:PMC6899222,quarantine_candidate_clear_candidate_references,[]
10.1002/hup.1270,"[""quarantined"", ""replaced""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1002_hup_1270.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1002_hup.1270__f66634b465.pdf,False,,,,0,[],[],[],"[""identity_unverified""]",,,,,,,no_active_pdf,
10.1002/wps.20555,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1002_wps_20555.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1002_wps.20555__cb04e87ee3.pdf,False,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1002_wps.20555__cb04e87ee3.pdf,8d0f23066de6cfd323a19988ed218cee39135b107722f3feecda4139ada31385,46085,[],"[{""row_index"": 2937, ""doi"": ""10.1002/wps.20555"", ""pdf_download_status"": ""source_identity_quarantined"", ""flag_has_local_pdf"": false, ""has_converted_full_text"": false, ""fulltext_artifact_paths"": """", ""fields"": [""local_pdf_paths""]}]",[],"[""identity_unverified""]",,valid_exact,,,,keep_current_artifact,quarantine_candidate_clear_candidate_references,[]
10.1007/7854_2020_167,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2020_167.json,europepmc_fulltext_xml,,False,,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1186/s13063-018-2843-9,"The effectiveness of different singly administered high doses of buprenorphine in reducing suicidal ideation in acutely depressed people with co-morbid opiate dependence: a randomized, double-blind, clinical trial",0.0385,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,
10.1007/7854_2020_202,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2020_202.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_7854_2020_202__6b67ff9cbc.pdf,False,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1007_7854_2020_202__6b67ff9cbc.pdf,a77d86f024fd4294a81f182063e64333d76e8f837414ce0ef6d8b9fa779ddd9c,132694,[],"[{""row_index"": 3155, ""doi"": ""10.1007/7854/2020/202"", ""pdf_download_status"": """", ""flag_has_local_pdf"": true, ""has_converted_full_text"": true, ""fulltext_artifact_paths"": ""/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1007_7854_2020_202.json"", ""fields"": [""local_pdf_paths"", ""pdf_local_path""]}, {""row_index"": 3199, ""doi"": ""10.1007/7854_2020_202"", ""pdf_download_status"": ""source_identity_quarantined"", ""flag_has_local_pdf"": false, ""has_converted_full_text"": false, ""fulltext_artifact_paths"": """", ""fields"": [""local_pdf_paths""]}]","[""10.1007/7854/2020/202""]","[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1017/s0033291712000244,Internet-based cognitive behaviour therapy for obsessive-compulsive disorder: a randomized controlled trial,0.4608,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,manual_review_cross_doi_candidate_reference,[]
10.1007/7854_2021_266,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_266.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1007_7854_2021_266__aaa1f36a95.pdf,False,,,,0,[],[],[],"[""identity_mismatch""]",,,,,,,no_active_pdf,
10.1007/7854_2021_267,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_267.json,pmc_oai_xml,,False,,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1007/s00213-018-4981-x,Double-blind comparison of the two hallucinogens psilocybin and dextromethorphan: Effects on cognition,0.2959,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,
10.1007/7854_2021_268,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_268.json,pmc_oai_xml,,False,,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1080/02791072.2019.1593559,Psychedelic-Assisted Group Therapy: A Systematic Review,0.625,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,
10.1007/7854_2021_269,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_269.json,europepmc_fulltext_xml,,False,,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1177/1362361320922640,Making sense of the perceptual capacities in autistic and non-autistic adults,0.4832,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,
10.1007/7854_2021_270,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_270.json,pmc_oai_xml,,False,,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1177/0269881116678781,The Challenging Experience Questionnaire: Characterization of challenging experiences with psilocybin mushrooms,0.1714,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,
10.1007/7854_2021_278,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_278.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_7854_2021_278__33b7f6e55c.pdf,False,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1007_7854_2021_278__33b7f6e55c.pdf,bf9d0230c31fa193caa6eee53fe8731aafc09dd61ef35b0311f7a6716f85ca0b,869330,[],"[{""row_index"": 3157, ""doi"": ""10.1007/7854/2021/278"", ""pdf_download_status"": """", ""flag_has_local_pdf"": true, ""has_converted_full_text"": true, ""fulltext_artifact_paths"": ""/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1007_7854_2021_278.json"", ""fields"": [""local_pdf_paths"", ""pdf_local_path""]}, {""row_index"": 3207, ""doi"": ""10.1007/7854_2021_278"", ""pdf_download_status"": ""source_identity_quarantined"", ""flag_has_local_pdf"": false, ""has_converted_full_text"": false, ""fulltext_artifact_paths"": """", ""fields"": [""local_pdf_paths""]}]","[""10.1007/7854/2021/278""]","[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1016/j.eclinm.2020.100538,Psilocybin-assisted group therapy for demoralized older long-term AIDS survivor men: An open-label safety and feasibility pilot study,0.3015,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,manual_review_cross_doi_candidate_reference,"[""/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_pdfs/10.1007_7854_2021_266__aaa1f36a95.pdf"", ""/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/replaced_pdfs/10.1007_s00213-021-06027-y__f15c4b8447.pdf""]"
10.1007/7854_2021_284,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_284.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_7854_2021_284__9dcdc242c0.pdf,False,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1007_7854_2021_284__9dcdc242c0.pdf,16f50aaad5009c59d6b8165f77eb87d28f169e51f6829a2906b85bd9a023e0e6,173837,[],"[{""row_index"": 3158, ""doi"": ""10.1007/7854/2021/284"", ""pdf_download_status"": """", ""flag_has_local_pdf"": true, ""has_converted_full_text"": true, ""fulltext_artifact_paths"": ""/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1007_7854_2021_284.json"", ""fields"": [""local_pdf_paths"", ""pdf_local_path""]}, {""row_index"": 3210, ""doi"": ""10.1007/7854_2021_284"", ""pdf_download_status"": ""source_identity_quarantined"", ""flag_has_local_pdf"": false, ""has_converted_full_text"": false, ""fulltext_artifact_paths"": """", ""fields"": [""local_pdf_paths""]}]","[""10.1007/7854/2021/284""]","[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.3233/bpl-150022,Serotonergic Neuroplasticity in Alcohol Addiction,0.2979,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,manual_review_cross_doi_candidate_reference,[]
10.1007/7854_2021_298,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2021_298.json,pmc_oai_xml,,False,,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1177/0269881116662634,Survey study of challenging experiences after ingesting psilocybin mushrooms: Acute and enduring positive and negative consequences,0.3951,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,
10.1007/7854_2022_327,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2022_327.json,pmc_oai_xml,,False,,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1177/0269881116662634,Survey study of challenging experiences after ingesting psilocybin mushrooms: Acute and enduring positive and negative consequences,0.3406,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,
10.1007/7854_2022_357,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2022_357.json,europepmc_fulltext_xml,,False,,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1016/j.neuron.2018.11.021,Fractionating Blunted Reward Processing Characteristic of Anhedonia by Over-Activating Primate Subgenual Anterior Cingulate Cortex,0.2353,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,
10.1007/7854_2022_365,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2022_365.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1007_7854_2022_365__71d06fc043.pdf,False,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1007_7854_2022_365__71d06fc043.pdf,9bcf1a86b40fbaf36cc25f08febb017028ca44f5ef23bc6e36af2b2202be7def,2324706,[],"[{""row_index"": 3159, ""doi"": ""10.1007/7854/2022/365"", ""pdf_download_status"": """", ""flag_has_local_pdf"": true, ""has_converted_full_text"": true, ""fulltext_artifact_paths"": ""/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1007_7854_2022_365.json"", ""fields"": [""local_pdf_paths"", ""pdf_local_path""]}, {""row_index"": 3217, ""doi"": ""10.1007/7854_2022_365"", ""pdf_download_status"": ""source_identity_quarantined"", ""flag_has_local_pdf"": false, ""has_converted_full_text"": false, ""fulltext_artifact_paths"": """", ""fields"": [""local_pdf_paths""]}]","[""10.1007/7854/2022/365""]","[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.2147/jpr.s315585,The American Society of Pain and Neuroscience (ASPN) Best Practices and Guidelines for the Interventional Management of Cancer-Associated Pain,0.3223,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,manual_review_cross_doi_candidate_reference,[]
10.1007/7854_2022_366,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2022_366.json,pmc_oai_xml,,False,,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1007/s11920-017-0840-4,A Network-Based Neurobiological Model of PTSD: Evidence from Structural and Functional Neuroimaging Studies,0.1361,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,
10.1007/7854_2023_443,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2023_443.json,europepmc_fulltext_xml,,False,,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1038/s41386-022-01266-9,"Dose-related effects of ketamine for antidepressant-resistant symptoms of posttraumatic stress disorder in veterans and active duty military: a double-blind, randomized, placebo-controlled multi-center clinical trial",0.0149,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,
10.1007/7854_2023_453,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2023_453.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_7854_2023_453__d743b1d663.pdf,False,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1007_7854_2023_453__d743b1d663.pdf,1f794e4de4d2d348fa405e343834d9fccffda9db43496f9a5fe81c0745dde5ce,5335594,[],"[{""row_index"": 3160, ""doi"": ""10.1007/7854/2023/453"", ""pdf_download_status"": """", ""flag_has_local_pdf"": true, ""has_converted_full_text"": true, ""fulltext_artifact_paths"": ""/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1007_7854_2023_453.json"", ""fields"": [""local_pdf_paths"", ""pdf_local_path""]}, {""row_index"": 3222, ""doi"": ""10.1007/7854_2023_453"", ""pdf_download_status"": ""source_identity_quarantined"", ""flag_has_local_pdf"": false, ""has_converted_full_text"": false, ""fulltext_artifact_paths"": """", ""fields"": [""local_pdf_paths""]}]","[""10.1007/7854/2023/453""]","[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1002/cpt.2640,,,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,manual_review_cross_doi_candidate_reference,[]
10.1007/7854_2024_510,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2024_510.json,pmc_oai_xml,,False,,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1177/0269881116678781,The Challenging Experience Questionnaire: Characterization of challenging experiences with psilocybin mushrooms,0.3938,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,
10.1007/7854_2024_531,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2024_531.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1007_7854_2024_531__bc7a03f1cc.pdf,False,,,,0,[],[],[],"[""identity_mismatch""]",,,,,,,no_active_pdf,
10.1007/7854_2024_532,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2024_532.json,europepmc_fulltext_xml,,False,,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.3389/fpsyg.2021.730031,"Psychedelics as Tools for Belief Transmission. Set, Setting, Suggestibility, and Persuasion in the Ritual Use of Hallucinogens",0.4219,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,
10.1007/7854_2024_534,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2024_534.json,pmc_oai_xml,,False,,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1177/0269881116678781,The Challenging Experience Questionnaire: Characterization of challenging experiences with psilocybin mushrooms,0.2049,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,
10.1007/7854_2025_600,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_600.json,pmc_oai_xml,,False,,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1007/s00213-018-4981-x,Double-blind comparison of the two hallucinogens psilocybin and dextromethorphan: Effects on cognition,0.2105,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,
10.1007/7854_2025_606,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_606.json,grobid,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1007_7854_2025_606__6067acc17a.pdf,False,,,,0,[],[],[],"[""identity_mismatch""]",,,,,,,no_active_pdf,
10.1007/7854_2025_609,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_609.json,europepmc_fulltext_xml,,False,,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1371/journal.pone.0322501,Navigating groundlessness: An interview study on dealing with ontological shock and existential distress following psychedelic experiences,0.3644,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,
10.1007/7854_2025_610,"[""quarantined""]",quarantined_no_canonical_artifact,,,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/source_identity_quarantine_20260710/quarantined_artifacts/10_1007_7854_2025_610.json,pmc_oai_xml,,False,,,,0,[],[],[],"[""identity_mismatch""]",,wrong_cited_reference_pmcid,10.1177/0269881118769063,"The epidemiology of 5-Methoxy-N,N-Dimethyltryptamine (5-MeO-DMT) use: Benefits, consequences, patterns of use, subjective effects, and reasons for consumption",0.2901,no_correct_pmc_xml:validated_publisher_or_repository_pdf_else_abstract,no_active_pdf,
