# discovered queue (mechanistic) generated at 2026-05-17T09:36:57.808425+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1016/j.jbc.2025.108524,TMA,NET (SLC6A2),A cobalamin-dependent pathway of choline demethylation from the human gut acetogen Eubacterium limosum.,2025,Jiang R; Kountz DJ; Zhang L; Krzycki JA
10.1007/s10495-024-01947-4,TMA,NET (SLC6A2),Machine learning framework develops neutrophil extracellular traps model for clinical outcome and immunotherapy response in lung adenocarcinoma.,2024,Han AX; Long BY; Li CY; Huang DD; Xiong EQ; Li FJ; Wu GL; Liu Q; Yang GB; Hu HY
10.1021/acs.jpcb.3c01370,TMA,NET (SLC6A2),Surface Affinity of Tetramethylammonium Iodide in Aqueous Solutions: A Combined Experimental and Computer Simulation Study.,2023,McFegan L; Juhász Á; Márton P; Hórvölgyi Z; Jedlovszky-Hajdu A; Hantal G; Jedlovszky P
10.1007/s00213-023-06366-y,25C-NBOMe,5-HT2A,The effects of serotonergic psychedelics in synaptic and intrinsic properties of neurons in layer II/III of the orbitofrontal cortex.,2023,Tang ZH; Yu ZP; Li Q; Zhang XQ; Muhetaer K; Wang ZC; Xu P; Shen HW
10.1016/j.neuropharm.2023.109452,25C-NBOMe,5-HT2A,The high frequency oscillation in orbitofrontal cortex is susceptible to phenethylamine psychedelic 25C-NBOMe in male rats.,2023,Yu ZP; Li Q; Wu ZX; Tang ZH; Zhang XQ; Wang ZC; Xu P; Shen HW
10.1007/s11517-022-02553-9,TMA,NET (SLC6A2),COVID-CCD-Net: COVID-19 and colon cancer diagnosis system with optimized CNN hyperparameters using gradient-based optimizer.,2022,Kiziloluk S; Sert E
10.3390/ijms23063127,TMA,TAAR1,Discovery of Novel Trace Amine-Associated Receptor 5 (TAAR5) Antagonists Using a Deep Convolutional Neural Network.,2022,Bon C; Chern TR; Cichero E; O'Brien TE; Gustincich S; Gainetdinov RR; Espinoza S
10.3390/cancers13092035,TMA,NET (SLC6A2),Evaluation of SSTR2 Expression in SI-NETs and Relation to Overall Survival after PRRT.,2021,Elf AK; Johanson V; Marin I; Bergström A; Nilsson O; Svensson J; Wängberg B; Bernhardt P; Elias E
10.1016/j.jbc.2021.101327,TMA,NET (SLC6A2),The MttB superfamily member MtyB from the human gut symbiont Eubacterium limosum is a cobalamin-dependent γ-butyrobetaine methyltransferase.,2021,Ellenbogen JB; Jiang R; Kountz DJ; Zhang L; Krzycki JA
10.1111/adb.12850,25B-NBOMe,DAT (SLC6A3),"25B-NBOMe, a novel N-2-methoxybenzyl-phenethylamine (NBOMe) derivative, may induce rewarding and reinforcing effects via a dopaminergic mechanism: Evidence of abuse potential.",2020,Custodio RJP; Sayson LV; Botanas CJ; Abiero A; You KY; Kim M; Lee HJ; Yoo SY; Lee KW; Lee YS
10.1021/acschemneuro.0c00129,TMA,5-HT2A,"Investigation of the 2,5-Dimethoxy Motif in Phenethylamine Serotonin 2A Receptor Agonists.",2020,Marcher-Rørsted E; Halberstadt AL; Klein AK; Chatha M; Jademyr S; Jensen AA; Kristensen JL
10.1111/apm.13071,TMA,NET (SLC6A2),"PCSK2 expression in neuroendocrine tumors points to a midgut, pulmonary, or pheochromocytoma-paraganglioma origin.",2020,Remes SM; Leijon H; Vesterinen T; Louhimo J; Pulkkinen V; Ezer S; Kere J; Haglund C; Arola J
10.3389/fphar.2019.01423,TMA,TAAR1,"Receptor Interaction Profiles of 4-Alkoxy-Substituted 2,5-Dimethoxyphenethylamines and Related Amphetamines.",2019,Kolaczynska KE; Luethi D; Trachsel D; Hoener MC; Liechti ME
10.1016/j.neuropharm.2018.02.033,25C-NBOMe,5-HT2A,"Comparative neuropharmacology of N-(2-methoxybenzyl)-2,5-dimethoxyphenethylamine (NBOMe) hallucinogens and their 2C counterparts in male rats.",2018,Elmore JS; Decker AM; Sulima A; Rice KC; Partilla JS; Blough BE; Baumann MH
10.1016/j.tiv.2017.05.010,25B-NBOMe,SERT (SLC6A4),"Measuring inhibition of monoamine reuptake transporters by new psychoactive substances (NPS) in real-time using a high-throughput, fluorescence-based assay.",2017,Zwartsen A; Verboven AHA; van Kleef RGDM; Wijnolts FMJ; Westerink RHS; Hondebrink L
10.1053/j.gastro.2016.08.040,TMA,D2 receptor (DRD2),Expression of DRD2 Is Increased in Human Pancreatic Ductal Adenocarcinoma and Inhibitors Slow Tumor Growth in Mice.,2016,Jandaghi P; Najafabadi HS; Bauer AS; Papadakis AI; Fassan M; Hall A; Monast A; von Knebel Doeberitz M; Neoptolemos JP; Costello E
10.18632/oncotarget.6479,TMA,Beta2 adrenergic receptor (ADRB2),Low β₂-adrenergic receptor level may promote development of castration resistant prostate cancer and altered steroid metabolism.,2016,Braadland PR; Grytli HH; Ramberg H; Katz B; Kellman R; Gauthier-Landry L; Fazli L; Krobert KA; Wang W; Levy FO
10.1007/s13181-014-0445-9,25C-NBOMe,5-HT2A,Evolution of the NBOMes: 25C- and 25B- Sold as 25I-NBOMe.,2015,Laskowski LK; Elbakoush F; Calvo J; Exantus-Bernard G; Fong J; Poklis JL; Poklis A; Nelson LS
10.1021/la5048886,TMA,NET (SLC6A2),"Substrate Effects in the Supramolecular Assembly of 1,3,5-Benzene Tricarboxylic Acid on Graphite and Graphene.",2015,MacLeod JM; Lipton-Duffin JA; Cui D; De Feyter S; Rosei F
10.1155/2014/734749,25C-NBOMe,5-HT2A,"25C-NBOMe: preliminary data on pharmacology, psychoactive effects, and toxicity of a new potent and dangerous hallucinogenic drug.",2014,Bersani FS; Corazza O; Albano G; Valeriani G; Santacroce R; Bolzan Mariotti Posocco F; Cinosi E; Simonato P; Martinotti G; Bersani G
10.1177/0269881114523866,25C-NBOMe,5-HT2A,"The NBOMe hallucinogenic drug series: Patterns of use, characteristics of users and self-reported effects in a large international sample.",2014,Lawn W; Barratt M; Williams M; Horne A; Winstock A
10.1016/j.regpep.2013.10.007,TMA,NET (SLC6A2),Evaluation of somatostatin receptor subtype expression in human neuroendocrine tumors using two sets of new monoclonal antibodies.,2013,Lambertini C; Barzaghi-Rinaudo P; D'Amato L; Schulz S; Nuciforo P; Schmid HA
10.1016/j.neuropharm.2013.01.014,TMA,5-HT2A,Role of the 5-HT₂A receptor in the locomotor hyperactivity produced by phenylalkylamine hallucinogens in mice.,2013,Halberstadt AL; Powell SB; Geyer MA
10.1016/j.humpath.2012.11.025,TMA,kappa opioid receptor (OPRK1),κ-Opioid receptor in the nucleus is a novel prognostic factor of esophageal squamous cell carcinoma.,2013,Zhang YF; Xu QX; Liao LD; Xu XE; Wu JY; Shen J; Wu ZY; Shen JH; Li EM; Xu LY
10.1007/s12013-012-9338-1,TMA,NET (SLC6A2),Coupling between GABA(A)-R ligand-binding activity and membrane organization in β-cyclodextrin-treated synaptosomal membranes from bovine brain cortex: new insights from EPR experiments.,2012,Turina AV; Schreier S; Perillo MA
10.1124/jpet.106.117507,TMA-2,5-HT2A,Functional selectivity of hallucinogenic phenethylamine and phenylisopropylamine derivatives at human 5-hydroxytryptamine (5-HT)2A and 5-HT2C receptors.,2007,Moya PR; Berg KA; Gutiérrez-Hernandez MA; Sáez-Briones P; Reyes-Parada M; Cassels BK; Clarke WP
