# new DOI queue (mechanistic) generated at 2026-05-17T08:30:08.690941+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1097/fbp.0000000000000841,5-MeO-DiPT,5-HT2A,"Effects of three tryptamines: alpha-methyltryptamine, 5-methoxy-alpha-methyltryptamine, and 5-methoxy- N , N -diisopropyltryptamine on acute toxicity, locomotor activity, and hallucinogenic behavior in mice.",2025,Li K; Li N; Chen Y; Li X; Qiao Y; Wang D; Di B; Xu P
10.1016/j.neuint.2021.105185,DPT,5-HT7,5-HT(7) receptors in Alzheimer's disease.,2021,Solas M; Van Dam D; Janssens J; Ocariz U; Vermeiren Y; De Deyn PP; Ramirez MJ
10.1007/s11419-018-0433-x,5-MeO-DiPT,SERT (SLC6A4),Effects of exposure to 5-MeO-DIPT during adolescence on brain neurotransmission and neurotoxicity in adult rats.,2019,Noworyta-Sokołowska K; Kamińska K; Rzemieniec J; Wnuk A; Wojcieszak J; Górska AM; Kreiner G; Kajta M; Gołembiowska K
10.1155/2019/1368371,DPT,NET (SLC6A2),Network Pharmacology Analysis of Damnacanthus indicus C.F.Gaertn in Gene-Phenotype.,2019,Long S; Yuan C; Wang Y; Zhang J; Li G
10.1007/s12035-016-0074-1,DPT,NMDA receptor,Alleviation of N-Methyl-D-Aspartate Receptor-Dependent Long-Term Depression via Regulation of the Glycogen Synthase Kinase-3β Pathway in the Amygdala of a Valproic Acid-Induced Animal Model of Autism.,2017,Wu HF; Chen PS; Chen YJ; Lee CW; Chen IT; Lin HC
10.3389/fncel.2014.00367,DPT,NMDA receptor,Elevated activation of CaMKIIα in the CPEB3-knockout hippocampus impairs a specific form of NMDAR-dependent synaptic depotentiation.,2014,Huang WH; Chao HW; Tsai LY; Chung MH; Huang YS
10.1016/j.neuroscience.2013.11.022,LSA,NMDA receptor,Involvement of dorsal hippocampus glutamatergic and nitrergic neurotransmission in autonomic responses evoked by acute restraint stress in rats.,2014,Moraes-Neto TB; Scopinho AA; Biojone C; Corrêa FM; Resstel LB
10.1007/s00213-010-2136-9,DPT,5-HT2A,Effects of serotonin (5-HT)1A and 5-HT2A receptor agonists on schedule-controlled responding in rats: drug combination studies.,2011,Li JX; Crocker C; Koek W; Rice KC; France CP
10.1016/j.bbr.2010.07.010,LSA,5-HT1A,On a possible dual role for the lateral septal area 5-HT(1A) receptor system in the regulation of water intake and urinary excretion.,2010,de Arruda Camargo GM; de Arruda Camargo LA; Saad WA
10.1016/j.bbr.2010.02.008,LSA,5-HT1A,Role of serotonergic 5-HT1A and oxytocinergic receptors of the lateral septal area in sodium intake regulation.,2010,de Arruda Camargo GM; de Arruda Camargo LA; Saad WA
10.1159/000312684,DPT,5-HT1A,Thermodynamics of peptide and non-peptide interactions with the human 5HT1a receptor.,2010,Hall B; Burnett A; Christians A; Halley C; Goldstein E; Thiagaraj HV; Parker KK
10.1016/j.toxlet.2007.02.007,5-MeO-DiPT,SERT (SLC6A4),"5-Methoxy-N,N-diisopropyltryptamine (Foxy), a selective and high affinity inhibitor of serotonin transporter.",2007,Sogawa C; Sogawa N; Tagawa J; Fujino A; Ohyama K; Asanuma M; Funada M; Kitayama S
10.1016/j.pbb.2005.12.015,5-MeO-DiPT,5-HT2A,"Hallucinogen-like actions of 5-methoxy-N,N-diisopropyltryptamine in mice and rats.",2006,Fantegrossi WE; Harrington AW; Kiessel CL; Eckler JR; Rabin RA; Winter JC; Coop A; Rice KC; Woods JH
10.1017/s0952523800007136,LSA,NMDA receptor,Localization of AMPA-selective glutamate receptor subunits in the adult cat visual cortex.,1996,Gutiérrez-Igarza K; Fogarty DJ; Pérez-Cerdá F; Doñate-Oliver F; Albus K; Matute C
