# new DOI queue (disorder) generated at 2026-05-15T06:39:48.827578+00:00
# doi,compound,disorder,optional_study_title,optional_study_year,optional_authors
10.12775/qs.2026.54.70302,,,"3,4-Methylenedioxymethamphetamine: From Dangerous Party Drug to Potential Therapeutic Agent",2026,Magdalena Ostaszewska; Milena Majchrzyk; Damian Zienkiewicz; Gabriela Makulec; Karolina Domosud; Weronika Walendziak; Natalia Mordal; Kacper Ściebura; Wiktoria Wiśniewska; Anna Malczyk
10.64898/2026.03.27.26349536,,,"A living systematic review, meta-analysis, and open data resource of trials of MDMA-assisted therapy for PTSD",2026,Brooke L. Sevchik; S. Parker Singleton; Analiese Lahey; Pim Cuijpers; Mathias Harrer; Megan T. Jones; Sandeep M. Nayak; Eric C. Strain; Simon Vandekar; David B. Yaden
10.20944/preprints202604.0415.v1,,,"Altered States of Consciousness and the Subconscious Mind: A Comprehensive Comparative Review of Disciplines, Neurobiological Mechanisms, Clinical Applications, and Philosophical Frameworks — Including Life Between Lives and Transpersonal Hypnotherapy",2026,Luis Miguel Gallardo
10.64898/2026.04.21.719811,,,An auxiliary protein tunes reductase activity in alkaloid biosynthesis,2026,Samuel C. Carr; Song Wu; Klaus Gase; Yoko Nakamura; Mohamed O. Kamileen; Maritta Kunert; sarah Heinicke; Moonyoung Kang; Veit Grabe; Lorenzo Caputi
10.1177/28314425261429233,,,"Balancing Innovation and Evidence: Reflections on Structured Protocols in MDMA-Assisted Therapy Versus a Principle-Guided, Patient-Directed Approach",2026,Amy Lehrner; Miryam Sperka; Lauren Lepow; Laura C. Pratchett; Tamar Glatman Zaretsky; M. Mehmet Haznedar; Rachel Yehuda
10.3389/fpsyg.2026.1729722,,,Cognitive effects of methamphetamine and amphetamine withdrawal in rodents: a systematic review,2026,Reshiika Poorvii; Isa Naina Mohamed; Mohamad Fairuz Yahaya; Norazrina Azmi; Teoh Seong Lin; Rashidi Mohamed Pakri Mohamed; Azizah Ugusman; Prem Kumar Shanmugam; Jaya Kumar
10.1021/acsptsci.5c00301,,,Development of Bioisosteres of Iboga Alkaloids: A Step-Economical Synthesis to Enhance the Antinociceptive and Anxiolytic Activity with Neuroprotective Effects,2026,Abhishek Gupta; Tuhin Bhattacharya; Subhamoy Pratihar; Sabnur Parvage; Swrajit Nath Sharma; Arnab Sarkar; Akash De; Sanmoy Karmakar; Sanjit Dey; Surajit Sinha
10.1215/10539867-12110802,,,Drug Decriminalization and Recriminalization: Predicting the Future in Uncertain Times,2026,Laura I Appleman
10.37275/oaijmr.v6i2.883,,,Efficacy and Safety of Psilocybin-Assisted Therapy for Depression: A Meta-Analysis of Randomised Controlled Trials,2026,Siti Nashria Rusdhy; Andrian Fajar Kusumadewi; Carla Raymondalexas Marchira; Mustika Suci Mahardikaningrum; Teresa Lalita Wiryarini; Devira Ayu Wulandari
10.53941/cna.2026.100006,,,Epigenetic Mechanisms of Psychedelics in Addiction: Emerging Evidence and Therapeutic Potential,2026,Antonio Inserra; Francesca Zoratto; Mauro Pettorruso; Giovanni Martinotti
10.3390/brainsci16040398,,,Existing and Potential Therapies for Post-Traumatic Stress Disorder and Persistent Post-Concussion Symptoms in Intimate Partner Violence: A Narrative Review,2026,Charlotte Copas; Abigail Astridge; Jennifer Makovec Knight; Stuart J. McDonald; Sandy R. Shultz; Georgia F. Symons
10.1016/j.jad.2026.121276,,,"Experiences of Australian clinicians, researchers, and patients with MDMA-assisted psychotherapy for post-traumatic stress disorder: A framework-guided qualitative analysis",2026,Alene Sze Jing Yong; Aimée Freeburn; Suzie Bratuskins; Gillinder Bedi; J. Simon Bell
10.71781/34120,,,Exploration de l’impact d’une consommation naturaliste de psychédéliques sur la relation à l’alcool,2026,Léandre Sabourin
10.1177/02698811261443674,,,From monotherapy to sequential models: An updated scoping review on ibogaine’s role in treatment for psychiatric disorders,2026,Pravesh Sharma; Jared Kendrick; Jennifer Schram; Sam M. Stumo; Averi Garscia; Douglas B. Matthews
10.31080/asne.2025.09.0874,,,"Hallucinations Induced by Psychoactive Drugs: Mechanisms, Consequences, and Therapeutic Interventions",2026,
10.3390/md24010043,,,Hippocampal Metabolomics Reveal the Mechanism of α-Conotoxin [S9K]TxID Attenuating Nicotine Addiction,2026,Meiting Wang; Weifeng Xu; Huanbai Wang; Cheng Cui; Rongyan He; X. B. Li; Jinpeng Yu; J. Michael McIntosh; dongting zhangsun; Sulan Luo
10.64898/2026.03.20.713241,,,Ibogaine is associated with reorganization of high-beta brain networks in veterans with post-traumatic stress disorder,2026,Kenneth Shinozuka; Mattia Rosso; Anna Chaiken; Jennifer I. Lissemore; Reece Jones; Nelson Descalco; Venkatesh Subramani; Maarten Belgers; Kirsten N. Cherian; Martijn Arns
10.1515/gme-2025-0010,,,Innovative pedagogy in toxicology education: curriculum design and implementation for “Substance Abuse and Addiction”,2026,Yiyan Dong; Yihui Cui; Jia He; Peilin Yu
10.3390/psychoactives5010004,,,Is Cannabidiol (CBD) a Non-Psychoactive Phytocannabinoid?,2026,Eliana Rodrigues
10.46570/utjms-2026-1674,,,MDMA-Assisted Therapy for PTSD: Neuroplastic Change or Psychotherapeutic Catalyst?,2026,Aidan Butler; Robert McCullumsmith
10.1016/j.alcohol.2026.01.008,,,MDMA-Assisted Therapy for Veterans with PTSD and Alcohol Use Disorders: Considerations for Randomized Controlled Trials,2026,Christy Capone; Erica Eaton
10.1016/j.psyche.2026.100014,,,MDMA-assisted therapy for PTSD and substance use disorders: A scoping review of feasibility and future directions,2026,T. Susanna Meijer; Amras van Opdorp; Wiebren Markus
10.21203/rs.3.rs-9306429/v1,,,Methamphetamine-Fentanyl Polysubstance Administration Produces Social Deficits and Corticolimbic Stress-Reward Circuit Adaptations,2026,Leah M. Salinsky; Joshua L Fox; Kyra C Diaz; Bradley C. Timmons; Susan M. Ferguson
10.1002/pu.31448,,,Methylone demonstrates improvement in PTSD symptoms in Phase 2 study,2026,
10.1016/j.alcohol.2026.01.114,,,Neuroimmune Mechanisms Underlying MDMA-Assisted Therapy in Veterans with Comorbid Posttraumatic Stress Disorder and Alcohol Use Disorder,2026,Lewis Nunez Severino; Brian J. Gully; Erica Eaton; Christy Capone; Mollie A. Monnig; Michael S. Worden; Robert M. Swift; Carolina L. Haass-Koffler
10.1155/crps/2210511,,,New‐Onset Obsessive–Compulsive Symptoms After MDMA‐Assisted Psychotherapy in a Patient With Refractory PTSD: A Case Report,2026,Ridhi J. Vyas; Ryan Hood; Jeremy Hsiang; Omar Muñoz-Abraham; Maria Rueda-Lara; Zelde Espinel
10.3389/fphar.2026.1780255,,,Oral 18-methoxycoronaridine activity in simian and murine Leishmania amazonensis infection,2026,J. C. Delorenzi; T. S. Melo; F. T. Silveira; L. A. Carneiro; M. B. Campos; M. R. Cunha; E. L. Ricci; A. R. Fukushima; S. L. Hurst; S. M. Freeman
10.1111/adb.70111,,,Psilocybin and Ibogaine in Cocaine‐Seeking: Extinction Enhancement Without Relapse Prevention,2026,Isis Koutrouli; Vojtěch Brejtr; Marek Schwendt; Kacper Witek; Chrysostomos Charalambous; K. Aleksič; N. Miniariková; Eva Lhotková; Martin Toman; M. Nikolič
10.17605/osf.io/pt6rb,,,Psilocybin-Assisted Therapy for Major Depressive Disorder versus Treatment-Resistant Depression: A Systematic Review Comparing Clinical Outcomes and Trial Methodology,2026,Tom Bielen
10.1038/s41386-026-02335-z,,,Psychedelic therapeutics in psychiatric conditions,2026,Philip D. Harvey; Charles B. Nemeroff
10.1080/14656566.2026.2654682,,,Psychedelic-assisted pharmacotherapy: clinical applications and regulatory considerations,2026,Donatella Marazziti; Matteo Gambini; Riccardo Gurrieri; Gerardo Russomanno; Giorgia Sità; Elena Pescini; FRANCESCA RITA DIGIUSEPPE; Federico Mucci
10.21203/rs.3.rs-8960226/v1,,,Psychedelics are associated with changes in spiritual beliefs and orientations in US veterans,2026,Randi Brown; Kenneth Shinozuka; Irakli Kaloiani; Lena Kozyr; Dylan Orion; Afik Faerman; Maheen M. Adamson
10.1016/j.psychres.2026.116992,,,Real-world effectiveness and safety of psychedelic-assisted psychotherapy: Outcomes from a large-scale compassionate use cohort in Switzerland,2026,T. Aboulafia-Brakha; A. Buchard; C. Mabilais; S. Alaux; C. Amberger; L. Furtado; F. Seragnoli; J-F Briefer; G. Thorens; M. Sabé
10.14293/pr2199.003034.v1,,,"SSRIs, Psilocybin, MDMA, and Disease Modeling: Strategies to Advance PTSD Treatment",2026,Momoko Ishii; Mark Zervas
10.21203/rs.3.rs-9283280/v1,,,Safety and Efficacy of Psilocybin in the Management of Treatment-Resistant Depression: A Systematic Review,2026,Chloë K Walters; Sarentha Chetty; Thankhoe A. Rants’o; Shaina Gossayn; Lefa Julius Lerotholi
10.1057/s41292-025-00377-y,,,Sanitizing psychedelics: the biopolitics of non-hallucinogenic psychoplastogens,2026,Ido Hartogsohn
10.12775/qs.2026.54.69942,,,The Efficacy and Safety of Ibogaine Treatment for Substance Use Disorders - A Narrative Review,2026,Milena Majchrzyk; Weronika Walendziak; Magdalena Ostaszewska; Damian Zienkiewicz; Gabriela Makulec; Karolina Domosud; Natalia Mordal; Kacper Ściebura; Wiktoria Wiśniewska; Anna Malczyk
10.1176/appi.prcp.20250113,,,The Psychological Support Model in Psilocybin Research: Psychotherapy in Disguise?,2026,Celia Faye Jacobsen; Dea Siggaard Stenbæk; Stig Poulsen; Sophia Armand
10.1556/2054.2026.00491,,,The long roots of ibogaine: A journey from plant to pharmaceutical,2026,Genís Oña; Sidsel Marie
10.21203/rs.3.rs-8544354/v1,,,The mushrooming of the psychedelic renaissance: A scoping review identifying trends in ongoing clinical trials,2026,Lucas M Wittenkeller; Gary Gudelsky; T. John Winhusen; Davide Amato
10.5281/zenodo.18375716,,,The therapeutic efficacy of psilocybin in major depressive disorder: A review of recent clinical and mechanistic evidence,2026,Fernando Mora López; Johynny Solís Solís; Ekaterina Daniela Hernández Baker; Olger Herrera Barboza; David Diaz Polo; Daniela Consumi Cordero
10.5281/zenodo.18375715,,,The therapeutic efficacy of psilocybin in major depressive disorder: A review of recent clinical and mechanistic evidence,2026,Fernando Mora López; Johynny Solís Solís; Ekaterina Daniela Hernández Baker; Olger Herrera Barboza; David Diaz Polo; Daniela Consumi Cordero
10.1007/s00406-025-02165-y,,,Therapeutic effects of psilocybin in major depressive disorder: a systematic review and meta-analysis exploring dose effects,2026,Ziping He; Yijie Wang; Jie Chen; Junzhe Cheng; Yuxin Feng; Shuliang Niu; J. Yan
10.1016/j.cbpra.2025.01.002,,,"A Case Example of a Female Veteran Completing Brief Cognitive Behavioral Conjoint Therapy Augmented With 3,4-methylenedioxymethamphetamine (MDMA)",2025,Leslie A. Morland; Kayla Knopp; Bettye Chargin; Tamara Wachsman; Chandra E. Khalifian; Dimitri Perivoliotis; Anne Catherine Wagner
10.1016/j.cbpra.2025.02.001,,,"A Case Study of the METEMP Protocol: Massed Exposure Therapy Enhanced With 3,4-Methylenedioxymethamphetamine (MDMA) for Posttraumatic Stress Disorder",2025,Jessica L. Maples‐Keller; Barbara O. Rothbaum
10.31234/osf.io/mjhwf_v1,,,A Comprehensive Meta-Analysis Investigating the Efficacy of Various Psychedelic Drugs for the Treatment of Substance Misuse,2025,Eve E. Keighley; Dalia Bedewy; Eid Abo Hamza; Shahed Nalla; Ahmed A. Moustafa
10.1016/j.cbpra.2025.05.001,,,A New Generation of Psychedelic-Assisted Psychotherapy: The Example of Combining MDMA With Trauma-Focused Cognitive-Behavioral Therapy for Posttraumatic Stress Disorder,2025,Barbara O. Rothbaum; Paula P. Schnurr
10.21203/rs.3.rs-8022144/v1,,,A Thematic Analysis of the Subjective Effects and Phenomenology of Ibogaine Administered in a Clinical Setting,2025,Joseph La Torre; Step Cheung; Ariana Kam; Nathan Sackett
10.1177/20503245251380511,,,A lexicon for psychedelic research and treatment,2025,David Nutt; David Erritzøe; Anne Katrin Schlag; David Luke; Deborah C. Mash; Hiroyuki Uchida; Jacob S. Aday; James Rucker; Liliana Galindo; Mark Sweeney
10.1002/cpt.3726,,,"Absolute Oral Bioavailability and Bioequivalence of <scp>LSD</scp> Base and Tartrate in a Double‐Blind, Placebo‐Controlled, Crossover Study",2025,Denis Arikci; Friederike Holze; Lorenz Mueller; Patrick Vizeli; Deborah Rudin; Dino Luethi; Cédric M. Hysek; Matthias E. Liechti
10.31234/osf.io/dczw2_v1,,,Age and cannabis co-use moderate experience and perceived benefits of psilocybin,2025,Judith Hooper; Sarah Williams; Raeghan L. Mueller; Kent E. Hutchison
10.12775/jehs.2025.77.56620,,,Applications of MDMA in Modern Medicine - A Literature Review,2025,Wiktoria Podlasiewicz; Paweł Siudziński; Mateusz Łyko; Alicja Skoczylas; Jakub Kurasz; Wojciech Maj; Wiktoria Tomaszewska; Katarzyna Pala; Piotr Dudziak; Anna Nowak
10.1080/02791072.2025.2508156,,,Assessing the Attitudes of Dutch Mental Health Care Professionals Toward Psychedelic-Assisted Psychotherapy: A Cross-Sectional Exploratory Study,2025,Martijn H.B. Koolen; Annika Wirsching; Erwin Krediet; Michiel van Elk
10.1016/j.jagp.2025.07.003,,,Avoiding Stigma and Sensationalism in Therapeutic Psilocybin Communications: Considerations for Reaching Older Patients,2025,C. Gillespie; Jesse M. Bering
10.1556/2054.2025.00450,,,Beyond prohibition: A public health analysis of naturalistic psychedelic use,2025,Mark Haden; Sarah A. Paschall; Birgitta Woods
10.1016/j.nicl.2025.103874,,,Brain changes associated with depression treatment: a meta-analysis,2025,Gianna M. Perez; Benjamin M. Rosenberg; Wenyi Xu; Desmond J. Oathes
10.1016/j.psycr.2025.100252,,,Case report: Well-tolerated MDMA-assisted therapy in a 32-year old female patient with advanced alcohol-induced liver cirrhosis,2025,Elias Kraus; Stephanie Suter; Margit Proescholdt; Felix Müller; Prof. Dr. Matthias E. Liechti; Markus Heim; Prof. Dr. med. Undine Lang; Marc Vogel
10.1016/j.pnpbp.2025.111533,,,"Changing your mind: neuroplastic mechanisms underlying the therapeutic effect of psychedelics in depression, PTSD, and addiction",2025,Marta L.C. Palhas; Rémi Corne; Raymond Mongeau
10.1371/journal.pone.0327778.s003,,,Characteristics of studies in the SLR.,2025,Filip Stanicic (17808254); Vladimir Zah (5151461); Dimitrije Grbic (17808257); Djurdja Vukicevic (9291181); Debra de Angelo (21728800)
10.3390/brainsci15091006,,,Clinical Management of Synthetic-Cannabinoid-Induced Psychosis: A Systematic Review of Treatment Strategies and Outcomes,2025,Alessio Mosca; Stefania Chiappini; Andrea Miuli; Clara Cavallotto; Mauro Pettorruso; Giovanni Martinotti; Fabrizio Schifano
10.1371/journal.pone.0333296.t003,,,Communalities and factor loadings.,2025,Francisco González Espejito (22421436); Laura Esteban Rodríguez (16363059); Eduardo J. Pedrero Pérez (22421439); Jonathan Dickinson (22421442); Maja Kohek (12502396); Rafael Guimaraes dos Santos (22421445); Jaime Hallak (20057952); Miguel Ángel Alcázar-Córcoles (22421448); Breanna Lee Morgan (22421451); José Carlos Bouso (10680081)
10.3390/pathophysiology32030032,,,Crack Cocaine Smoke Induces Tissue Degeneration in Rat Submandibular Glands by Toll-like Signaling Pathway,2025,Lorrany da Silva Avanci; Daniel Vitor de Souza; Gabriel Carvalhal de Aguiar; Thiago Guedes Pinto; Barbara dos Anjos Rosário; Milena de Barros Viana; Yasmin Alaby Martins Ferreira; Viviane Carlin Cordaro; Luciana Pellegrini Pisani; Daniel Araki Ribeiro
10.1038/s44277-025-00043-y,,,Deconstructing the trip treatment: are hallucinogenic effects critical to the therapeutic benefits of psychedelics?,2025,Albert Garcia‐Romeu
10.1038/s44271-025-00247-0,,,Decreased CO2 saturation during circular breathwork supports emergence of altered states of consciousness,2025,Martha N. Havenith; Max Leidenberger; Jelena Brasanac; Mafalda Corvacho; I. Figueiredo; Leonie Schwarz; Malin V. Uthaug; Simona Rakusa; Marijan Bernardic; Liliana Vasquez-Mock
10.1093/jaoacint/qsaf081,,,Determination and Confirmation of Psychedelic and Psychoactive Compounds in Botanical Materials by UPLC-ESI-MS/MS: Single-Laboratory Validation,2025,Torey French; Anthony J. Fontana; Robert A LaBudde; Sharon L Brunelle; Sidney Sudberg
10.64719/pb.4413,,,Developing an IV Ketamine Clinic for Treatment-Resistant Depression: a Primer,2025,Sagar V. Parikh; Daniela Lopez; Jennifer L. Vande Voort; José Antonio Quesada Rico; Eric D. Achtyes; William Coryell; Andrew W. Goddard; Fernando S. Goes; John F. Greden; Balwinder Singh
10.1101/2025.02.24.639821,,,Development of Bioisosteric <i>Iboga</i> -alkaloids as Antinociceptive and Anxiolytic Agents with Neuroprotective Effects,2025,Abhishek Gupta; Tuhin Bhattacharya; Subhamoy Pratihar; Sabnur Parvage; Swrajit Nath Sharma; Arnab Sarkar; Akash De; Sanmoy Karmakar; Sanjit Dey; Surajit Sinha
10.1080/02791072.2025.2452226,,,Down the Rabbit Hole: A Large-Scale Survey of Psychedelic Users’ Patterns of Use and Perceived Effects,2025,Carrie Cuttler; Amanda Stueber; Jonathan J. Simone; Leah M. Mayo
10.3389/fnhum.2025.1599415,,,Editorial: Advances in understanding and treating post-traumatic stress disorder,2025,Jenny J. W. Liu; Nasser H. Kashou
10.3389/fpsyt.2025.1554037,,,"Editorial: Case reports in psychopharmacology, volume II",2025,Matej Štuhec; Patricia Di Ciano
10.1038/s41589-025-01970-9,,,Enzymatic epimerization of monoterpene indole alkaloids in kratom,2025,Allwin D. McDonald; Yoko Nakamura; Carsten Schotte; Gabriel R. Titchiner; Kin H. Lau; Ryan M. Alam; Adriana A. Lopes; C. Robin Buell; Sarah E. O’Connor
10.48048/tis.2025.9453,,,Erythroxylum Cuneatum Enhanced Receptor Internalisation on Morphine-Desensitised Neuroblastoma Cells Line,2025,Noor Azuin Suliman; Veshalini Kasiraja; Mohamad Aris Mohd Moklas
10.1002/vms3.70486,,,Evaluating the Potential of Microdosing 1cp‐LSD for the Treatment of Canine Anxiety: A One‐Month Case Study,2025,Elisa Hernández‐Álvarez; Lucas F. Borkel; Jaime Rojas‐Hernández; Domingo Jesús Quintana Hernández; Ignacio García‐Serrano; Tobías Fernández‐Borkel; Manuel Zumbado; Luis Alberto Henríquez‐Hernández
10.1038/s41598-025-25818-3,,,Exploring practitioners’ perceptions of health behavior changes associated with psychedelic experiences,2025,Laura Lopes de Carvalho; Jorge Encantado; Michiel van Elk; Arlen C. Moller; Talea Cornelius; Christopher Timmermann; Diogo Veiga; Pedro J. Teixeira
10.1021/acsomega.5c02751,,,Exploring the Frontiers of Psychedelics: A New Chromatographic Method for Detection and Quantification of Psilocybin and Psilocin in <i>Psilocybe cubensis</i> Mushrooms,2025,Taynah Pereira Galdino; Lucas Cordeiro de Oliveira; Mateus Araújo da Luz; R.C.A. Barbosa; M. Torres; Kátia Sivieri; Paula A. Fernandes; Márcio Luiz dos Santos; Antônio Gilson Barbosa de Lima; Suédina Maria de Lima Silva
10.1007/s00414-025-03439-9,,,Fatal intoxications and inherited cardiac disorders in the young: where to draw the line?,2025,Simone Grassi; Fabio Vaiano; Alexandra Dimitrova; Chiara Vullo; Emma Beatrice Croce; Riccardo Rossi; Vincenzo Arena; Sabina Strano Rossi; Óscar Campuzano; Ramón Brugada
10.3390/psychoactives4010004,,,Funding Success of United States Federal Grant Applications Proposing to Study Therapeutic Applications of Psychedelics: A Survey Study,2025,Brian S. Barnett
10.1002/9781394347131.ch6,,,"I'm Here, I'm Not Participating: Student Resistance to a Group Experience",2025,
10.1371/journal.pone.0333296.s008,,,IES Database.,2025,Francisco González Espejito (22421436); Laura Esteban Rodríguez (16363059); Eduardo J. Pedrero Pérez (22421439); Jonathan Dickinson (22421442); Maja Kohek (12502396); Rafael Guimaraes dos Santos (22421445); Jaime Hallak (20057952); Miguel Ángel Alcázar-Córcoles (22421448); Breanna Lee Morgan (22421451); José Carlos Bouso (10680081)
10.1093/med/9780197760864.003.0008,,,Ibogaine,2025,Carlee Fountaine; Abby L’Heureux; Tobias Erny
10.1371/journal.pone.0333296.s002,,,Ibogaine Experience Scale (IES).,2025,Francisco González Espejito (22421436); Laura Esteban Rodríguez (16363059); Eduardo J. Pedrero Pérez (22421439); Jonathan Dickinson (22421442); Maja Kohek (12502396); Rafael Guimaraes dos Santos (22421445); Jaime Hallak (20057952); Miguel Ángel Alcázar-Córcoles (22421448); Breanna Lee Morgan (22421451); José Carlos Bouso (10680081)
10.26502/acbr.50170450,,,Impact of Antidepressants on Weight Gain: Underlying Mechanisms and Mitigation Strategies,2025,Michael Mouawad; Leena Nabipur; Devendra K Agrawal
10.1016/j.psyche.2025.100002,,,Inappropriate comparator and high pricing in MDMA-assisted therapy for PTSD: A critique of the Lykos cost-effectiveness analysis,2025,Elliot Marseille; Jennifer Mitchell
10.1371/journal.pone.0333296.s007,,,Inclusivity in global research questionnaire.,2025,Francisco González Espejito (22421436); Laura Esteban Rodríguez (16363059); Eduardo J. Pedrero Pérez (22421439); Jonathan Dickinson (22421442); Maja Kohek (12502396); Rafael Guimaraes dos Santos (22421445); Jaime Hallak (20057952); Miguel Ángel Alcázar-Córcoles (22421448); Breanna Lee Morgan (22421451); José Carlos Bouso (10680081)
10.60095/oqnz9536,,,Increasing Employment Discrimination Protections for Users of Medical Marijuana and Psychedelics,2025,Lauren Vuolo
10.1186/s12888-024-06448-x,,,Intranasal racemic ketamine maintenance therapy for patients with treatment-resistant depression: a naturalistic feasibility study,2025,Katelyn Halpape; Raelle Pashovitz; Annabelle Wanson; Monika Hooper; Evyn M. Peters
10.1001/jamapsychiatry.2025.0442,,,Issues in Clinical Trial Design—Lessons From the FDA’s Rejection of MDMA,2025,Samuel T. Wilkinson; Gerard Sanacora
10.1371/journal.pone.0333296.s003,,,Items comprising each factor and factor names.,2025,Francisco González Espejito (22421436); Laura Esteban Rodríguez (16363059); Eduardo J. Pedrero Pérez (22421439); Jonathan Dickinson (22421442); Maja Kohek (12502396); Rafael Guimaraes dos Santos (22421445); Jaime Hallak (20057952); Miguel Ángel Alcázar-Córcoles (22421448); Breanna Lee Morgan (22421451); José Carlos Bouso (10680081)
10.1016/j.jagp.2025.08.001,,,"Ketamine and Esketamine for Late-Life Depression: A Systematic Review of Efficacy, Safety, and Tolerability",2025,Ronesh Sukhdeo; Jocelyn K. Tamura; Christine E. Dri; Roger S. McIntyre
10.4088/jcp.24br15655,,,Ketamine vs Electroconvulsive Therapy in the Management of Treatment-Resistant Depression,2025,Taeho Greg Rhee; Sung Ryul Shim; Pasha A. Davoudian; Randall Espinoza; Roger S. McIntyre
10.1016/j.jad.2025.119655,,,Long-term outcomes of single-dose psilocybin for U.S. military Veterans with severe treatment-resistant depression – 12-month data from an open-label pilot study,2025,Sara Ellis; Catherine Bostian; Anna J. Donnelly; Wendy Feng; Katherine Eisen; Melanie Lean; Elizabeth Conlan; Michael J. Ostacher; Scott T. Aaronson; Trisha Suppes
10.1093/med/9780197760864.003.0003,,,MDMA,2025,Elisha Waldman; Monica Romanko; Mark Skellie; M.L. Shawn Bates
10.61373/pp025i.0035,,,"MDMA in Psychiatry: From PTSD to emerging indications, safety, and future directions",2025,Mingming Zhao; Jianjun Yang; Kenji Hashimoto
10.1016/j.cbpra.2025.01.001,,,MDMA-Assisted Acceptance and Commitment Therapy for Posttraumatic Stress Disorder: Rationale for a New Approach,2025,Matthew S. Herbert; Brian H. Blanco; Dimitri Perivoliotis; Jason B. Luoma; Gisele Fernandes‐Osterhold; Andrew W. Bismark; Josh Woolley
10.1016/j.cbpra.2025.03.001,,,MDMA-Assisted Group Therapy for PTSD: Development of a Novel Protocol,2025,Christopher S. Stauffer; Philip Bouleh; B. Anderson
10.2174/0109298673359474250511181821,,,"MDMA-Assisted Treatment for PTSD, Anxiety, and Depression: A Visualized Literature Analysis over 30 Years",2025,Jinlong Zhang; Xingxing Dang; Jiang Lin; Qianqian Chen; Binbin Wang; Jie Yan
10.31234/osf.io/7xyfq_v1,,,MDMA-assisted Acceptance and Commitment Therapy for Posttraumatic Stress Disorder: Rationale for a New Approach,2025,Mathew Herbert; Brian H. Blanco; Dimitri Perivoliotis; Jason B. Luoma; Gisele Fernandes-Osterhold; Andrew W. Bismark; Joshua Woolley
10.1016/j.ejphar.2025.177304,,,Mice lacking the serotonin transporter do not respond to the behavioural effects of psilocybin,2025,James J Gattuso; Carey Wilson; Shanshan Li; Anthony J. Hannan; Thibault Renoir
10.26686/tvwc-80bg,,,Microdosing Psychedelics for Cognitive Enhancement: A Naturalistic Exploration of User Experiences,2025,Luke Pelham
10.1038/s41467-025-59066-w,,,Molecular basis of human GABA transporter 3 inhibition,2025,Ravi Prakash Yadav; Gye Won Han; Cornelius Gati
10.17605/osf.io/e5x2v,,,Monitoring the Misuse Potential of MDMA and Other Substances in Clinical Trials: A Systematic Review of Methodological Approaches,2025,"Haass-Koffler, Carolina L.; Eaton, Erica; Worden, Michael S.; Severino, Lewis Nunez; LeBlanc, Gillian; Capone, Christy"
10.18653/v1/2025.emnlp-main.146,,,MythTriage: Scalable Detection of Opioid Use Disorder Myths on a Video-Sharing Platform,2025,Hayoung Jung; Shravika Mittal; Ananya Aatreya; Navreet Kaur; Munmun De Choudhury; Tanu Mitra
10.1371/journal.pone.0327778.s002,,,NICE quality appraisal checklist results.,2025,Filip Stanicic (17808254); Vladimir Zah (5151461); Dimitrije Grbic (17808257); Djurdja Vukicevic (9291181); Debra de Angelo (21728800)
10.32383/farmpol/215392,,,Natural Hallucinogens in Clinical Studies: A Review of Therapeutic Efficacy and Methodological Limitations,2025,Ewa Niedzielska-Andres; Angelika Ziaja; Stanisław Zielinski; Lucyna Beata Pomierny-Chamioło
10.1002/wps.21272,,,Navigating the landscape of trauma treatments: the need for personalized care,2025,Thanos Karatzias
10.1021/acschemneuro.5c00335,,,"Neurochemical, Neurocircuitry, and Psychopathological Mechanisms of PTSD: Emerging Pharmacotherapies and Clinical Perspectives",2025,Santosh Kumar Prajapati; Shreyasi Majumdar; Snehapriya Murari; Kirti MachhindraVadak; Sairam Krishnamurthy
10.1016/j.neubiorev.2025.106239,,,Neurocognitive effects of psilocybin: A systematic and comprehensive review of neuroimaging studies in humans,2025,Lucie Berkovitch; Baptiste Fauvel; Katrin H. Preller; Raphaël Gaillard
10.3389/fcosc.2025.1569528,,,"Of shrub, cactus, vine and toad: psychedelic species of conservation concern",2025,Anna O. Ermakova; Sam Gandy
10.1176/appi.prcp.20240128,,,On Minimizing Risk and Harm in the Use of Psychedelics,2025,Jules Evans; Marc Aixalà; B. Anderson; William Brennan; Rebecka Bremler; Joost J. Breeksema; Lisa Burback; Abigail E. Calder; Robin Carhart‐Harris; Katherine Cheung
10.31435/ijitss.4(48).2025.4392,,,PHARMACOLOGICAL TREATMENT OF PTSD WITH PSYCHEDELICS: A FUTURE OUTLOOK,2025,Michal Gorski; Adam Januszkiewicz; Wiktoria Januszkiewicz; Wojciech Machulski; Martyna Ciarkowska; Jan Krzysztof Makulski; Kamil Franczyk; Karolina Swierk; Damian Podkościelny; Maria Gierasimiuk
10.1371/journal.pone.0327778.t002,,,PICOS criteria for the SLR.,2025,Filip Stanicic (17808254); Vladimir Zah (5151461); Dimitrije Grbic (17808257); Djurdja Vukicevic (9291181); Debra de Angelo (21728800)
10.1371/journal.pone.0327778.g001,,,PRISMA flow chart.,2025,Filip Stanicic (17808254); Vladimir Zah (5151461); Dimitrije Grbic (17808257); Djurdja Vukicevic (9291181); Debra de Angelo (21728800)
10.1038/s41598-025-03873-0,,,Population-based estimates of different dosage types of psychedelic use across socio-demographic groups in Germany,2025,Sebastian Sattler; Suzanne Wood; Margit Anne Petersen; Fiona Seiffert; Guido Mehlkop
10.47552/ijam.v16is2.6197,,,Psychedelic Herbal Medicines: Exploring the Renaissance of a Therapeutic Frontier,2025,Gaurav Mude; Shantilal Singune; Raghvendra Dubey
