seed_id,dataset,family,query,compound,entity,entity_type,template
mechanistic_02287,mechanistic,pair_core,R-ketamine Alpha1A adrenergic receptor ADRA1A functional assay agonist antagonist,R-ketamine,Alpha1A adrenergic receptor (ADRA1A),target,{compound} {entity} functional assay agonist antagonist
mechanistic_02288,mechanistic,pair_core,R-ketamine Alpha1B adrenergic receptor ADRA1B binding affinity Ki,R-ketamine,Alpha1B adrenergic receptor (ADRA1B),target,{compound} {entity} binding affinity Ki
mechanistic_02289,mechanistic,pair_core,R-ketamine Alpha1B adrenergic receptor ADRA1B receptor pharmacology assay,R-ketamine,Alpha1B adrenergic receptor (ADRA1B),target,{compound} {entity} receptor pharmacology assay
mechanistic_02290,mechanistic,pair_core,R-ketamine Alpha1B adrenergic receptor ADRA1B functional assay agonist antagonist,R-ketamine,Alpha1B adrenergic receptor (ADRA1B),target,{compound} {entity} functional assay agonist antagonist
mechanistic_02291,mechanistic,pair_core,R-ketamine Alpha2A adrenergic receptor ADRA2A binding affinity Ki,R-ketamine,Alpha2A adrenergic receptor (ADRA2A),target,{compound} {entity} binding affinity Ki
mechanistic_02292,mechanistic,pair_core,R-ketamine Alpha2A adrenergic receptor ADRA2A receptor pharmacology assay,R-ketamine,Alpha2A adrenergic receptor (ADRA2A),target,{compound} {entity} receptor pharmacology assay
mechanistic_02293,mechanistic,pair_core,R-ketamine Alpha2A adrenergic receptor ADRA2A functional assay agonist antagonist,R-ketamine,Alpha2A adrenergic receptor (ADRA2A),target,{compound} {entity} functional assay agonist antagonist
mechanistic_02294,mechanistic,pair_core,R-ketamine Alpha2B adrenergic receptor ADRA2B binding affinity Ki,R-ketamine,Alpha2B adrenergic receptor (ADRA2B),target,{compound} {entity} binding affinity Ki
mechanistic_02295,mechanistic,pair_core,R-ketamine Alpha2B adrenergic receptor ADRA2B receptor pharmacology assay,R-ketamine,Alpha2B adrenergic receptor (ADRA2B),target,{compound} {entity} receptor pharmacology assay
mechanistic_02296,mechanistic,pair_core,R-ketamine Alpha2B adrenergic receptor ADRA2B functional assay agonist antagonist,R-ketamine,Alpha2B adrenergic receptor (ADRA2B),target,{compound} {entity} functional assay agonist antagonist
