line_no,doi,compound,entity,title,year,authors,existing_sources
4,10.1038/s44321-026-00381-0,Noribogaine,DAT (SLC6A3),Alpha-methyl-para-tyrosine and amphetamine ameliorate hyperactivity in a novel mouse model of dopamine transporter deficiency syndrome.,2026,Russo EE; Rezayof A; Wallace C; Williams EQ; Beerepoot P; Milenkovic M; Novalen M; Blundell A; Lipina TV; Locke J,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library
5,10.1016/j.neurot.2025.e00786,S-ketamine,AMPA receptor,Ascorbic acid enhances antidepressant-like efficacy of esketamine: Hippocampal TARP-γ8-containing AMPA receptors mediate synaptic modulation.,2026,Ke Z; Zhang Y; Jiang X; Luo J; Chen H; Ma Y; Chen Q; Zhao L; Cai B,candidate_paper_corpus | disorder:paper_library | disorder:stubs | mechanistic:paper_library | mechanistic:stubs
7,10.3390/ijms27062811,Ibogaine,5-HT2A,Beyond the Genomic Storm: Evaluating Tabernanthalog as a Potential Scaffold for Silent Neuroplasticity and Broad-Spectrum Therapy.,2026,Anchesi I; Raffaele I; Astorino MF; Lui M; Calabrò M; Cipriano GL,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library | mechanistic:stubs
8,10.1038/s41586-026-10139-w,Ketamine,NMDA receptor,Conformational diversity and fully opening mechanism of native NMDA receptor.,2026,Xu R; Jiang Q; Xu H; Zhang L; Hu X; Lu Z; Deng H; Xiong H; Zhang S; Chen Z,candidate_paper_corpus | mechanistic:paper_library
9,10.1177/10738584251403946,Ketamine,NMDA receptor,Cortical Mechanisms Contributing to Ketamine-Induced Dissociation.,2026,Bera K; Looger LL; Proekt A; Cichon J,candidate_paper_corpus | disorder:paper_library | mechanistic:curated | mechanistic:paper_library
10,10.1021/jacs.5c06325,Ibogaine,SERT (SLC6A4),Deciphering Ibogaine's Matrix Pharmacology: Multiple Transporter Modulation at Serotonin Synapses.,2026,Hwu C; Havel V; Westergaard X; Mendieta AM; Serrano IC; Hwu J; Walther D; Lankri D; Selinger TL; He K,mechanistic:paper_library
11,10.1021/acsptsci.5c00301,Ibogaine,kappa opioid receptor (OPRK1),Development of Bioisosteres of Iboga Alkaloids: A Step-Economical Synthesis to Enhance the Antinociceptive and Anxiolytic Activity with Neuroprotective Effects.,2026,Gupta A; Bhattacharya T; Pratihar S; Parvage S; Sharma SN; Sarkar A; De A; Karmakar S; Dey S; Sinha S,disorder:paper_library | mechanistic:paper_library
13,10.1017/s109285292610087x,Ketamine,5-HT1B,Effect of ketamine on reward processing in depressive disorders: a systematic review of neuroimaging studies.,2026,Faisal H; Le GH; Kwan ATH; Wong S; Cheung W; Dri CE; Cao B; Rhee TG; Bargiota S; Lo HKY,candidate_paper_corpus | disorder:paper_library
15,10.3390/ijms27062815,Ketamine,kappa opioid receptor (OPRK1),Kappa-Opioid Receptor Antagonism Prolongs the Antidepressant Effects of Ketamine in Adult Mice with Depression-like Behavior Induced by Adolescent Chronic Unpredictable Stress.,2026,Zivanovic A; Mitic M; Lukic I; Glavonic E; Adzic M; Ivkovic S,mechanistic:paper_library
17,10.1016/j.aquatox.2025.107687,MDA,SERT (SLC6A4),Molecular interactions and biomarker responses to pharmaceutical contaminants in aquatic species.,2026,Roy D; Rejili M; Ghafoor W; Sarwar I; Rao DP; Barasarathi J; Atamuratova Z; Yulduz U,mechanistic:paper_library
19,10.1016/j.biopsych.2025.07.004,Ketamine,NMDA receptor,Mu Opioid Receptor Activation Is Required for NMDA Receptor Antagonist Effects on Stress-Induced Maladaptive Behavior.,2026,Langreck CB; Chen BK; Luna VM; Nelson M; Turi G; Hill R; Rubinstenn G; Canals M; Lane JR; Denny CA,candidate_paper_corpus | mechanistic:paper_library
20,10.1016/j.pnpbp.2026.111742,S-ketamine,NMDA receptor,NMDA receptor subtype differential affinity as a key enabler for precision neuropsychiatry.,2026,Freyssin A; Benabou R; Müller HZ; Davis S; Perin-Dureau F; Danker T; Rubinstenn G,disorder:paper_library | mechanistic:paper_library
21,10.1016/j.csbj.2025.12.023,Ketamine,mu opioid receptor (OPRM1),"Network pharmacology of cellular targets in major depressive disorder and differential mechanisms of fluoxetine, ketamine and esketamine.",2026,Tapia-Gonzalez S; Yagüe JG; Barreto GE,mechanistic:paper_library
22,10.1007/978-981-95-6872-7_23,Ketamine,TAAR1,New Antidepressant Development in the Treatment of Depression.,2026,Spiti A; Caldirola D; Perna G,disorder:paper_library
25,10.1016/j.schres.2026.03.003,MDMA,NMDA receptor,Psychedelics for treatment of negative symptoms and depressive symptoms in schizophrenia spectrum disorder: A narrative review.,2026,Sabé M; Grof P; Sackett NB; Tai S; Kryskow P; Bershad A; Turkington D; Buonarroti M; De Pieri M; Baniotopoulos P,candidate_paper_corpus | disorder:paper_library
26,10.1007/978-981-95-6872-7_25,Ayahuasca,NMDA receptor,Psychedelics: Future Therapeutics in Major Depression?,2026,Olivier B; Olivier JDA,disorder:paper_library | mechanistic:paper_library
31,10.1016/j.tins.2026.03.010,Ketamine,SERT (SLC6A4),Serotonergic and glutamatergic mechanisms converge in ketamine's rapid responses.,2026,Fogaça MV,candidate_paper_corpus | mechanistic:paper_library
32,10.1038/s41386-025-02313-x,MDMA,5-HT2A,"Stereoselective, sex-dependent 5-HT(2A) receptor modulation of cortical plasticity by MDMA in mice.",2026,Gaines-Smith MC; Silverman JM; Fiorillo M; Younkin J; Moore KN; Maltman JL; de la Fuente Revenga M; Wolstenholme JT; Glennon RA; Dukat M,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
35,10.1111/acel.70303,Ketamine,NMDA receptor,The NMDA Receptor Antagonist Memantine Modulates Aging and Stress Resilience.,2026,Juozaityte V; Pregnolato C; Abay-Nørgaard S; Rausch DM; McIntyre RL; Gerhart-Hines Z; Pers TH; Salcini AE; Clemmensen C,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
37,10.1016/j.jad.2025.120751,S-ketamine,NMDA receptor,The role of frontal EEG in predicting clinical response of major depressive disorder to intranasal ketamine and esketamine.,2026,Trenado C; Seifritz E; Olbrich S; Ferrea S,candidate_paper_corpus | mechanistic:paper_library
39,10.1016/j.expneurol.2026.115822,Ayahuasca,Sigma-1 receptor (SIGMAR1),"Therapeutic properties of ayahuasca component N,N-Dimethyltryptamine in a pre-clinical model of Parkinson's disease.",2026,Calleja-Conde J; Echeverry-Alzate V; Sanz-SanCristobal M; Alonso-Gil S; Giné E; Bühler K; López-Moreno JA; Perez-Castillo A; Morales-García JA,mechanistic:paper_library
40,10.1038/s41380-025-03128-4,MDMA,5-HT2C,5-HT(2C) receptors in the nucleus accumbens constrain the rewarding effects of MDMA.,2025,Pomrenze MB; Vaillancourt S; Salgado JS; Raymond KB; Llorach P; Sacai H; Rijsketic DR; Hietamies TM; Touponse GC; Cardozo Pinto DF,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
41,10.1016/j.biopsych.2025.09.011,Ketamine,NMDA receptor,A Tale of Two Receptors: Simultaneous Targeting of NMDA Receptors and 5-HT(4) Receptors Exerts Additional Effects Against Stress.,2025,Chen BK; Jin M; Turi GF; Luna VM; Shah A; Moniz T; Shannon ME; Pauers M; Williams BL; Pham V,candidate_paper_corpus | mechanistic:paper_library
43,10.1016/j.neuint.2025.106016,Ketamine,TrkB (NTRK2),"Acute ketamine enhances social behavior and dendritic plasticity in the amygdala by increasing BDNF, GAP43, and TRKB presence following excitotoxic neonatal ibotenic acid lesion.",2025,Martínez-Torres NI; Cárdenas-Bedoya J; Torres-Mendoza BM,mechanistic:paper_library
44,10.1016/j.phrs.2025.107918,Ketamine,AMPA receptor,All roads lead to glutamate: NMDA and AMPA receptors as targets for rapid-acting antidepressants.,2025,Freudenberg F; Reif-Leonhard C; Dawson GR; McKernan RM; Reif A,candidate_paper_corpus | disorder:paper_library | disorder:stubs
45,10.1016/j.bcp.2025.117392,Ketamine,kappa opioid receptor (OPRK1),Antidepressants and the endogenous opioid system.,2025,Fricker LD; Osman A; Gupta A; Gomes I; Devi LA,candidate_paper_corpus | mechanistic:paper_library
47,10.31083/jin26766,Ketamine,NMDA receptor,Beyond Anesthesia: Ketamine's Expanding Role in Chronic Pain and Psychiatric Disorders.,2025,Zaki C,candidate_paper_corpus | disorder:curated | disorder:exploratory | disorder:paper_library | mechanistic:paper_library
48,10.1016/j.pnpbp.2025.111533,Ibogaine,5-HT2A,"Changing your mind: neuroplastic mechanisms underlying the therapeutic effect of psychedelics in depression, PTSD, and addiction.",2025,Palhas M; Corne R; Mongeau R,disorder:paper_library | mechanistic:paper_library
49,10.1038/s41386-025-02107-1,Ketamine,NMDA receptor,"Chronic, combinatorial targeting of NMDARs and 5-HT(4)Rs exerts extended behavioral effects against stress-induced perseverative behavior and hyponeophagia.",2025,Chen BK; Whye A; Matthews LC; Moniz T; Mendez-David I; Gardier AM; David DJ; Johns S; Weisblum E; Denny CA,candidate_paper_corpus | mechanistic:paper_library
51,10.1186/s13195-025-01804-9,Ketamine,NMDA receptor,Combinatorial targeting of NMDARs and 5-HT(4)Rs exerts beneficial effects in a mouse model of Alzheimer's disease.,2025,Chen BK; Hunsberger HC; Whye A; Matthews LC; Yook A; Willner MJ; Logan RW; Johns S; Weisblum E; Denny CA,mechanistic:paper_library
52,10.1016/j.pnpbp.2024.111213,S-ketamine,NMDA receptor,Comparative safety of prescribed Esketamine and ketamine in relation to renal and urinary disorders: A pharmacovigilance perspective.,2025,Chiappini S; Guirguis A; Schifano N; Corkery JM; Semeraro F; Mosca A; D'Andrea G; Duccio Papanti G; Arillotta D; Floresta G,disorder:paper_library
53,10.1002/hup.70019,Ketamine,Sigma-1 receptor (SIGMAR1),Could R-Ketamine and Wolfram Syndrome Inform Understanding of Depression and Suicidality? A Sigma-1 Receptor-Based Perspective.,2025,Kalkman HO; Smigielski L,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
54,10.1016/j.biopsych.2025.02.903,Ketamine,kappa opioid receptor (OPRK1),Current Evidence for the Role of Rapid-Acting Antidepressants in Bipolar Depression: A Perspective and Plan for Action.,2025,Repple J; Bayas M; Möser C; Kobayashi NF; Reif A,candidate_paper_corpus | disorder:paper_library | disorder:stubs
55,10.1016/j.brainres.2024.149425,Ibogaine,5-HT2A,Dimethyltryptamine (DMT) and ibogaine elicit membrane effects in HEK cells transiently transfected with the human 5-HT2A receptor.,2025,Eliasen JN; Kristiansen U; Kohlmeier KA,candidate_paper_corpus | disorder:paper_library | mechanistic:curated | mechanistic:paper_library
56,10.1021/acschemneuro.5c00468,MDMA,5-HT2A,Dual Modulation of 5-HT(2A) Receptors and SERT by α-Ethyltryptamine and Its Optical Isomers.,2025,Silverman JM; Fiorillo M; Younkin J; Jones CB; Maltman JL; Herszenhorn I; Artigas A; Wolstenholme JT; Dukat M; González-Maeso J,candidate_paper_corpus | mechanistic:paper_library | mechanistic:stubs
57,10.1371/journal.pone.0321892,S-ketamine,NMDA receptor,"Effect of low-dose esketamine on cardio-biliary reflex and postoperative pain during laparoscopic cholecystectomy surgery: A randomized, controlled trail.",2025,Zhang X; Duan P; Sun Y; Na Q,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
58,10.1016/j.psychres.2025.116655,Ketamine,NMDA receptor,Effectiveness of repeated Esketamine nasal spray administration on anhedonic symptoms in treatment-resistant bipolar and unipolar depression: A secondary analysis from the REAL-ESK study group.,2025,d'Andrea G; Cavallotto C; Pettorruso M; Lorenzo GD; Carullo R; De Berardis D; Rosso G; Barlati S; Martiadis V; Tamagnini G,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
59,10.1016/j.biopha.2025.118639,Ketamine,mGluR2 (GRM2),Effects of JNJ-46356479 and clozapine on VGLUT1 and GAD65/67 brain levels and expression of genes related to glutamate and GABA in mice postnatally exposed to ketamine.,2025,Martínez-Pinteño A; Olivares-Berjaga D; Rodríguez N; Mena JI; Prohens L; Mas S; Morén C; Parellada E; Gassó P,mechanistic:paper_library
61,10.1038/s41557-024-01714-7,Ibogaine,SERT (SLC6A4),Efficient and modular synthesis of ibogaine and related alkaloids.,2025,Iyer RN; Favela D; Domokos A; Zhang G; Avanes AA; Carter SJ; Basargin AG; Davis AR; Tantillo DJ; Olson DE,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
62,10.1007/s10565-024-09975-1,Ketamine,AMPA receptor,Esketamine alleviates depressive-like behavior in neuropathic pain mice through the METTL3-GluA1 pathway.,2025,Ji X; Huang Z; Zhou C; Wang Y; Geng D; Zhang G; Kang Y; Cui R; Wang J; Zhang T,candidate_paper_corpus | disorder:paper_library | mechanistic:paper_library
63,10.1186/s12868-025-00941-z,S-ketamine,NMDA receptor,Esketamine attenuates traumatic brain injury by modulating STAT3-mediated Glycolysis and immune responses.,2025,Liu Y; Gong Z; Zhang L; Yang X; Zhu J; Zhou X; Liao X,candidate_paper_corpus | mechanistic:paper_library
64,10.7759/cureus.90425,Ketamine,5-HT2A,"Exploring the Therapeutic Potential of Ketamine and Psilocybin in Comparison to Current Treatment Regimens for Treatment-Resistant Depression, Mood Disorders, and Post-traumatic Stress Disorder in the Pediatric Population: A Narrative Review.",2025,Hughes B; Mirza S; Ponamala M; Sagaser J; Paredes R; Hematillake N; Tailor C; Khan R; Pemminati S,candidate_paper_corpus | disorder:exploratory | disorder:paper_library | disorder:stubs | mechanistic:paper_library | mechanistic:stubs
66,10.1177/02698811251324596,MDMA,5-HT2B,Exploring the impact of MDMA and oxytocin ligands on anxiety and social responses: A comprehensive behavioural and molecular study in the zebrafish model.,2025,Maciag M; Doszyn O; Wnorowski A; Zmorzynska J; Budzynska B,candidate_paper_corpus | disorder:paper_library | disorder:stubs
67,10.1016/j.biopsych.2024.06.021,Ketamine,TrkB (NTRK2),Fluoxetine and Ketamine Enhance Extinction Memory and Brain Plasticity by Triggering the p75 Neurotrophin Receptor Proteolytic Pathway.,2025,Diniz CRAF; Crestani AP; Casarotto PC; Biojone C; Cannarozzo C; Winkel F; Prozorov MA; Kot EF; Goncharuk SA; Benette Marques D,mechanistic:paper_library
69,10.3389/fnins.2025.1651016,Ketamine,SERT (SLC6A4),Human in vivo assessment of ketamine binding of the serotonin transporter-follow up at a higher dose.,2025,Schlosser G; Murgaš M; Godbersen GM; Reichel S; Silberbauer L; Nics L; Winkler D; Stimpfl T; Hacker M; Kasper S,candidate_paper_corpus | disorder:paper_library
70,10.1093/nsr/nwaf367,Ketamine,SERT (SLC6A4),Inhibition of SERT and NMDAR synergistically confers rapid antidepressant effects of ketamine.,2025,Luo H; Chen M; Ning Y; Ren L; Lu Y; Sun J; Zhu X; Ran M; Guo J; Lu C,candidate_paper_corpus | mechanistic:curated | mechanistic:paper_library
72,10.1016/j.pbb.2025.174056,Noribogaine,kappa opioid receptor (OPRK1),KOR agonists for the treatment and/or prevention of opioid use disorder and cocaine use disorder.,2025,Liu-Chen LY; Huang P,candidate_paper_corpus | disorder:paper_library
74,10.1016/j.biopsych.2025.04.020,Ketamine,NMDA receptor,Ketamine Evokes Acute Behavioral Effects Via μ Opioid Receptor-Expressing Neurons of the Central Amygdala.,2025,Pomrenze MB; Vaillancourt S; Llorach P; Rijsketic DR; Casey AB; Gregory N; Zhao W; Girard TE; Mattox KT; Salgado JS,candidate_paper_corpus | mechanistic:paper_library
