# discovered queue (mechanistic) generated at 2026-05-17T07:01:05.692603+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1016/j.bbr.2026.116229,Ketamine,5-HT1A,5-HT1A receptor agonist properties of DNA methyltransferase inhibitor decitabine in mice exposed to the forced swim test.,2026,Sales AJ; Fronza MG; Pedrazzi JF; Lisboa SF; Guimarães FS
10.1038/s44321-026-00381-0,Noribogaine,DAT (SLC6A3),Alpha-methyl-para-tyrosine and amphetamine ameliorate hyperactivity in a novel mouse model of dopamine transporter deficiency syndrome.,2026,Russo EE; Rezayof A; Wallace C; Williams EQ; Beerepoot P; Milenkovic M; Novalen M; Blundell A; Lipina TV; Locke J
10.1016/j.neurot.2025.e00786,S-ketamine,AMPA receptor,Ascorbic acid enhances antidepressant-like efficacy of esketamine: Hippocampal TARP-γ8-containing AMPA receptors mediate synaptic modulation.,2026,Ke Z; Zhang Y; Jiang X; Luo J; Chen H; Ma Y; Chen Q; Zhao L; Cai B
10.1016/j.anai.2025.09.014,Ketamine,kappa opioid receptor (OPRK1),Basic mechanisms of itch and advances in clinical management.,2026,Coscarella G; Edwards E; Yosipovitch G
10.3390/ijms27062811,Ibogaine,5-HT2A,Beyond the Genomic Storm: Evaluating Tabernanthalog as a Potential Scaffold for Silent Neuroplasticity and Broad-Spectrum Therapy.,2026,Anchesi I; Raffaele I; Astorino MF; Lui M; Calabrò M; Cipriano GL
10.1038/s41586-026-10139-w,Ketamine,NMDA receptor,Conformational diversity and fully opening mechanism of native NMDA receptor.,2026,Xu R; Jiang Q; Xu H; Zhang L; Hu X; Lu Z; Deng H; Xiong H; Zhang S; Chen Z
10.1177/10738584251403946,Ketamine,NMDA receptor,Cortical Mechanisms Contributing to Ketamine-Induced Dissociation.,2026,Bera K; Looger LL; Proekt A; Cichon J
10.1021/jacs.5c06325,Ibogaine,SERT (SLC6A4),Deciphering Ibogaine's Matrix Pharmacology: Multiple Transporter Modulation at Serotonin Synapses.,2026,Hwu C; Havel V; Westergaard X; Mendieta AM; Serrano IC; Hwu J; Walther D; Lankri D; Selinger TL; He K
10.1021/acsptsci.5c00301,Ibogaine,kappa opioid receptor (OPRK1),Development of Bioisosteres of Iboga Alkaloids: A Step-Economical Synthesis to Enhance the Antinociceptive and Anxiolytic Activity with Neuroprotective Effects.,2026,Gupta A; Bhattacharya T; Pratihar S; Parvage S; Sharma SN; Sarkar A; De A; Karmakar S; Dey S; Sinha S
10.1111/jnc.70337,Ketamine,5-HT7,"Discovery and Characterization of Novel Spirotriazoloquinazolines as Potential Neuroprotectors: Synthesis, Computational Screening, and Preliminary In Vivo Evaluation.",2026,Shabelnyk K; Antypenko L; Bohdan N; Ryzhenko V; Belenichev I; Petakh P; Kamyshnyi O; Kovalenko S
10.1017/S109285292610087X,Ketamine,5-HT1B,Effect of ketamine on reward processing in depressive disorders: a systematic review of neuroimaging studies.,2026,Faisal H; Le GH; Kwan ATH; Wong S; Cheung W; Dri CE; Cao B; Rhee TG; Bargiota S; Lo HKY
10.1016/j.jep.2025.120858,MDA,5-HT2A,"In vivo anti-inflammatory, analgesic activities and phytochemical profile of Hu Lisan ethanol extract.",2026,Zha X; Mei J; Li X; Yang R; Zhang S; Tao Y; Yang J; Ma Y
10.3390/ijms27062815,Ketamine,kappa opioid receptor (OPRK1),Kappa-Opioid Receptor Antagonism Prolongs the Antidepressant Effects of Ketamine in Adult Mice with Depression-like Behavior Induced by Adolescent Chronic Unpredictable Stress.,2026,Zivanovic A; Mitic M; Lukic I; Glavonic E; Adzic M; Ivkovic S
10.1093/brain/awaf391,MDMA,5-HT2A,Memory deficits of MDMA users are linked to cortical thinning related to 5-HT receptor densities.,2026,Coray RC; Beliveau V; Zimmermann J; Preller KH; Wunderli M; Baumgartner MR; Seifritz E; Stock AK; Beste C; Cole DM
10.1016/j.aquatox.2025.107687,MDA,SERT (SLC6A4),Molecular interactions and biomarker responses to pharmaceutical contaminants in aquatic species.,2026,Roy D; Rejili M; Ghafoor W; Sarwar I; Rao DP; Barasarathi J; Atamuratova Z; Yulduz U
10.1007/s11064-026-04717-7,MDA,NMDA receptor,Morin Improves Cognitive Deficits in an in Vivo Model of Vascular Dementia by Modulating the N-methyl-D-aspartate Receptor Signaling Pathways.,2026,Gu C; Bostani A; Wang H
10.1016/j.biopsych.2025.07.004,Ketamine,NMDA receptor,Mu Opioid Receptor Activation Is Required for NMDA Receptor Antagonist Effects on Stress-Induced Maladaptive Behavior.,2026,Langreck CB; Chen BK; Luna VM; Nelson M; Turi G; Hill R; Rubinstenn G; Canals M; Lane JR; Denny CA
10.1016/j.pnpbp.2026.111742,S-ketamine,NMDA receptor,NMDA receptor subtype differential affinity as a key enabler for precision neuropsychiatry.,2026,Freyssin A; Benabou R; Müller HZ; Davis S; Perin-Dureau F; Danker T; Rubinstenn G
10.1016/j.csbj.2025.12.023,Ketamine,mu opioid receptor (OPRM1),"Network pharmacology of cellular targets in major depressive disorder and differential mechanisms of fluoxetine, ketamine and esketamine.",2026,Tapia-Gonzalez S; Yagüe JG; Barreto GE
10.1007/978-981-95-6872-7_23,Ketamine,TAAR1,New Antidepressant Development in the Treatment of Depression.,2026,Spiti A; Caldirola D; Perna G
10.3390/ijms27073274,MDA,TrkB (NTRK2),Petasites japonicus Leaves Alleviate Depression in Dextran Sulfate Sodium-Induced Colitis Mice Through the BDNF/TrkB Pathway and Modulation of Inflammation.,2026,Na HR; Lee HL; Choi HJ; Heo YM; Ju YH; Kim HJ; Heo HJ
10.1016/j.brainresbull.2026.111841,MDA,5-HT1A,Probiotics reverse prenatal stress-induced anxiety and memory impairment in rats through gut-hippocampus axis regulation.,2026,Bidgoli FA; Salami M; Mirzaei H; Talaei SA
10.1016/j.schres.2026.03.003,MDMA,NMDA receptor,Psychedelics for treatment of negative symptoms and depressive symptoms in schizophrenia spectrum disorder: A narrative review.,2026,Sabé M; Grof P; Sackett NB; Tai S; Kryskow P; Bershad A; Turkington D; Buonarroti M; De Pieri M; Baniotopoulos P
10.1007/978-981-95-6872-7_25,Ayahuasca,NMDA receptor,Psychedelics: Future Therapeutics in Major Depression?,2026,Olivier B; Olivier JDA
10.1176/appi.ajp.20250903,S-ketamine,kappa opioid receptor (OPRK1),Regional Blood Flow Signatures of Opioidergic Modulation of Ketamine in Major Depressive Disorder: A Randomized Crossover Study.,2026,Jelen LA; O'Daly O; Zelaya FO; Stone JM; Young AH; Mehta MA
