# new DOI queue (mechanistic) generated at 2026-05-17T07:01:07.934427+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1016/j.bbr.2026.116229,Ketamine,5-HT1A,5-HT1A receptor agonist properties of DNA methyltransferase inhibitor decitabine in mice exposed to the forced swim test.,2026,Sales AJ; Fronza MG; Pedrazzi JF; Lisboa SF; Guimarães FS
10.1016/j.anai.2025.09.014,Ketamine,kappa opioid receptor (OPRK1),Basic mechanisms of itch and advances in clinical management.,2026,Coscarella G; Edwards E; Yosipovitch G
10.1111/jnc.70337,Ketamine,5-HT7,"Discovery and Characterization of Novel Spirotriazoloquinazolines as Potential Neuroprotectors: Synthesis, Computational Screening, and Preliminary In Vivo Evaluation.",2026,Shabelnyk K; Antypenko L; Bohdan N; Ryzhenko V; Belenichev I; Petakh P; Kamyshnyi O; Kovalenko S
10.1016/j.jep.2025.120858,MDA,5-HT2A,"In vivo anti-inflammatory, analgesic activities and phytochemical profile of Hu Lisan ethanol extract.",2026,Zha X; Mei J; Li X; Yang R; Zhang S; Tao Y; Yang J; Ma Y
10.1093/brain/awaf391,MDMA,5-HT2A,Memory deficits of MDMA users are linked to cortical thinning related to 5-HT receptor densities.,2026,Coray RC; Beliveau V; Zimmermann J; Preller KH; Wunderli M; Baumgartner MR; Seifritz E; Stock AK; Beste C; Cole DM
10.1007/s11064-026-04717-7,MDA,NMDA receptor,Morin Improves Cognitive Deficits in an in Vivo Model of Vascular Dementia by Modulating the N-methyl-D-aspartate Receptor Signaling Pathways.,2026,Gu C; Bostani A; Wang H
10.3390/ijms27073274,MDA,TrkB (NTRK2),Petasites japonicus Leaves Alleviate Depression in Dextran Sulfate Sodium-Induced Colitis Mice Through the BDNF/TrkB Pathway and Modulation of Inflammation.,2026,Na HR; Lee HL; Choi HJ; Heo YM; Ju YH; Kim HJ; Heo HJ
10.1016/j.brainresbull.2026.111841,MDA,5-HT1A,Probiotics reverse prenatal stress-induced anxiety and memory impairment in rats through gut-hippocampus axis regulation.,2026,Bidgoli FA; Salami M; Mirzaei H; Talaei SA
10.1176/appi.ajp.20250903,S-ketamine,kappa opioid receptor (OPRK1),Regional Blood Flow Signatures of Opioidergic Modulation of Ketamine in Major Depressive Disorder: A Randomized Crossover Study.,2026,Jelen LA; O'Daly O; Zelaya FO; Stone JM; Young AH; Mehta MA
10.1007/s10565-026-10149-4,Ketamine,D1 receptor (DRD1),Repeated 7-day exposure to ketamine induces anxiety-like behaviors and neuronal apoptosis in mice via DRD1-medicated inhibition of Akt/Gsk-3β phosphorylation.,2026,Wei JY; Lv P; Zhang J; Hou XK; Li A; Zhang FT; Wang H; Lu Y; Wu X; Yao J
10.1016/j.jstrokecerebrovasdis.2026.108613,MDA,5-HT7,Ropivacaine attenuates cerebral ischemia-reperfusion injury in young male mice by reducing endothelial oxidative stress through activation of the Htr7/cAMP-PKA signaling.,2026,Hou Y; Ni Y; Wang B; Shan Y; Zhang H; Zhai W; Xu H
10.1080/15548627.2026.2629294,MDA,Sigma-1 receptor (SIGMAR1),SIRT3-mediated mitophagy by deacetylating ATP5F1A involved in the protective effects of SIGMAR1/Sigma-1 receptor against ferroptosis and microvascular hyperpermeability in lipopolysaccharide-induced acute lung injury.,2026,Gao F; Li Z; Peng T; Lin B; Wang X; Dai X; Ai C; Li G; Yang F; Lin X
10.1038/s41380-025-03248-x,Ketamine,Sigma-1 receptor (SIGMAR1),Sustained antidepressant actions of ketamine involve TAMM41-mediated transfer of astrocytic sigma-1 receptor to neuron.,2026,Guo L; Lin X; Wang Q; Liu Z; Liu S; Lv N; Liu Z; Wang Y; Sun C; Wang Y
10.1016/j.case.2026.01.003,MDMA,5-HT2B,TUSI Valve: Echocardiographic and Pathologic Correlates of a Novel Drug-Induced Valvular Disease-a Case Series.,2026,Vasquez-Rodriguez JF; Lemus-Barrios G; Rangel-Rivera D; Garnica-Sepulveda V; Avila Y; Medina-Mur R; Perez-Fernandez OM; Holguín-Riaño D; Salazar-Castro G; Dueñas-Criado K
10.3390/ijms27093896,MDA,TrkB (NTRK2),The Protective Effects of N-Acetylserotonin Against Cisplatin-Induced Renal Injury: A Biochemical and Histopathological Study.,2026,Yazıcı S; Turan G; Akış Yılmaz M; Aslan Akyol B; Yıldırım C; Korkut O
10.1016/j.bbr.2025.115901,MDA,5-HT7,"The serotonergic 5-HT7 receptor: A therapeutic target for mitigating acute stress-induced cognitive, neuroinflammatory, and oxidative damage in the hippocampus.",2026,Abdolmaleki N; Shahidi S; Rohani AH; Habibi P
10.2174/0113862073377826250728055125,MDA,Sigma-1 receptor (SIGMAR1),Acupoint Catgut Embedding Alleviates Neuropathic Pain by Regulating Sigma-1 Receptor Expression.,2025,Xie HT; Feng XB; Du KR
10.3390/ijms262411849,MDA,H1 receptor (HRH1),Azelastine Inhibits Triple-Negative Breast Cancer Cell Viability via an ARF1-Dependent Mechanism.,2025,Park SU; Jung GU; Paik EK; Lee JY; Cho DC; Chung HK; Jo HJ; Jung SJ
10.1038/s41386-025-02210-3,Ketamine,NET (SLC6A2),Clozapine induces perineuronal net remodeling in a developmental mouse model exhibiting schizophrenia-relevant phenotypes.,2025,García-Cerro S; Gómez-Garrido A; Soria FN; Loucera C; Crespo-Facorro B
10.1007/s12031-025-02403-x,Ketamine,5-HT2A,"Effects of Risperidone and Aripiprazole Antipsychotic Drugs on Behavioral Changes and the Expression Levels of DRD2, HTR2A, AKT1, and CACNA1C Genes in the Hippocampus of a Ketamine-induced Schizophrenia-like Rat Model.",2025,Naderi M; Ghazvini H; Maleksabet A; Ghalehnoei H; Khajavi R
10.1016/j.bbr.2025.115458,MDA,5-HT1A,Exploring the ameliorative effects of omega-3 fatty acid supplementation on maternal behavioral abnormalities induced by prenatal chronic restraint stress.,2025,Wang B; Liu P; Gao X; Yang F; Sun J; He F
10.1007/s11064-025-04562-0,MDA,5-HT2A,"Hesperidin Attenuates Chronic Stress-Induced Depression via 5-HT2A-Linked Modulation of Neurochemical, Oxidative, and Inflammatory Pathways: Experimental and In Silico Evidence.",2025,Kandhwal M; Grewal AK; Singh V; Sharma O; Khan H; Singh M; Kumar A; Singh TG; Singh T; Ahmad SF
10.1021/acschemneuro.5c00057,MDA,SERT (SLC6A4),"Interplay of Endoplasmic Reticulum Stress, Inflammation, Apoptosis, and Oxidative Stress in Corticosteroid-Induced Anxiety and Depression: Exploring Therapeutic Potential of Hydrogen Sulfide and Sertraline.",2025,Azzam MA; ElMonier AA; Gad ES; Abd-Elmawla MA
10.1007/s12035-025-04789-6,Ketamine,D1 receptor (DRD1),Ketamine Alters Specific Gene Expression Profiles by Transcriptome-Wide Responses in a Ketamine-Induced Schizophrenia-Like Mouse Model.,2025,Du Z; Zhu XM; Lv P; Pan Y; Hou XK; Li A; Zhao D; Xing JX; Yao J
10.1002/jdn.10407,MDA,NMDA receptor,Lutein Exerts Antioxidant and Neuroprotective Role on Schizophrenia-Like Behaviours in Mice.,2025,Aziziha H; Hassanpour S; Zendehdel M
10.61882/rbmb.14.1.19,MDA,NMDA receptor,"Memantine, A NMDA Receptor Inhibitor Attenuate Lipopolysaccharide-Induced Lung Inflammation and Oxidative Damage in Mice.",2025,Gholami A; Hosseini M; Boskabady MH; Gharib M; Gholamnezhad Z
10.1177/11782234251393421,MDA,NMDA receptor,"Memantine, an NMDA Receptor Antagonist, Attenuates Doxorubicin-Induced Cardiac Oxidative Stress and Inflammation in Mouse 4T1 Breast Cancer Model.",2025,Ghafouri-Asbagh A; Tabatabaei K; Vaez H; Jafarizadeh A; Saeedi H; Shokouhi B; Baradaran B
10.1213/ane.0000000000007085,Ketamine,NMDA receptor,Methylphenidate Reversal of Dexmedetomidine-Induced Versus Ketamine-Induced Sedation in Rats.,2025,Vincent KF; Park GH; Stapley BM; Dillon EJ; Solt K
10.3390/cells14130977,MDA,AMPA receptor,Neuroprotective Effect of Mixed Mushroom Mycelia Extract on Neurotoxicity and Neuroinflammation via Regulation of ROS-Induced Oxidative Stress in PC12 and BV2 Cells.,2025,Lee SS; Ko DH; Lee GY; Kim SY; Han SY; Park JY; Park M; Kim HM; Kim YE; Yoo YC
10.1111/bph.70069,Ketamine,NMDA receptor,"Pharmacological characterisation of JNJ-78911118, a novel, centrally-penetrant, selective GluN2A antagonist.",2025,Lord B; Simavorian S; Fraser I; Welty N; Wyatt R; Pritchard R; Fletcher L; Van Der Linde H; Bounkhoun D; Libiger O
10.1016/j.intimp.2025.115681,Ketamine,SERT (SLC6A4),Role of PI3K/Akt axis in cognitive impact of lumateperone in schizophrenia rat model induced by ketamine.,2025,Abdel Mageed SS; Mangoura SA; Nassar NN; Moawad H; Kamel AS
10.1016/j.jep.2024.118986,MDA,TrkB (NTRK2),"Safflower yellow alleviates cognitive impairment in mice by modulating cholinergic system function, oxidative stress, and CREB/BDNF/TrkB signaling pathway.",2025,Qi Y; Wang Y; Ni M; He Y; Li L; Hu Y
