# Deterministic prescreen retained queue for mechanistic generated at 2026-05-18T02:28:36.685857+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1002/cne.23048,,,"(±)3,4‐methylenedioxymethamphetamine (“ecstasy”) treatment modulates expression of neurotrophins and their receptors in multiple regions of adult rat brain",2012,Ann M. Hemmerle; Jonathan W. Dickerson; Nicole R. Herring; Tori L. Schaefer; Charles V. Vorhees; Michael T. Williams; Kim B. Seroogy,The Journal of Comparative Neurology,journal-article,,2012-01-11,0021-9967,1096-9861,Wiley,"Animals | Body Temperature / drug effects | Brain-Derived Neurotrophic Factor / drug effects | Brain-Derived Neurotrophic Factor / genetics | Brain-Derived Neurotrophic Factor / metabolism | Cerebral Cortex / drug effects | Cerebral Cortex / metabolism | Corticosterone / blood | Hallucinogens / pharmacology | Hippocampus / drug effects | Hippocampus / metabolism | Male | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Neostriatum / drug effects | Neostriatum / metabolism | Neurotrophin 3 / drug effects | Neurotrophin 3 / genetics | Neurotrophin 3 / metabolism | RNA, Messenger / analysis | Random Allocation | Rats | Rats, Sprague-Dawley | Receptor, trkB / drug effects | Receptor, trkB / genetics | Receptor, trkB / metabolism | Receptor, trkC / drug effects | Receptor, trkC / genetics | Receptor, trkC / metabolism | Serotonin Agents / pharmacology | Substantia Nigra / drug effects | Substantia Nigra / metabolism | Time Factors | Tyrosine 3-Monooxygenase / drug effects | Tyrosine 3-Monooxygenase / metabolism",,NINDS NIH HHS | NIDA NIH HHS | NIEHS NIH HHS,NS39128 | DA14269 | K01 DA014269 | R01 DA021394 | DA021394 | R01 NS039128 | T32 ES007051,,,,,eng,
10.1002/jdn.10407,,,Lutein Exerts Antioxidant and Neuroprotective Role on Schizophrenia‐Like Behaviours in Mice,2024,Helia Aziziha; Shahin Hassanpour; Morteza Zendehdel,International Journal of Developmental Neuroscience,journal-article,,2024-12-26,0736-5748,1873-474X,Wiley,"Animals | Lutein / pharmacology | Lutein / therapeutic use | Mice | Male | Schizophrenia / drug therapy | Schizophrenia / metabolism | Schizophrenia / chemically induced | Antioxidants / pharmacology | Ketamine / pharmacology | Neuroprotective Agents / pharmacology | Neuroprotective Agents / therapeutic use | Disease Models, Animal | Catalase / metabolism | Glutathione Peroxidase / metabolism | Brain / drug effects | Brain / metabolism | Malondialdehyde / metabolism | Superoxide Dismutase / metabolism | Recognition, Psychology / drug effects | Oxidative Stress / drug effects | Motor Activity / drug effects | Schizophrenic Psychology | Swimming / psychology",brain | ketamine | lutein | mice | schizophrenia‐like behaviours,,,,,,,eng,
10.1002/syn.10012,,,Ketamine alters the availability of striatal dopamine transporter as measured by [<sup>11</sup>C]β‐CFT and [<sup>11</sup>C]β‐CIT‐FE in the monkey brain,2001,Hideo Tsukada; Shingo Nishiyama; Takeharu Kakiuchi; Hiroyuki Ohba; Kengo Sato; Norihiro Harada,Synapse,journal-article,,2001-10-19,0887-4476,1098-2396,Wiley,"Anesthetics, Dissociative / pharmacology | Animals | Carbon Radioisotopes | Cerebrovascular Circulation | Cocaine / analogs & derivatives | Cocaine / pharmacokinetics | Contrast Media | Corpus Striatum / blood supply | Corpus Striatum / diagnostic imaging | Corpus Striatum / metabolism | Dopamine Plasma Membrane Transport Proteins | Ketamine / pharmacology | Macaca mulatta | Male | Membrane Glycoproteins | Membrane Transport Proteins / metabolism | Nerve Tissue Proteins | Nortropanes / pharmacokinetics | Time Factors | Tomography, Emission-Computed",,,,,,,,eng,
10.1002/syn.22294,,,Subanesthetic S‐ketamine does not acutely alter striatal dopamine transporter binding in healthy Sprague Dawley female rats,2024,Simone Larsen Bærentzen; Jakob Borup Thomsen; Majken Borup Thomsen; Steen Jakobsen; Mette Theilgaard Simonsen; Gregers Wegener; David J. Brooks; Anne M. Landau,Synapse,journal-article,,2024-05-30,0887-4476,1098-2396,Wiley,"Animals | Ketamine / pharmacology | Dopamine Plasma Membrane Transport Proteins / metabolism | Dopamine Plasma Membrane Transport Proteins / drug effects | Rats, Sprague-Dawley | Female | Corpus Striatum / metabolism | Corpus Striatum / drug effects | Corpus Striatum / diagnostic imaging | Rats | Positron-Emission Tomography | Autoradiography",GBR‐12935 | PE2I | PET | S‐ketamine | dopamine transporter (DAT) | fast‐acting antidepressant,"Aarhus Universitet | Institut for Klinisk Medicin, Aarhus Universitet",,,,,,eng,
10.1007/7854_2016_29,,,The Discriminative Stimulus Properties of Hallucinogenic and Dissociative Anesthetic Drugs,2016,Tomohisa Mori; Tsutomu Suzuki,Current topics in behavioral neurosciences,book-chapter,,2016-01-01,1866-3370,1866-3389,Springer International Publishing,"Anesthetics, Dissociative / pharmacology | Animals | Discrimination, Psychological / drug effects | Hallucinogens / pharmacology | Humans",Discriminative stimulus properties | Hallucinogens | Psychedelics | Serotonin | Sigma-1 receptor,,,,,,,eng,
10.1007/bf00178951,,,5-Hydroxytryptamine receptors with a 5-HT6 receptor-like profile stimulating adenylyl cyclase activity in pig caudate membranes,1994,Philippe Schoeffter; Christian Waeber,Naunyn-Schmiedeberg s Archives of Pharmacology,journal-article,,1994-10-01,0028-1298,1432-1912,Springer Science and Business Media LLC,"Adenylyl Cyclase Inhibitors | Adenylyl Cyclases / metabolism | Animals | Caudate Nucleus / enzymology | Cell Membrane / enzymology | Culture Techniques | Dose-Response Relationship, Drug | Receptors, Serotonin / metabolism | Serotonin Antagonists / pharmacology | Swine",,,,,,,,eng,
10.1007/s00213-010-2136-9,,,Effects of serotonin (5-HT)1A and 5-HT2A receptor agonists on schedule-controlled responding in rats: drug combination studies,2010,Jun-Xu Li; Caroline Crocker; Wouter Koek; Kenner C. Rice; Charles P. France,Psychopharmacology,journal-article,,2010-12-20,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Behavior, Animal / drug effects | Dose-Response Relationship, Drug | Drug Interactions | Drug Therapy, Combination | Male | Rats | Rats, Sprague-Dawley | Reinforcement Schedule | Serotonin 5-HT1 Receptor Agonists / administration & dosage | Serotonin 5-HT1 Receptor Agonists / pharmacology | Serotonin 5-HT2 Receptor Agonists / administration & dosage | Serotonin 5-HT2 Receptor Agonists / pharmacology",,NIDA NIH HHS | Intramural NIH HHS,K05 DA017918 | R01 DA005018 | K05 DA17918,,,,,eng,
10.1007/s00213-014-3759-z,,,"Mechanisms and environmental factors that underlying the intensification of 3,4-methylenedioxymethamphetamine (MDMA, Ecstasy)-induced serotonin syndrome in rats",2014,Rui Tao; Ibrahim M. Shokry; John J. Callanan; H. Daniel Adams; Zhiyuan Ma,Psychopharmacology,journal-article,,2014-10-10,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Dose-Response Relationship, Drug | Environment | Hot Temperature / adverse effects | Male | Maze Learning / drug effects | Maze Learning / physiology | Motor Activity / drug effects | Motor Activity / physiology | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Rats | Rats, Sprague-Dawley | Serotonin / metabolism | Serotonin Agents / toxicity | Serotonin Syndrome / chemically induced | Serotonin Syndrome / metabolism",,NIDA NIH HHS,R15 DA029863,,,,,eng,
10.1007/s00213-015-3982-2,,,Role of 5-HT2C receptors in effects of monoamine releasers on intracranial self-stimulation in rats,2015,Clayton T. Bauer; Matthew L. Banks; Bruce E. Blough; S. Stevens Negus,Psychopharmacology,journal-article,,2015-06-04,0033-3158,1432-2072,Springer Science and Business Media LLC,"Adrenergic Uptake Inhibitors / pharmacology | Aminopyridines / pharmacology | Animals | Benzeneacetamides / pharmacology | Biogenic Monoamines / metabolism | Conditioning, Operant / drug effects | Electrodes, Implanted | Fenfluramine / pharmacology | Indoles / pharmacology | Male | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Pyrrolidines / pharmacology | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT2C / drug effects | Receptors, Opioid, kappa / agonists | Self Stimulation / drug effects | Serotonin 5-HT2 Receptor Agonists / pharmacology | Serotonin 5-HT2 Receptor Antagonists / pharmacology | Selective Serotonin Reuptake Inhibitors / pharmacology",,NIDA NIH HHS,F30DA034478 | R01-DA012790 | R01 DA033930 | R01-DA033930 | F30 DA034478,,,,,eng,
10.1007/s00213-015-4073-0,,,Effects of NMDA receptor antagonists and antipsychotics on high frequency oscillations recorded in the nucleus accumbens of freely moving mice,2015,Mark J. Hunt; Maciej Olszewski; Joanna Piasecka; Miles A. Whittington; Stefan Kasicki,Psychopharmacology,journal-article,,2015-10-08,0033-3158,1432-2072,Springer Science and Business Media LLC,"Animals | Antipsychotic Agents / pharmacology | Clozapine / pharmacology | Dizocilpine Maleate / pharmacology | Dose-Response Relationship, Drug | Excitatory Amino Acid Antagonists / pharmacology | Haloperidol / pharmacology | Ketamine / pharmacology | Male | Mice | Nucleus Accumbens / drug effects | Rats, Wistar | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",Antipsychotics | Mice | NMDA receptor antagonists | Oscillations | Schizophrenia,Wellcome Trust,098352,,,,,eng,
10.1007/s00213-017-4699-1,,,MDMA-induced indifference to negative sounds is mediated by the 5-HT2A receptor,2017,K. P. C. Kuypers; R. de la Torre; M. Farre; N. Pizarro; L. Xicota; J. G. Ramaekers,Psychopharmacology,journal-article,,2017-07-22,0033-3158,1432-2072,Springer Science and Business Media LLC,"Acoustic Stimulation / adverse effects | Acoustic Stimulation / psychology | Adult | Affect / drug effects | Affect / physiology | Apathy / drug effects | Apathy / physiology | Double-Blind Method | Emotions / drug effects | Emotions / physiology | Female | Humans | Male | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Receptor, Serotonin, 5-HT2A / physiology | Self Report | Serotonin Agents / pharmacology | Sound / adverse effects",5-HT2A receptor | Arousal | Cognitive bias | Ketanserin | MDMA | Oxytocin | Sound processing,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,400-07-2013,10.1007/s00213-017-4708-4,ErratumIn PMID:28766260 Psychopharmacology (Berl). 2018 Feb;235(2):605. doi: 10.1007/s00213-017-4708-4.,,true,eng,
10.1007/s00213-023-06389-5,,,"The 5-HT1A receptor biased agonists, NLX-204 and NLX-101, display ketamine-like RAAD and anti-TRD activities in rat CMS models",2023,Mariusz Papp; Piotr Gruca; Magdalena Lason; Ewa Litwa; Adrian Newman-Tancredi; Ronan Depoortère,Psychopharmacology,journal-article,,2023-06-13,0033-3158,1432-2072,Springer Science and Business Media LLC,"Humans | Rats | Male | Animals | Ketamine / pharmacology | Receptor, Serotonin, 5-HT1A | Serotonin | Rats, Inbred WKY | Serotonin 5-HT1 Receptor Agonists | Antidepressive Agents / pharmacology | Serotonin Receptor Agonists | Rats, Wistar | Sucrose | Piperidines | Pyrimidines",5-HT1A receptors | Biased agonist | Chronic mild stress | Cognition | Depression | Ketamine | RAAD | Serotonin | TRD | Wistar-Kyoto rat,Narodowe Centrum Nauki,2019/35/B/NZ7/00787,,,,,eng,
10.1007/s00213-024-06635-4,,,5-hydroxytryptamine 2C/1A receptors modulate the biphasic dose response of the head twitch response and locomotor activity induced by DOM in mice.,2024,Zhu H; Wang L; Wang X; Yao Y; Zhou P; Su R,Psychopharmacology,Journal Article,,2024-06-25,0033-3158,1432-2072,,"Animals | Mice | Dose-Response Relationship, Drug | Male | Receptor, Serotonin, 5-HT2C / drug effects | Receptor, Serotonin, 5-HT2C / metabolism | DOM 2,5-Dimethoxy-4-Methylamphetamine / pharmacology | Piperidines / pharmacology | Piperidines / administration & dosage | Receptor, Serotonin, 5-HT2A / drug effects | Receptor, Serotonin, 5-HT2A / metabolism | Locomotion / drug effects | Locomotion / physiology | Motor Activity / drug effects | Motor Activity / physiology | Receptor, Serotonin, 5-HT1A / drug effects | Receptor, Serotonin, 5-HT1A / metabolism | Hallucinogens / pharmacology | Hallucinogens / administration & dosage | Mice, Inbred C57BL | Head Movements / drug effects | Aminopyridines / pharmacology | Aminopyridines / administration & dosage | Serotonin 5-HT2 Receptor Antagonists / pharmacology | Serotonin 5-HT2 Receptor Antagonists / administration & dosage | Fluorobenzenes / pharmacology | Serotonin 5-HT2 Receptor Agonists / pharmacology | Serotonin 5-HT2 Receptor Agonists / administration & dosage | Indoles",5-HT2A receptor 5-HT2C receptor 5-HT1A receptor head twitch response locomotor activity DOM,National Natural Science Foundation of China,No. 82273909,,,,,eng,
10.1007/s00216-015-8828-6,,,"Studies on the metabolism and toxicological detection of the new psychoactive designer drug 2-(4-iodo-2,5-dimethoxyphenyl)-N-[(2-methoxyphenyl)methyl]ethanamine (25I-NBOMe) in human and rat urine using GC-MS, LC-MSn, and LC-HR-MS/MS",2015,Achim T. Caspar; Andreas G. Helfer; Julian A. Michely; Volker Auwärter; Simon D. Brandt; Markus R. Meyer; Hans H. Maurer,Analytical and Bioanalytical Chemistry,journal-article,,2015-06-24,1618-2642,1618-2650,Springer Science and Business Media LLC,"Animals | Chromatography, Liquid / methods | Designer Drugs / analysis | Designer Drugs / toxicity | Dimethoxyphenylethylamine / analogs & derivatives | Dimethoxyphenylethylamine / toxicity | Dimethoxyphenylethylamine / urine | Gas Chromatography-Mass Spectrometry / methods | Humans | Male | Psychotropic Drugs / urine | Rats | Rats, Wistar | Reproducibility of Results | Sensitivity and Specificity | Substance Abuse Detection / methods | Tandem Mass Spectrometry / methods | Toxicity Tests / methods | Urinalysis / methods",,,,,,,,eng,
10.1007/s10565-026-10149-4,,,Repeated 7-day exposure to ketamine induces anxiety-like behaviors and neuronal apoptosis in mice via DRD1-medicated inhibition of Akt/Gsk-3β phosphorylation.,2026,Wei JY; Lv P; Zhang J; Hou XK; Li A; Zhang FT; Wang H; Lu Y; Wu X; Yao J,Cell biology and toxicology,Journal Article,,2026-01-30,0742-2091,1573-6822,,"Animals | Ketamine / toxicity | Ketamine / pharmacology | Apoptosis / drug effects | Glycogen Synthase Kinase 3 beta / metabolism | Receptors, Dopamine D1 / metabolism | Proto-Oncogene Proteins c-akt / metabolism | Anxiety / chemically induced | Anxiety / metabolism | Phosphorylation / drug effects | Male | Mice | Neurons / drug effects | Neurons / metabolism | Neurons / pathology | Mice, Inbred C57BL | Hippocampus / drug effects | Hippocampus / metabolism | Behavior, Animal / drug effects | Signal Transduction / drug effects",Anxiety-like behavior | Apoptosis | DRD1 | Ketamine abuse,Natural Science Foundation of Liaoning Province | National Natural Science Foundation of China,2024JH2/101900012 | 2023JH2/101600008 | 82072113 | 81971794,,,,,eng,
10.1007/s10571-012-9878-3,,,"Effects of Geissoschizine Methyl Ether, an Indole Alkaloid in Uncaria Hook, a Constituent of Yokukansan, on Human Recombinant Serotonin7 Receptor",2012,Toshiyuki Ueki; Akinori Nishi; Sachiko Imamura; Hitomi Kanno; Kazushige Mizoguchi; Kyoji Sekiguchi; Yasushi Ikarashi; Yoshio Kase,Cellular and Molecular Neurobiology,journal-article,,2012-09-11,0272-4340,1573-6830,Springer Science and Business Media LLC,"Animals | Binding, Competitive / drug effects | Binding, Competitive / physiology | CHO Cells | Cricetinae | Cricetulus | Drugs, Chinese Herbal / pharmacology | HEK293 Cells | Humans | Indole Alkaloids / pharmacology | Indoles / pharmacology | Receptors, Serotonin / metabolism | Recombinant Proteins / metabolism | Serotonin Antagonists / metabolism | Serotonin Antagonists / pharmacology | Uncaria",,,,,,,,eng,
10.1007/s11356-022-23404-y,,,Does a decade of soil organic fertilization promote copper and zinc bioavailability to an epi-endogeic earthworm?,2022,Céline Laurent; Matthieu N. Bravin; Eric Blanchart; Olivier Crouzet; Céline Pelosi; Isabelle Lamy,Environmental Science and Pollution Research,journal-article,,2022-10-05,0944-1344,1614-7499,Springer Science and Business Media LLC,Animals | Copper / chemistry | Zinc / metabolism | Oligochaeta | Soil / chemistry | Biological Availability | Soil Pollutants / analysis | Dissolved Organic Matter | Fertilization,Bioaccumulation | Fauna | Metal | Pore water | Potentially toxic element | Wastes,"Conseil Régional de La Réunion, the French Ministry of Agriculture and Food, the European Union | Ademe",GURTDI 20151501-0000735 | 20REC017,,,,,eng,
10.1007/s11419-018-0433-x,,,Effects of exposure to 5-MeO-DIPT during adolescence on brain neurotransmission and neurotoxicity in adult rats,2018,Karolina Noworyta-Sokołowska; Katarzyna Kamińska; Joanna Rzemieniec; Agnieszka Wnuk; Jakub Wojcieszak; Anna Maria Górska; Grzegorz Kreiner; Małgorzata Kajta; Krystyna Gołembiowska,Forensic Toxicology,journal-article,,2018-07-19,1860-8965,1860-8973,Springer Science and Business Media LLC,,"5-MeO-DIPT | Cytotoxicity | DNA damage | Dopamine, serotonin and glutamate | Exposure in adolescence | Neurotransmitter release",,,,,,,eng,
10.1007/s11481-025-10231-4,,,"Sigma-1 Receptor Activation by Fluvoxamine Ameliorates ER Stress, Synaptic Dysfunction and Behavioral Deficits in a Ketamine Model of Schizophrenia",2025,Mariam K. Ahmed; Kareem Abdou; Weam W. Ibrahim; Ahmed F. Mohamed; Noha A. El-Boghdady,Journal of Neuroimmune Pharmacology,journal-article,,2025-07-25,1557-1890,1557-1904,Springer Science and Business Media LLC,"Animals | Receptors, sigma / agonists | Receptors, sigma / metabolism | Sigma-1 Receptor | Ketamine / toxicity | Fluvoxamine / pharmacology | Fluvoxamine / therapeutic use | Rats | Schizophrenia / chemically induced | Schizophrenia / drug therapy | Schizophrenia / metabolism | Male | Endoplasmic Reticulum Stress / drug effects | Endoplasmic Reticulum Stress / physiology | Rats, Sprague-Dawley | Disease Models, Animal | Synapses / drug effects",Chaperones | ER Stress | Misfolded proteins | NMDAR | Schizophrenia | Sigma-1 receptor,,,,,,,eng,
10.1007/s12035-025-05608-8,,,Unraveling Cannabidiol's Dual Modulatory Role in Schizophrenia: Network Pharmacology and In Vivo Validation of Neuroinflammatory and Behavioral Modulation.,2025,Wei Y; Liu X; Lin S; Jia Z; Liu L; Wang B; Liao L; Mei X,Molecular neurobiology,Journal Article,,2025-12-10,0893-7648,1559-1182,,"Cannabidiol / pharmacology | Cannabidiol / therapeutic use | Animals | Schizophrenia / drug therapy | Schizophrenia / metabolism | Schizophrenia / pathology | Network Pharmacology / methods | Male | Neuroinflammatory Diseases / drug therapy | Neuroinflammatory Diseases / pathology | Behavior, Animal / drug effects | Cytokines / metabolism | Mice | Microglia / drug effects | Microglia / metabolism | Lipopolysaccharides | Receptor, Serotonin, 5-HT1A / metabolism | Disease Models, Animal | Mice, Inbred C57BL",5HT1AR-MAPK signaling pathway | Cannabidiol | Network pharmacology | Neuroinflammation | Schizophrenia therapy,the Scientific Startup Foundation for Doctors of North Sichuan Medical College | the Nanchong Science and Technology Bureau | the Famous and Senior Traditional Chinese Medicine Physicians' Medical Records Research Center | Sichuan Provincial Natural Science Foundation,CBY23-QDA03 | CBY23-QDA11 | No. 22SXQT0162 | YAZX21-YB-34 | 24NSFSC1730,,,,,eng,
10.1016/0006-8993(90)91718-v,,,Destruction of the nucleus raphe obscurus and potentiation of serotonin-mediated behaviors following administration of the neurotoxin 3-acetylpyridine,1990,Scott Wieland; Margaret S. Kreider; Paul McGonigle; Irwin Lucki,Brain Research,journal-article,,1990-06-01,0006-8993,1872-6240,Elsevier BV,"8-Hydroxy-2-(di-n-propylamino)tetralin | Animals | Body Temperature Regulation / drug effects | Brain / drug effects | Brain / metabolism | Dose-Response Relationship, Drug | Hydroxyindoleacetic Acid / metabolism | Male | Neurons / cytology | Neurons / drug effects | Neurons / physiology | Neurotoxins / toxicity | Pyridines / toxicity | Raphe Nuclei / drug effects | Raphe Nuclei / pathology | Raphe Nuclei / physiology | Rats | Rats, Inbred Strains | Receptors, Serotonin / drug effects | Receptors, Serotonin / metabolism | Serotonin / metabolism | Serotonin / physiology | Serotonin Antagonists / pharmacology | Spinal Cord / metabolism | Stereotyped Behavior / drug effects | Tetrahydronaphthalenes / pharmacology | Tremor / physiopathology",,NIMH NIH HHS,MH 14654 | MH 36262 | MH 43821,,,,,eng,
10.1016/0006-8993(95)00201-z,,,"Activation of glycogen phosphorylase by serotonin and 3,4-methylenedioxymethamphetamine in astroglial-rich primary cultures: involvement of the 5-HT2A receptor",1995,Jose Conrado Poblete; Efrain C. Azmitia,Brain Research,journal-article,,1995-05-01,0006-8993,1872-6240,Elsevier BV,"3,4-Methylenedioxyamphetamine / pharmacology | Animals | Astrocytes / enzymology | Cells, Cultured | Enzyme Activation | Glycogen / metabolism | Osmolar Concentration | Phosphorylases / metabolism | Rats | Rats, Sprague-Dawley | Receptors, Serotonin / physiology | Serotonin / pharmacology | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology",,PHS HHS,271-90-7403,,,,,eng,
10.1016/0014-5793(95)01389-x,,,Expression of functional mouse 5‐HT<sub>5A</sub> serotonin receptor in the methylotrophic yeast <i>Pichia pastoris</i>: pharmacological characterization and localization,1995,H M Weiss; W Haase; H Michel; H Reiländer,FEBS Letters,journal-article,,1995-12-27,0014-5793,1873-3468,Wiley,"Animals | Binding, Competitive | Cloning, Molecular | Genetic Vectors | Lysergic Acid Diethylamide / metabolism | Membrane Proteins / genetics | Mice | Microscopy, Immunoelectron | Pichia / genetics | Proto-Oncogene Proteins c-myc / genetics | Receptors, Serotonin / genetics | Receptors, Serotonin / metabolism | Recombinant Fusion Proteins / metabolism | Transformation, Genetic",,,,,,,,eng,
10.1016/j.bbr.2019.112347,,,The metaplastic effects of ketamine on sucrose renewal and contextual memory reconsolidation in rats,2019,Alessandro Piva; Lucia Caffino; Laura Padovani; Nicholas Pintori; Francesca Mottarlini; Giuseppe Sferrazza; Giovanna Paolone; Fabio Fumagalli; Cristiano Chiamulera,Behavioural Brain Research,journal-article,,2019-11-07,0166-4328,1872-7549,Elsevier BV,"Amygdala / drug effects | Amygdala / metabolism | Animals | Behavior, Animal / physiology | Excitatory Amino Acid Antagonists / administration & dosage | Excitatory Amino Acid Antagonists / pharmacology | Extinction, Psychological / drug effects | Hippocampus / drug effects | Hippocampus / metabolism | Ketamine / administration & dosage | Ketamine / pharmacology | Male | Memory Consolidation / drug effects | Neuronal Plasticity / drug effects | Nucleus Accumbens / drug effects | Nucleus Accumbens / metabolism | Rats | Rats, Sprague-Dawley | Receptor, Metabotropic Glutamate 5 / drug effects | Receptors, AMPA / drug effects | Receptors, N-Methyl-D-Aspartate / drug effects | Sucrose / administration & dosage | Sweetening Agents / administration & dosage","Ketamine | Metaplasticity | Renewal, memory reconsolidation",,,,,,,eng,
10.1016/j.biopha.2022.114079,,,"Early treatment with JNJ-46356479, a mGluR2 modulator, improves behavioral and neuropathological deficits in a postnatal ketamine mouse model of schizophrenia",2022,A. Martínez-Pinteño; N. Rodríguez; D. Olivares; S. Madero; M. Gómez; L. Prohens; C. García-Rizo; S. Mas; C. Morén; E. Parellada,Biomedicine & Pharmacotherapy,journal-article,,2022-12-13,0753-3322,1950-6007,Elsevier BV,"Mice | Animals | Ketamine / pharmacology | Ketamine / therapeutic use | Schizophrenia / chemically induced | Schizophrenia / drug therapy | Schizophrenia / metabolism | Receptors, Metabotropic Glutamate / metabolism | Receptors, Metabotropic Glutamate / therapeutic use | Clozapine / therapeutic use",Antipsychotic | JNJ-46356479 | MGluR2 | Mouse model | Positive allosteric modulator | Schizophrenia,,,,,,,eng,
10.1016/j.biopha.2024.116739,,,Ketamine administration causes cognitive impairment by destroying the circulation function of the glymphatic system,2024,Xue Wu; Xue Wu; Gehua Wen; Lei Yan; Yexin Wang; Xinghua Ren; Guiji Li; Yu Luo; Junbo Shang; Lei Lu,Biomedicine & Pharmacotherapy,journal-article,,2024-05-16,0753-3322,1950-6007,Elsevier BV,"Animals | Ketamine / pharmacology | Ketamine / toxicity | Astrocytes / drug effects | Astrocytes / metabolism | Cognitive Dysfunction / chemically induced | Cognitive Dysfunction / metabolism | Mice | Male | Hippocampus / drug effects | Hippocampus / metabolism | Glymphatic System / drug effects | Glymphatic System / metabolism | Proto-Oncogene Proteins c-akt / metabolism | Aquaporin 4 / metabolism | Aquaporin 4 / genetics | Receptor, Serotonin, 5-HT2C / metabolism | Receptor, Serotonin, 5-HT2C / genetics | Mice, Inbred C57BL | Cells, Cultured | Proto-Oncogene Proteins c-fos / metabolism | Proto-Oncogene Proteins c-fos / genetics | PTEN Phosphohydrolase / metabolism | PTEN Phosphohydrolase / genetics",5-HT2c | Aqp4 | Cognitive impairment | Glymphatic system | Ketamine | ΔFosb,,,,,,,eng,
10.1016/j.bmcl.2007.01.013,,,High-affinity carbamate analogues of morphinan at opioid receptors,2007,Xuemei Peng; Brian I. Knapp; Jean M. Bidlack; John L. Neumeyer,Bioorganic & Medicinal Chemistry Letters,journal-article,,2007-01-18,0960-894X,1464-3405,Elsevier BV,"Animals | Binding, Competitive / drug effects | CHO Cells | Carbamates / chemical synthesis | Carbamates / pharmacology | Cell Membrane / drug effects | Cell Membrane / metabolism | Cricetinae | Cricetulus | Guanosine 5'-O-(3-Thiotriphosphate) / metabolism | Ligands | Morphinans / chemical synthesis | Morphinans / pharmacology | Narcotic Antagonists | Receptors, Opioid / agonists | Receptors, Opioid / drug effects | Receptors, Opioid, delta / agonists | Receptors, Opioid, delta / antagonists & inhibitors | Receptors, Opioid, kappa / agonists | Receptors, Opioid, kappa / antagonists & inhibitors | Receptors, Opioid, mu / agonists | Receptors, Opioid, mu / antagonists & inhibitors",,NIDA NIH HHS,K05 DA000360 | R01 DA014251 | K05 DA 00360 | R01 DA 14251,,,,,eng,
10.1016/j.bmcl.2020.127669,,,"Discovery and SAR studies of 2-alkyl-3-phenyl-2,4,5,6,7,8-hexahydropyrazolo[3,4-d]azepines as 5-HT7/2 inhibitors leading to the identification of a clinical candidate",2020,Curt A. Dvorak; Dale A. Rudolph; Diane Nepomuceno; Lisa Dvorak; Brian Lord; Ian Fraser; Pascal Bonaventure; Timothy Lovenberg; Nicholas I. Carruthers,Bioorganic & Medicinal Chemistry Letters,journal-article,,2020-11-07,0960-894X,1464-3405,Elsevier BV,"Animals | Azepines / chemical synthesis | Azepines / chemistry | Azepines / pharmacology | Dogs | Dose-Response Relationship, Drug | Drug Discovery | Haplorhini | Humans | Mice | Molecular Structure | Rats | Receptors, Serotonin / metabolism | Receptors, Serotonin, 5-HT2 / metabolism | Serotonin Antagonists / chemical synthesis | Serotonin Antagonists / chemistry | Serotonin Antagonists / pharmacology | Structure-Activity Relationship",5HT2A | 5HT7 | Dual 5HT7/5HT2A modulators | Pyrazoloazepines | Serotonin,,,,,,,eng,
10.1016/j.brainres.2006.01.017,,,"Neonatal 3,4-methylenedioxymethamphetamine (MDMA) exposure alters neuronal protein kinase A activity, serotonin and dopamine content, and [35S]GTPγS binding in adult rats",2006,Cynthia A. Crawford; Michael T. Williams; Jodie L. Kohutek; Fiona Y. Choi; Shelly T. Yoshida; Sanders A. McDougall; Charles V. Vorhees,Brain Research,journal-article,,2006-02-15,0006-8993,1872-6240,Elsevier BV,"3,4-Dihydroxyphenylacetic Acid / metabolism | Age Factors | Animals | Animals, Newborn | Brain / cytology | Brain / drug effects | Brain / enzymology | Cyclic AMP-Dependent Protein Kinases / drug effects | Dopamine / metabolism | Female | Follow-Up Studies | Guanosine 5'-O-(3-Thiotriphosphate) / metabolism | Hallucinogens / pharmacology | Hippocampus / cytology | Hippocampus / drug effects | Hippocampus / enzymology | Male | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Neurons / drug effects | Neurons / enzymology | Prosencephalon / cytology | Prosencephalon / drug effects | Prosencephalon / enzymology | Random Allocation | Rats | Rats, Sprague-Dawley | Serotonin / metabolism | Sex Factors",,NIDA NIH HHS,DA006733 | K01 DA014269 | R01 DA021394 | R01 DA006733 | DA014269,,,,,eng,
