# discovered queue (mechanistic) generated at 2026-04-20T16:01:59.580545+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1155/2015/837042,MDA,,"Properties of Resveratrol:<i>In Vitro</i>and<i>In Vivo</i>Studies about Metabolism, Bioavailability, and Biological Effects in Animal Models and Humans",2015,Juan Gambini; Marta Inglés; G. Olaso; Raúl López-Grueso; Vicent Bonet-Costa; Lucía Gimeno-Mallench; Cristina Mas‐Bargues; Kheira M. Abdelaziz; Mari Carmen Gómez‐Cabrera; José Viña
10.18632/oncotarget.6220,DOB,,Prostate cancer stem cells: the role of androgen and estrogen receptors,2015,Erika Di Zazzo; Giovanni Galasso; Pia Giovannelli; Marzia Di Donato; Annalisa Di Santi; Gustavo Cernera; Valentina Rossi; Ciro Abbondanza; Bruno Moncharmont; Antonio Agostino Sinisi
10.15363/thinklab.d65,Bufotenin,,"Protein (target, carrier, transporter, and enzyme) interactions in DrugBank",2015,Daniel Himmelstein; Sabrina Chen
10.1016/j.ejphar.2015.07.044,MDMA,DAT (SLC6A3),Psychostimulants affect dopamine transmission through both dopamine transporter-dependent and independent mechanisms.,2015,Dela Peña I; Gevorkiana R; Shi WX
10.7490/f1000research.1110806.1,,D1 receptor (DRD1),Quantitative pharmacology of the Dopamine DRD1 receptor using baculovirus and controlled expression,2015,Jamie Cartland
10.1007/978-3-319-25495-1_2,,delta opioid receptor (OPRD1),"Recent History on Delta Opioid Receptors and Ligands: Biased Mechanisms, and Opioid Delta-Mu and Delta-Kappa Receptor Heteromers",2015,Kwen-Jen Chang; Shoupu Yi; Yuehai Shen
10.1016/j.bbr.2014.07.016,LSD,5-HT2A,Recent advances in the neuropsychopharmacology of serotonergic hallucinogens.,2015,Halberstadt AL
10.1016/j.coph.2014.11.006,Ketamine,NMDA receptor,Recent insights into the mode of action of memantine and ketamine.,2015,Johnson JW; Glasgow NG; Povysheva NV
10.1016/j.neuropharm.2015.08.034,LSD,5-HT2A,"Receptor interaction profiles of novel N-2-methoxybenzyl (NBOMe) derivatives of 2,5-dimethoxy-substituted phenethylamines (2C drugs).",2015,Rickli A; Luethi D; Reinisch J; Buchy D; Hoener MC; Liechti ME
10.1007/978-3-319-25495-1_7,,delta opioid receptor (OPRD1),Regulation of Membrane Transporters by Delta-Opioid Receptors,2015,Lu Pu; Yinfang Xu; Wolfgang Schwarz
10.1085/jgp.201411339,DOM,,Regulation of the transient receptor potential channel TRPM3 by phosphoinositides.,2015,Tóth BI; Konrad M; Ghosh D; Mohr F; Halaszovich CR; Leitner MG; Vriens J; Oberwinkler J; Voets T
10.1177/1535370214549531,,D1 receptor (DRD1),Repeated ketamine administration alters N-methyl-D-aspartic acid receptor subunit gene expression: implication of genetic vulnerability for ketamine abuse and ketamine psychosis in humans.,2015,Xu K; Lipsky RH
10.1111/dom.12596,DOM,,Review of head‐to‐head comparisons of glucagon‐like peptide‐1 receptor agonists,2015,Sten Madsbad
10.3390/membranes5020197,,M2 muscarinic receptor (CHRM2),Revisiting the Endocytosis of the M2 Muscarinic  Acetylcholine Receptor,2015,Wymke Ockenga; Ritva Tikkanen
10.1016/j.jphs.2014.12.013,DMT,Sigma-1 receptor (SIGMAR1),Role of the Sigma-1 receptor in Amyotrophic Lateral Sclerosis (ALS).,2015,Mavlyutov TA; Guo LW; Epstein ML; Ruoho AE
10.1016/j.euroneuro.2015.10.003,,5-HT7,S100B interacts with the serotonin 5-HT7 receptor to regulate a depressive-like behavior,2015,Nikolas Stroth; Per Svenningsson
10.1111/bph.13212,Salvinorin A,kappa opioid receptor (OPRK1),Salvinorin A analogues PR-37 and PR-38 attenuate compound 48/80-induced itch responses in mice.,2015,Salaga M; Polepally PR; Zielinska M; Marynowski M; Fabisiak A; Murawska N; Sobczak K; Sacharczuk M; Do Rego JC; Roth BL
10.2903/j.efsa.2015.4141,DOB,,Scientific Opinion on the risks for human health related to the presence of tetrahydrocannabinol (THC) in milk and other food of animal origin,2015,EFSA Panel on Contaminants in the Food Chain (CONTAM)
10.1016/j.neulet.2015.01.077,MDMA,NET (SLC6A2),Serotonin transporter (5-HTTLPR) and norepinephrine transporter (NET) gene polymorphisms: Susceptibility and treatment response of electroconvulsive therapy in treatment resistant depression,2015,Mervi Kautto; Olli Kampman; Nina Mononen; Terho Lehtimäki; Susann Haraldsson; Pasi A. Koivisto; Esa Leinonen
10.1016/j.neuroscience.2015.03.050,LSD,5-HT2C,Serotonin-2C and -2a receptor co-expression on cells in the rat medial prefrontal cortex.,2015,Nocjar C; Alex KD; Sonneborn A; Abbas AI; Roth BL; Pehek EA
10.1016/j.freeradbiomed.2015.04.009,DMT,Sigma-1 receptor (SIGMAR1),"Sigma 1 receptor regulates the oxidative stress response in primary retinal Müller glial cells via NRF2 signaling and system xc(-), the Na(+)-independent glutamate-cystine exchanger.",2015,Wang J; Shanmugam A; Markand S; Zorrilla E; Ganapathy V; Smith SB
10.1002/0471141755.ph0134s71,,Sigma-2 receptor (TMEM97),Sigma Receptor Binding Assays,2015,Uyen B. Chu; Arnold E. Ruoho
10.1096/fasebj.29.1_supplement.768.5,,Sigma-2 receptor (TMEM97),Sigma‐1 Receptor Attenuates Methamphetamine Stimulation of Dopamine Transporter Activity,2015,Danielle Sambo; Min Lin; Habibeh Khoshbouei
10.1111/apha.12532,DOB,,Skeletal muscle homeostasis and plasticity in youth and ageing: impact of nutrition and exercise,2015,Matthew S. Brook; Daniel J. Wilkinson; Bethan E. Phillips; Joaquín Pérez‐Schindler; Andrew Philp; Kenneth Smith; Philip J. Atherton
10.1155/2015/238482,,CB1 receptor (CNR1),Small Molecules from Nature Targeting G-Protein Coupled Cannabinoid Receptors: Potential Leads for Drug Discovery and Development.,2015,Sharma C; Sadek B; Goyal SN; Sinha S; Kamal MA; Ojha S
10.1016/j.neuroscience.2015.01.029,,AMPA receptor,Stimulation of glutamate receptors in the ventral tegmental area is necessary for serotonin-2 receptor-induced increases in mesocortical dopamine release.,2015,Pehek EA; Hernan AE
10.1038/nsmb.2965,DMT,Sigma-1 receptor (SIGMAR1),Structural basis for bifunctional peptide recognition at human δ-opioid receptor,2015,Gustavo Fenalti; Nadia A. Zatsepin; Cecilia Betti; Patrick T. Giguere; Gye Won Han; Andrii Ishchenko; Weiwei Liu; Karel Guillemyn; Haitao Zhang; Daniel James
10.1016/j.pharmthera.2015.01.009,,5-HT1E,Structure and function of serotonin G protein-coupled receptors.,2015,McCorvy JD; Roth BL
10.1155/2015/483942,DOI,5-HT2A,Study on the Antinociceptive Effects of Herba Epimedium in Mice.,2015,Sun JH; Ruan XJ; Wang LN; Liang S; Li XP
10.3389/fncel.2015.00200,DOI,5-HT2A,Suppression of piriform cortex activity in rat by corticotropin-releasing factor 1 and serotonin 2A/C receptors.,2015,Narla C; Dunn HA; Ferguson SS; Poulter MO
10.1016/j.bmcl.2015.06.092,Salvinorin A,kappa opioid receptor (OPRK1),Synthesis and biological evaluation of 2-alkyl-2-methoxymethyl-salvinorin ethers as selective κ-opioid receptor agonists.,2015,Lee DY; Deng G; Ma Z; Xu W; Yang L; Liu J; Dai R; Liu-Chen LY
10.1016/j.bmcl.2015.10.012,DOI,5-HT2A,Synthesis and evaluation of aporphine analogs containing C1 allyl isosteres at the h5-HT(2A) receptor.,2015,Ponnala S; Kapadia N; Madapa S; Alberts IL; Harding WW
10.1016/j.bmc.2014.12.011,2C-B,5-HT2A,"Synthesis and pharmacological evaluation of N-benzyl substituted 4-bromo-2,5-dimethoxyphenethylamines as 5-HT2A/2C partial agonists.",2015,Martin Hansen; Stine E. Jacobsen; S. Plunkett; Gudrun Liebscher; J. McCorvy; H. Bräuner‐Osborne; J. Kristensen
10.1002/dta.1732,MDMA,DAT (SLC6A3),"Synthesis, characterization, and monoamine transporter activity of the new psychoactive substance 3',4'-methylenedioxy-4-methylaminorex (MDMAR).",2015,McLaughlin G; Morris N; Kavanagh PV; Power JD; Twamley B; O'Brien J; Talbot B; Dowling G; Mahony O; Brandt SD
10.1007/s00213-015-4112-x,,5-HT6,"The 5-HT2C receptor agonist, lorcaserin, and the 5-HT6 receptor antagonist, SB-742457, promote satiety; a microstructural analysis of feeding behaviour",2015,Suzanne Higgs; Alison J. Cooper; Nicholas M. Barnes
10.3390/molecules20022208,Noribogaine,,The Anti-Addiction Drug Ibogaine and the Heart: A Delicate Relation,2015,Xaver Koenig; Karlheinz Hilber
10.1007/978-3-319-25495-1_14,,delta opioid receptor (OPRD1),The Delta-Opioid System in the Brain: A Neglected Element in Parkinson’s Disease?,2015,Dongman Chao; Ying Xia
10.1016/S0924-9338(15)30017-1,Psilocybin,5-HT2A,"The Effect of 5-HT2A/1a Agonist Treatment On Social Cognition, Empathy, and Social Decision-making",2015,K. Preller; T. Pokorny; R. Krähenmann; I. Dziobek; P. Stämpfli; F. Vollenweider
10.1124/mol.114.096925,,M3 muscarinic receptor (CHRM3),The Molecular Basis of Oligomeric Organization of the Human M3 Muscarinic Acetylcholine Receptor,2015,María José Varela Liste; Gianluigi Caltabiano; Richard J. Ward; Elisa Alvarez-Curto; Sara Marsango; Graeme Milligan
10.1124/jpet.115.225664,Ketamine,NMDA receptor,"The Prodrug 4-Chlorokynurenine Causes Ketamine-Like Antidepressant Effects, but Not Side Effects, by NMDA/GlycineB-Site Inhibition.",2015,Zanos P; Piantadosi SC; Wu HQ; Pribut HJ; Dell MJ; Can A; Snodgrass HR; Zarate CA Jr; Schwarcz R; Gould TD
10.1155/2016/9730467,MDA,,The Role of Dopamine and Its Dysfunction as a Consequence of Oxidative Stress,2015,Hugo Juárez Olguı́n; David Calderón Guzmán; Ernestina Hernández García; Gerardo Barragán Mejía
10.1007/s00204-015-1513-x,DMT,5-HT2A,The hallucinogenic world of tryptamines: an updated review.,2015,Araújo AM; Carvalho F; Bastos Mde L; Guedes de Pinho P; Carvalho M
10.1186/s12937-016-0186-5,MDA,,The importance of antioxidants which play the role in cellular response against oxidative/nitrosative stress: current state,2015,Ergül Belge Kurutaş
10.1016/j.atherosclerosis.2015.04.487,,Beta1 adrenergic receptor (ADRB1),The influence of bisoprolol on lipids metabolism in patients with heart failure and systolic dysfunction depending on beta1-adrenergic receptor gene polymorphism,2015,M. Udovychenko; I. Rudyk
10.1177/1756285614562419,,5-HT1F,The pharmacological profile and clinical prospects of the oral 5-HT1F receptor agonist lasmiditan in the acute treatment of migraine,2015,U. Reuter; H. Israel; L. Neeb
10.1016/j.ejphar.2015.03.004,MDMA,NET (SLC6A2),"The profile of mephedrone on human monoamine transporters differs from 3,4-methylenedioxymethamphetamine primarily by lower potency at the vesicular monoamine transporter.",2015,Pifl C; Reither H; Hornykiewicz O
10.1007/s00213-014-3658-3,DMT,5-HT2A,"The role of 5-HT2A, 5-HT 2C and mGlu2 receptors in the behavioral effects of tryptamine hallucinogens N,N-dimethyltryptamine and N,N-diisopropyltryptamine in rats and mice.",2015,Carbonaro TM; Eshleman AJ; Forster MJ; Cheng K; Rice KC; Gatch MB
10.1016/j.neuropharm.2014.08.010,LSD,mGluR2 (GRM2),"The role of group II metabotropic glutamate receptors in cognition and anxiety: Comparative studies in GRM2−/−, GRM3−/− and GRM2/3−/− knockout mice",2015,Bianca De Filippis; Louisa Lyon; Amy Taylor; Tracy Lane; Philip W.J. Burnet; Paul J. Harrison; David M. Bannerman
10.1042/BJ20141321,DMT,Sigma-1 receptor (SIGMAR1),The sigma-1 receptors are present in monomeric and oligomeric forms in living cells in the presence and absence of ligands.,2015,Mishra AK; Mavlyutov T; Singh DR; Biener G; Yang J; Oliver JA; Ruoho A; Raicu V
10.1017/s0029665115002438,DOB,,The wasting continuum in heart failure: from sarcopenia to cachexia,2015,Stephan von Haehling
10.1007/978-3-319-25495-1_6,,delta opioid receptor (OPRD1),The δ-Opioid Receptor and Stabilization of Brain Ionic Homeostasis in Hypoxia/Ischemia,2015,Dongman Chao; Ying Xia
10.1016/j.colsurfb.2015.10.050,,5-HT1D,Transthyretin as a new transporter of nanoparticles for receptor-mediated transcytosis in rat brain microvessels.,2015,So Yeun Kim; Eun-Sook Choi; Hyo-Jung Lee; Cheil Moon; Eunjoo Kim
10.4239/wjd.v6.i4.598,DOM,,Type 2 diabetes mellitus: From a metabolic disorder to an inflammatory condition,2015,Iqra Hameed; Shariq Rashid Masoodi; Shahnaz Ahmad Mir; Mudasar Nabi; Khalid Ghazanfar; Bashir Ahmad Ganai
10.1093/toxsci/kfu222,MDMA,SERT (SLC6A4),"Vesicular monoamine transporter 2 and the acute and long-term response to 3,4-(±)-methylenedioxymethamphetamine.",2015,Lizarraga LE; Cholanians AB; Phan AV; Herndon JM; Lau SS; Monks TJ
10.1208/s12248-014-9705-5,MDA,,Vitamin E transporters in cancer therapy.,2015,Alqahtani S; Kaddoumi A
10.1016/j.jep.2015.02.046,DOI,5-HT2A,"Yokukansan, a traditional Japanese medicine, decreases head-twitch behaviors and serotonin 2A receptors in the prefrontal cortex of isolation-stressed mice.",2015,Ueki T; Mizoguchi K; Yamaguchi T; Nishi A; Sekiguchi K; Ikarashi Y; Kase Y
10.35802/103406,,Alpha1B adrenergic receptor (ADRA1B),,2014,
10.1016/j.aca.2014.04.015,MDMA,DAT (SLC6A3),"3,4-Methylenedioxypyrovalerone (MDPV) and metabolites quantification in human and rat plasma by liquid chromatography-high resolution mass spectrometry.",2014,Anizan S; Ellefsen K; Concheiro M; Suzuki M; Rice KC; Baumann MH; Huestis MA
10.1016/b978-0-12-800836-2.00005-2,,5-HT1B,5-HT1B Receptor,2014,Alfredo Meneses
10.1016/j.neuint.2013.11.004,,5-HT1B,5-HT1B receptor modulation of the serotonin transporter in vivo: Studies using KO mice,2014,Sylvia Montañez; Jaclyn L. Munn; W. Anthony Owens; Rebecca E. Horton; Lynette C. Daws
10.1016/b978-0-12-800836-2.00006-4,,5-HT1E,5-HT1E/1F Receptor,2014,Alfredo Meneses
10.1016/b978-0-12-800836-2.00007-6,2C-B,5-HT2A,5-HT2A/2B/2C Receptor,2014,Alfredo Meneses
10.1007/s10495-014-1083-z,,5-HT2B,5-HT2B receptor blockade attenuates β-adrenergic receptor-stimulated myocardial remodeling in rats via inhibiting apoptosis: role of MAPKs and HSPs,2014,Saurabh Bharti; Neha Rani; Jagriti Bhatia; Dharamvir Singh Arya
10.1016/b978-0-12-800836-2.00011-8,,5-HT6,5-HT6 Receptor,2014,Alfredo Meneses
10.1016/b978-0-12-800836-2.00012-x,,5-HT7,5-HT7 Receptor,2014,Alfredo Meneses
10.3389/fnbeh.2014.00391,,5-HT7,5-HT7 receptor activation promotes an increase in TrkB receptor expression and phosphorylation,2014,Anshula Samarajeewa; Lolita Goldemann; Maryam S. Vasefi; Nawaz Ahmed; Nyasha Gondora; Chandni Khanderia; John G. Mielke; Michael A. Beazely
10.3389/fnbeh.2014.00396,,5-HT7,5-HT7 receptor signaling: improved therapeutic strategy in gut disorders,2014,Janice J. Kim; Waliul I. Khan
10.3389/fnbeh.2014.00207,,5-HT7,5-HT7 receptor stimulation and blockade: a therapeutic paradox about memory formation and amnesia,2014,Alfredo Meneses
10.1021/cn500292d,LSD,5-HT2C,<i>N</i>-Benzyl-5-methoxytryptamines as Potent Serotonin 5-HT<sub>2</sub>Receptor Family Agonists and Comparison with a Series of Phenethylamine Analogues,2014,David E. Nichols; Maria F. Sassano; Adam L. Halberstadt; Landon M. Klein; Simon D. Brandt; Simon Elliott; Wolfgang Fiedler
10.2337/diaspect.27.2.82,DOM,,A Brief History of the Development of Diabetes Medications,2014,John R. White
10.1124/jpet.113.212373,,5-HT2B,A Novel Aminotetralin-Type Serotonin (5-HT) 2C Receptor-Specific Agonist and 5-HT2A Competitive Antagonist/5-HT2B Inverse Agonist with Preclinical Efficacy for Psychoses,2014,Clinton E. Canal; Drake Morgan; Daniel E. Felsing; Krishnakanth Kondabolu; Neil E. Rowland; Kimberly L. Robertson; Rajeev Sakhuja; Raymond G. Booth
10.1016/j.bpj.2013.11.2069,MDMA,SERT (SLC6A4),A Quantitative Model of Amphetamine Action on the Serotonin Transporter,2014,Walter Sandtner; Diethart Schmid; Klaus Schicker; Michael Freissmuth; Harald H. Sitte
10.1074/jbc.M114.595090,Noribogaine,,A cytosolic relay of heat shock proteins HSP70-1A and HSP90β monitors the folding trajectory of the serotonin transporter.,2014,El-Kasaby A; Koban F; Sitte HH; Freissmuth M; Sucic S
10.1021/ja508394x,LSD,5-HT2A,A functional selectivity mechanism at the serotonin-2A GPCR involves ligand-dependent conformations of intracellular loop 2.,2014,Perez-Aguilar JM; Shan J; LeVine MV; Khelashvili G; Weinstein H
10.1111/gbb.12121,,D2 receptor (DRD2),A variant in ANKK1 modulates acute subjective effects of cocaine: a preliminary study.,2014,Spellicy CJ; Harding MJ; Hamon SC; Mahoney JJ 3rd; Reyes JA; Kosten TR; Newton TF; De La Garza R 2nd; Nielsen DA
10.1186/s13550-014-0064-0,,5-HT1B,"ABC transporter-dependent brain uptake of the 5-HT1B receptor radioligand [11C]AZ10419369: a comparative PET study in mouse, rat, and guinea pig",2014,Miklós Tóth; Jenny Häggkvist; Andrea Varrone; Sjoerd J Finnema; Janine Doorduin; Masaki Tokunaga; Makoto Higuchi; Balázs Gulyás; Christer Halldin
10.1007/978-1-4614-7320-6_344-1,,AMPA receptor,"AMPA Glutamate Receptor (AMPA Receptor), Conductance Models",2014,Patrick Roberts
10.1161/res.115.suppl_1.200,,Alpha1A adrenergic receptor (ADRA1A),Abstract 200: Novel Interaction of Spinophilin with Alpha1a-Adrenergic Receptor and its Genetic Variant in Cardiovascular Cells,2014,Ekaterina Babaeva; Irina Gradinaru; Debra A Schwinn; Anush Oganesian
10.1016/j.bpj.2013.11.630,,M2 muscarinic receptor (CHRM2),Activation of the M2 Muscarinic Receptor and Computer-Aided Design of Receptor-Selective Allosteric Drugs,2014,Yinglong Miao; J. Andrew McCammon
10.1002/dev.21169,MDMA,SERT (SLC6A4),Adolescent MDMA exposure diminishes the physiological and neurotoxic consequences of an MDMA binge in female rats.,2014,Piper BJ; Henderson CS; Meyer JS
10.1038/scibx.2014.900,,Beta2 adrenergic receptor (ADRB2),Adrenergic receptor β2 (ADRB2),2014,
10.3389/fnmol.2014.00094,Ketamine,NMDA receptor,Age dependence of the rapid antidepressant and synaptic effects of acute NMDA receptor blockade.,2014,Nosyreva E; Autry AE; Kavalali ET; Monteggia LM
10.1016/j.neuint.2013.11.010,MDMA,DAT (SLC6A3),"Aminorex, a metabolite of the cocaine adulterant levamisole, exerts amphetamine like actions at monoamine transporters.",2014,Hofmaier T; Luf A; Seddik A; Stockner T; Holy M; Freissmuth M; Ecker GF; Schmid R; Sitte HH; Kudlacek O
