seed_id,dataset,family,query,compound,entity,entity_type,template
disorder_03258,disorder,pair_core,Salvinorin A Opioid use disorder clinical trial,Salvinorin A,Opioid use disorder,indication,{compound} {entity} clinical trial
disorder_03259,disorder,pair_core,Salvinorin A Opioid use disorder randomized placebo,Salvinorin A,Opioid use disorder,indication,{compound} {entity} randomized placebo
disorder_03260,disorder,pair_core,Salvinorin A Opioid use disorder treatment outcome,Salvinorin A,Opioid use disorder,indication,{compound} {entity} treatment outcome
disorder_03261,disorder,pair_core,Salvinorin A Cannabis use disorder clinical trial,Salvinorin A,Cannabis use disorder,indication,{compound} {entity} clinical trial
disorder_03262,disorder,pair_core,Salvinorin A Cannabis use disorder randomized placebo,Salvinorin A,Cannabis use disorder,indication,{compound} {entity} randomized placebo
disorder_03263,disorder,pair_core,Salvinorin A Cannabis use disorder treatment outcome,Salvinorin A,Cannabis use disorder,indication,{compound} {entity} treatment outcome
disorder_03264,disorder,pair_core,Salvinorin A Cocaine use disorder clinical trial,Salvinorin A,Cocaine use disorder,indication,{compound} {entity} clinical trial
disorder_03265,disorder,pair_core,Salvinorin A Cocaine use disorder randomized placebo,Salvinorin A,Cocaine use disorder,indication,{compound} {entity} randomized placebo
disorder_03266,disorder,pair_core,Salvinorin A Cocaine use disorder treatment outcome,Salvinorin A,Cocaine use disorder,indication,{compound} {entity} treatment outcome
disorder_03267,disorder,pair_core,Salvinorin A Methamphetamine use disorder clinical trial,Salvinorin A,Methamphetamine use disorder,indication,{compound} {entity} clinical trial
disorder_03268,disorder,pair_core,Salvinorin A Methamphetamine use disorder randomized placebo,Salvinorin A,Methamphetamine use disorder,indication,{compound} {entity} randomized placebo
disorder_03269,disorder,pair_core,Salvinorin A Methamphetamine use disorder treatment outcome,Salvinorin A,Methamphetamine use disorder,indication,{compound} {entity} treatment outcome
disorder_03270,disorder,pair_core,Salvinorin A Stimulant use disorder clinical trial,Salvinorin A,Stimulant use disorder,indication,{compound} {entity} clinical trial
disorder_03271,disorder,pair_core,Salvinorin A Stimulant use disorder randomized placebo,Salvinorin A,Stimulant use disorder,indication,{compound} {entity} randomized placebo
disorder_03272,disorder,pair_core,Salvinorin A Stimulant use disorder treatment outcome,Salvinorin A,Stimulant use disorder,indication,{compound} {entity} treatment outcome
disorder_03273,disorder,pair_core,Salvinorin A Substance use disorder clinical trial,Salvinorin A,Substance use disorder,indication,{compound} {entity} clinical trial
disorder_03274,disorder,pair_core,Salvinorin A Substance use disorder randomized placebo,Salvinorin A,Substance use disorder,indication,{compound} {entity} randomized placebo
disorder_03275,disorder,pair_core,Salvinorin A Substance use disorder treatment outcome,Salvinorin A,Substance use disorder,indication,{compound} {entity} treatment outcome
disorder_03276,disorder,pair_core,Salvinorin A Generalized anxiety disorder clinical trial,Salvinorin A,Generalized anxiety disorder,indication,{compound} {entity} clinical trial
