pilot_record_id,dataset,bucket,study_doi,input_tier,access_level,expected_screening_relevance,route_hint,route_hint_confidence,route_hint_basis,study_title,study_year,authors,study_journal,publication_type,screening_record_count,source_type,source_path
pilot-05ddf078a7ec6ade,mechanistic,full_text_relevant,10.1124/jpet.123.001837,full_text,full_text_seen,relevant,unknown,low,publication_type_generic,"Novel Benzofuran Derivatives Induce Monoamine Release and Substitute for the Discriminative Stimulus Effects of 3,4-Methylenedioxymethamphetamine",2024,Candace B. Johnson; Donna Walther; Matthew J. Baggott; Lisa E. Baker; Michael H. Baumann,Journal of Pharmacology and Experimental Therapeutics,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.lean_e2e.jsonl
pilot-059e529179d700ff,mechanistic,full_text_relevant,10.1590/1516-4446-2020-1685,full_text,full_text_seen,relevant,likely_secondary,high,publication_type_secondary | trial_registry_present,Does mismatch negativity have utility for NMDA receptor drug development in depression?,2022,Murphy N; Lijffijt M; Ramakrishnan N; Vo-Le B; Vo-Le B; Iqbal S; Iqbal T; O'Brien B; Smith MA; Swann AC,"Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999)",Journal Article | Review,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.lean_e2e.jsonl
pilot-060643facb90686b,mechanistic,full_text_relevant,10.3389/fnins.2016.00423,full_text,full_text_seen,relevant,unknown,low,publication_type_generic,"The Endogenous Hallucinogen and Trace Amine N,N-Dimethyltryptamine (DMT) Displays Potent Protective Effects against Hypoxia via Sigma-1 Receptor Activation in Human Primary iPSC-Derived Cortical Neurons and Microglia-Like Immune Cells",2016,Attila Szabo; Attila Kovacs; Jordi Riba; Srdjan Djurovic; Eva Rajnavolgyi; Ede Frecska,Frontiers in Neuroscience,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.lean_e2e.jsonl
pilot-05b0c1f6053ef47a,mechanistic,full_text_relevant,10.3389/fphar.2023.1239159,full_text,full_text_seen,relevant,likely_secondary,low,abstract_secondary,μ-opioid receptor agonists and psychedelics: pharmacological opportunities and challenges,2023,Leah M. Salinsky; Christina R. Merritt; Joshua C. Zamora; Juliana L. Giacomini; Noelle C. Anastasio; Kathryn A. Cunningham,Frontiers in Pharmacology,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.lean_e2e.jsonl
pilot-2b4c0cff0b1b2481,disorder,full_text_uncertain,10.1007/s00213-016-4377-8,full_text,full_text_seen,uncertain,likely_primary,low,abstract_primary,Ayahuasca enhances creative divergent thinking while decreasing conventional convergent thinking,2016,K. P. C. Kuypers; J. Riba; M. de la Fuente Revenga; S. Barker; E. L. Theunissen; J. G. Ramaekers,Psychopharmacology,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_fulltext_packets.lean_e2e.jsonl
pilot-2bc487cbd92d333f,disorder,full_text_uncertain,10.1093/ijnp/pyw043.222,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,PS222. Ketamine Exerts a Prolonged Reduction in Suicidal Ideation Independent of its Antidepressant Effects,2016,Jennifer L. Phillips; Sandhaya Norris; Jeanne Talbot; Olabisi Owoeye; Pierre Blier,The International Journal of Neuropsychopharmacology,article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_fulltext_packets.lean_e2e.jsonl
pilot-261475f64c4befb9,disorder,full_text_uncertain,10.2174/1573413713666170619092629,full_text,full_text_seen,uncertain,ambiguous,high,publication_type_secondary | publication_type_primary,Dreams and Psychedelics: Neurophenomenological Comparison and Therapeutic Implications,2017,Rainer Kraehenmann,Current neuropharmacology,Comparative Study | Journal Article | Review,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_fulltext_packets.lean_e2e.jsonl
pilot-280ebe3a9b79c2de,disorder,full_text_uncertain,10.3390/brainsci15020117,full_text,full_text_seen,uncertain,likely_secondary,medium,title_secondary,Psychedelic-Induced Neural Plasticity: A Comprehensive Review and a Discussion of Clinical Implications,2025,Francesco Weiss; Anna Magnesa; Matteo Gambini; Riccardo Gurrieri; Eric Annuzzi; Camilla Elefante; Giulio Perugi; Donatella Marazziti,Brain Sciences,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_fulltext_packets.lean_e2e.jsonl
pilot-29d72e53368f3ec2,disorder,full_text_uncertain,10.3390/ijerph23020255,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,"Cannabis and Psychedelics Among U.S. Young Adults: Use, Messaging Exposure, Perceptions, and Legalization Support",2026,Carla J. Berg; Cassidy R. LoParco; Darcey M. McCready; Laura C. Schubel; Patricia A. Cavazos-Rehg; Erin Kasson; Shriya Thakkar; Diane M. Ndisebuye; Y. Tony Yang,International Journal of Environmental Research and Public Health,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_fulltext_packets.lean_e2e.jsonl
pilot-2a1bd3f2eacf38e3,disorder,full_text_uncertain,10.5312/wjo.v15.i9.882,full_text,full_text_seen,uncertain,ambiguous,medium,abstract_secondary | abstract_primary,Pain management in acute musculoskeletal injury: Effect of opioid vs nonopioid medications.,2024,Fiore M; Nasto LA; McCaffery E; Barletta F; Visconti A; Gargano F; Pola E; Pace MC,World journal of orthopedics,Journal Article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_fulltext_packets.lean_e2e.jsonl
pilot-25827af6350237c4,disorder,full_text_uncertain,10.7759/cureus.100490,full_text,full_text_seen,uncertain,likely_secondary,medium,title_secondary,The Present and Future of Pain Management in Patients With Chronic Kidney Disease: A Narrative Review,2025,Igor Wilderman; Francesca Sarzetto; Budvin Wijetillake; Sydney Verdun,Cureus,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_fulltext_packets.lean_e2e.jsonl
pilot-1bef0b0701586188,mechanistic,full_text_uncertain,10.1038/s41598-020-61635-6,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,Gut microbiota manipulation during the prepubertal period shapes behavioral abnormalities in a mouse neurodevelopmental disorder model,2020,Justin M. Saunders; José L. Moreno; Daisuke Ibi; Masoumeh Sikaroodi; Dae Joong Kang; Raquel Muñoz-Moreno; Swati S. Dalmet; Adolfo García-Sastre; Patrick M. Gillevet; Mikhail G. Dozmorov,Scientific Reports,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.lean_e2e.jsonl
pilot-2417cf9b8ab02077,mechanistic,full_text_uncertain,10.1093/ijnp/pyae007,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,Making Sense of Psychedelics in the CNS,2024,Blake A Fordyce; Bryan L Roth,The International Journal of Neuropsychopharmacology,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.lean_e2e.jsonl
pilot-244157f02b0029c3,mechanistic,full_text_uncertain,10.1124/dmd.109.028506,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,"Effects of Dose and Route of Administration on Pharmacokinetics of (±)-3,4-Methylenedioxymethamphetamine in the Rat",2009,Michael H. Baumann; Dorota Zolkowska; Insook Kim; Karl B. Scheidweiler; Richard B. Rothman; Marilyn A. Huestis,Drug Metabolism and Disposition,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.lean_e2e.jsonl
pilot-22b760c9ccc11a38,mechanistic,full_text_uncertain,10.3389/fnmol.2021.748359,full_text,full_text_seen,uncertain,likely_secondary,low,abstract_secondary,Serotonergic Psychedelics in Neural Plasticity,2021,Kacper Lukasiewicz; Jacob J. Baker; Yi Zuo; Ju Lu,Frontiers in Molecular Neuroscience,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.lean_e2e.jsonl
pilot-20ce329e79f51969,mechanistic,full_text_uncertain,10.3390/ijms26073075,full_text,full_text_seen,uncertain,likely_secondary,low,abstract_secondary,"Epigenetic Echoes: Bridging Nature, Nurture, and Healing Across Generations",2025,Blerida Banushi; Jemma Collova; Helen Milroy,International Journal of Molecular Sciences,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.lean_e2e.jsonl
pilot-197c560d3b6f687b,mechanistic,full_text_uncertain,10.3390/ph14100985,full_text,full_text_seen,uncertain,likely_primary,high,trial_registry_present,Rediscovering Psilocybin as an Antidepressive Treatment Strategy,2021,Rene Zeiss; Maximilian Gahr; Heiko Graf,Pharmaceuticals,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.lean_e2e.jsonl
pilot-226f070d50f94ac5,mechanistic,full_text_uncertain,10.5937/jomb0-56862,full_text,full_text_seen,uncertain,likely_primary,low,abstract_primary,"Esketamine modulates postoperative biochemical markers of oxidative stress, inflammation, and immune dysregulation in laparoscopic colorectal cancer surgery",2025,Peng Chen; Kun Qian; Kairun Zhu; Lu Xiaoqing; Liu Dajin,Journal of Medical Biochemistry,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.lean_e2e.jsonl
pilot-0343bd5d75e66ad1,disorder,abstract_relevant,10.1001/jamapsychiatry.2023.4680,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Psilocybin in Bipolar II Study Provides Preliminary Data on Safety,2023,David B. Yaden; Natalie Gukasyan; Sandeep M. Nayak,JAMA Psychiatry,article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-032b82588af9a875,disorder,abstract_relevant,10.1016/j.jad.2017.04.057,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Anhedonia as a clinical correlate of suicidal thoughts in clinical ketamine trials,2017,Elizabeth D. Ballard; Kathleen Wills; Níall Lally; Erica M. Richards; David A. Luckenbaugh; Tessa Walls; Rezvan Ameli; Mark J. Niciu; Nancy E. Brutsche; Lawrence Park,Journal of Affective Disorders,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-02c225617d91174e,disorder,abstract_relevant,10.1016/j.psychres.2021.114212,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Relationships between reduction in symptoms and restoration of function and wellbeing: Outcomes of the Oral Ketamine Trial on Suicidality (OKTOS),2021,Denise Beaudequin; Adem T. Can; Monique Jones; Cian Yang; Jennifer K. Scherman; Megan Dutton; Paul Schwenn; Cyrana Gallay Grace Forsyth; Emma Jensen; Daniel F. Hermens,Psychiatry Research,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-0340b9a83a62472b,disorder,abstract_relevant,10.1021/acschemneuro.3c00677,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Uncovering Structure–Activity Relationships of Phenethylamines: Paving the Way for Innovative Mental Health Treatments,2024,Sedat Karabulut; Harpreet Kaur; James W. Gauld,ACS Chemical Neuroscience,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-02e110b407509a16,disorder,abstract_relevant,10.1111/j.1749-6632.1998.tb08242.x,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Medication Development of Ibogaine as a Pharmacotherapy for Drug Dependence<sup>a</sup>,1998,DEBORAH C. MASH; CRAIG A. KOVERA; BILLY E. BUCK; MICHAEL D. NORENBERG; PAUL SHAPSHAK; W. LEE HEARN; JUAN SANCHEZ‐RAMOS,Annals of the New York Academy of Sciences,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-02da109556020d5b,disorder,abstract_relevant,10.1136/rapm-2022-esra.404,abstract,abstract_only,relevant,likely_secondary,high,publication_type_secondary | title_secondary,B328 Is ketamine more effective in patients on chronic opioids then opioid naive patients in reducing chronic post-surgical pain – a systematic review and meta-analysis,2022,V Manhas; B Doleman,Postoperative pain management,review,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-033a0cb35f0a6887,disorder,abstract_relevant,10.1177/0269881114552713,abstract,abstract_only,relevant,likely_primary,low,abstract_primary,Treating drug dependence with the aid of ibogaine: A retrospective study,2014,Eduardo Ekman Schenberg; Maria Angélica de Castro Comis; Bruno Rasmussen Chaves; Dartiu Xavier da Silveira,Journal of Psychopharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-02a0ee5275d23432,mechanistic,abstract_relevant,10.1007/s00213-002-1086-2,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Characterization of the discriminative stimulus effects of N -methyl- D -aspartate ligands under different ethanol training conditions in the cynomolgus monkey ( Macaca fascicularis ),2002,Jeffrey Vivian; Courtney Waters; Kendall Szeliga; Kristen Jordan; Kathleen Grant,Psychopharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-03301dcb54308d39,mechanistic,abstract_relevant,10.1016/0006-8993(96)00688-9,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Effects of ibogaine and noribogaine on phosphoinositide hydrolysis,1996,Richard A. Rabin; J.C. Winter,Brain Research,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-02b5129de96cdee9,mechanistic,abstract_relevant,10.1016/s0026-895x(25)11008-0,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Serotonin receptor-mediated activation of adenylate cyclase in the neuroblastoma NCB.20: a novel 5-hydroxytryptamine receptor.,1990,D A Conner; T E Mansour,Molecular Pharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-02e052d8eed81283,mechanistic,abstract_relevant,10.1016/s0166-4328(99)00046-7,abstract,abstract_only,relevant,unknown,low,publication_type_generic,The influence of corticosterone on serotonergic stereotypy and sexual behavior in the female rat,1999,L Hanson,Behavioural Brain Research,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-03299b4d332ffbfb,mechanistic,abstract_relevant,10.1016/s0893-133x(00)00136-6,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Behavioral Evidence for Interactions between a Hallucinogenic Drug and Group II Metabotropic Glutamate Receptors,2000,J Gewirtz,Neuropsychopharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-02d96825ef8faaae,mechanistic,abstract_relevant,10.1113/jphysiol.2006.124958,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Subunit‐specific mechanisms and proton sensitivity of NMDA receptor channel block,2007,Shashank M. Dravid; Kevin Erreger; Hongjie Yuan; Katherine Nicholson; Phuong Le; Polina Lyuboslavsky; Antoine Almonte; Ernest Murray; Cara Mosley; Jeremy Barber,The Journal of Physiology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-02cd33cadf802ef6,mechanistic,abstract_relevant,10.1124/jpet.106.117507,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Functional Selectivity of Hallucinogenic Phenethylamine and Phenylisopropylamine Derivatives at Human 5-Hydroxytryptamine (5-HT)2A and 5-HT2C Receptors,2007,Pablo R. Moya; Kelly A. Berg; Manuel A. Gutiérrez-Hernandez; Patricio Sáez-Briones; Miguel Reyes-Parada; Bruce K. Cassels; William P. Clarke,Journal of Pharmacology and Experimental Therapeutics,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-28833aff0fc14e72,disorder,abstract_uncertain,10.1001/jamapsychiatry.2022.0665,abstract,abstract_only,uncertain,likely_primary,high,trial_registry_present,Toward Risk-Benefit Assessments in Psychedelic- and MDMA-Assisted Therapies,2022,Mazdak M. Bradberry; Natalie Gukasyan; Charles L. Raison,JAMA Psychiatry,article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-2fdd07ad77292bb1,disorder,abstract_uncertain,10.1007/s40272-025-00683-9,abstract,abstract_only,uncertain,likely_secondary,low,abstract_secondary,Neuroimaging as a Tool for Advancing Pediatric Psychopharmacology,2025,Michael Bartkoski; John Tumberger; Laura Martin; In-Young Choi; Phil Lee; Jeffrey R. Strawn; William M. Brooks; Stephani L. Stancil,Pediatric Drugs,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-28e1ad439f12a8c4,disorder,abstract_uncertain,10.1080/10550887.2025.2612501,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,"Clinical and inflammatory profiles in substance use disorder: gender, substance type, and comorbidity in a single-center cross-sectional study in Turkey",2026,Kader Semra Karatas; Samin Soudkhah; Sibel Haci; Toultse Gioventikli; Hande Arslan; Onur Gokcen; Feyza Donmez; Merve Akkus,Journal of Addictive Diseases,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-2947d5198b3839f1,disorder,abstract_uncertain,10.1101/2022.12.11.519886,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Sleep-like state during wakefulness induced by psychedelic 5-MeO-DMT in mice,2022,Benjamin J B Bréant; José Prius Mengual; Anna Hoerder-Suabedissen; Jasmin Patel; David M Bannerman; Trevor Sharp; Vladyslav V Vyazovskiy,bioRxiv (Cold Spring Harbor Laboratory),posted-content,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-2bff840e32d68a1b,disorder,abstract_uncertain,10.1111/pan.13115,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Anesthetic considerations for pediatric electroconvulsive therapy,2017,Andrew D. Franklin; Jenna H. Sobey; Eric T. Stickles,Pediatric Anesthesia,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-282186980e534a38,disorder,abstract_uncertain,10.1556/2054.2020.00143,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Entity encounters and the therapeutic effect of the psychedelic mystical experience,2021,Anna Lutkajtis,Journal of Psychedelic Studies,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-2ebf53616dc42768,disorder,abstract_uncertain,10.2174/1874467211666181010154139,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Pharmacokinetic and Pharmacodynamic Aspects of Peyote and Mescaline: Clinical and Forensic Repercussions,2018,Ricardo Jorge Dinis-Oliveira; Carolina Lança Pereira; Diana Dias da Silva,Current Molecular Pharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-2ca5d862557a6065,mechanistic,abstract_uncertain,10.1016/0006-8993(88)91309-1,abstract,abstract_only,uncertain,unknown,low,publication_type_generic,Toxic effects of MDMA on central serotonergic neurons in the primate: importance of route and frequency of drug administration,1988,G.A. Ricaurte; L.E. DeLanney; I. Irwin; J.W. Langston,Brain Research,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
