pilot_record_id,dataset,bucket,study_doi,input_tier,access_level,expected_screening_relevance,route_hint,route_hint_confidence,route_hint_basis,study_title,study_year,authors,study_journal,publication_type,screening_record_count,source_type,source_path
pilot-0badd77b0415547c,disorder,full_text_uncertain,10.2147/dddt.s470891,full_text,full_text_seen,uncertain,likely_primary,high,publication_type_primary,"Subanesthetic Dose of Esketamine Improves the Sedative and Analgesic Effects of Dexmedetomidine and Remifentanil in Liposuction Anesthesia: A Prospective, Double-Blinded, Randomized Controlled Trial.",2024,Chen H; Zhi J; Wang L; Jin Z; Xu J; Xing F; Wen C; Wang Q; Chen C; Li W,"Drug design, development and therapy",Journal Article | Randomized Controlled Trial,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_fulltext_packets.jsonl
pilot-0a4700818e0007da,disorder,full_text_uncertain,10.3389/fphar.2018.00224,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,Four Weekly Ayahuasca Sessions Lead to Increases in “Acceptance” Capacities: A Comparison Study With a Standard 8-Week Mindfulness Training Program,2018,Joaquim Soler; Matilde Elices; Elisabeth Dominguez-Clavé; Juan C. Pascual; Amanda Feilding; Mayte Navarro-Gil; Javier García-Campayo; Jordi Riba,Frontiers in Pharmacology,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_fulltext_packets.jsonl
pilot-180549726059b41e,disorder,full_text_uncertain,10.3389/fphar.2021.639124,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,Amazonian Medicine and the Psychedelic Revival: Considering the “Dieta”,2021,David M. O’Shaughnessy; Ilana Berlowitz,Frontiers in Pharmacology,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_fulltext_packets.jsonl
pilot-0dd7239904a60c02,disorder,full_text_uncertain,10.3389/fpsyt.2021.659044,full_text,full_text_seen,uncertain,likely_primary,low,abstract_primary,Psilocybin: From Serendipity to Credibility?,2021,James J. Rucker; Allan H. Young,Frontiers in Psychiatry,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_fulltext_packets.jsonl
pilot-0a26b04a49d27ecc,disorder,full_text_uncertain,10.3390/biology12111380,full_text,full_text_seen,uncertain,likely_secondary,medium,title_secondary,A Comprehensive Review of the Current Status of the Cellular Neurobiology of Psychedelics,2023,Blerida Banushi; Vince Polito,Biology,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_fulltext_packets.jsonl
pilot-1c110aab3b942c99,disorder,full_text_uncertain,10.3390/ijms26125588,full_text,full_text_seen,uncertain,likely_secondary,low,abstract_secondary,"Salvinorin A and Salvia divinorum: Toxicology, Pharmacological Profile, and Therapeutic Potential",2025,Sara Calado; Bruno Pires; Luana M. Rosendo; Tiago Rosado; Eugenia Gallardo; Ana Paula Duarte,International Journal of Molecular Sciences,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_fulltext_packets.jsonl
pilot-25733dbf23a5e43a,disorder,full_text_uncertain,10.4088/jcp.24m15425,full_text,full_text_seen,uncertain,likely_primary,low,abstract_primary,Esketamine Nasal Spray vs Quetiapine Extended-Release,2025,Kristin Clemens; Amanda Teeple; Maryia Zhdanava; Aditi Shah; Kruti Joshi; Jozefien Buyze; Dominic Pilon; Hannah E Bowrey; Yordan Godinov,The Journal of Clinical Psychiatry,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_fulltext_packets.jsonl
pilot-23f9972df33fb432,disorder,full_text_uncertain,10.4103/abr.abr_166_21,full_text,full_text_seen,uncertain,likely_primary,low,abstract_primary,Comparison of the Effect of Intravenous Fentanyl with Low-Dose Ketamine on Pain Relief in Patients Taking Methadone and Suffering from Limb Fractures.,2023,Forghani M; Nasr Esfahani M; Vali M,Advanced biomedical research,Journal Article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_fulltext_packets.jsonl
pilot-215a8a92a3a6bc62,disorder,full_text_uncertain,10.7759/cureus.106480,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,Anesthetic Strategy for 30 Radiotherapy Sessions in a Child With Autism Spectrum Disorder (ASD) and Severe Behavioral Dysregulation: A Case Report,2026,Luiz Imbelloni; Anna Rivoli; Sylvio V Lemos Neto; Matheus V Santos; Antonio A SantaRosa; Norma P Modolo,Cureus,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_fulltext_packets.jsonl
pilot-0c3f21baee7806f6,mechanistic,full_text_uncertain,10.1002/cpt.2487,full_text,full_text_seen,uncertain,likely_primary,high,publication_type_primary | trial_registry_present,"Acute Effects of Psilocybin After Escitalopram or Placebo Pretreatment in a Randomized, Double‐Blind, Placebo‐Controlled, Crossover Study in Healthy Subjects",2021,A. Becker; Friederike Holze; Tanja Grandinetti; Aaron Klaiber; Vanja E. Toedtli; Karolina E. Kolaczynska; Urs Duthaler; Nimmy Varghese; Anne Eckert; Edna Grünblatt,Clinical pharmacology and therapeutics,"Journal Article | Randomized Controlled Trial | Research Support, Non-U.S. Gov't",1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-094c64aa2d7f1887,mechanistic,full_text_uncertain,10.1002/mco2.156,full_text,full_text_seen,uncertain,likely_secondary,low,abstract_secondary,The molecular pathophysiology of depression and the new therapeutics,2022,Haihua Tian; Zhenyu Hu; Jia Xu; Chuang Wang,MedComm,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-0ea5e37dc8de042a,mechanistic,full_text_uncertain,10.1007/s00213-005-0255-5,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,Relevance of rodent models of intravenous MDMA self-administration to human MDMA consumption patterns,2006,R. De La Garza; K. R. Fabrizio; A. Gupta,Psychopharmacology,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-0c0ecaf68feeeb50,mechanistic,full_text_uncertain,10.1016/j.neuropharm.2015.07.018,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,Neurovascular and neuroimaging effects of the hallucinogenic serotonin receptor agonist psilocin in the rat brain,2015,Aisling Spain; Clare Howarth; Alexandre A. Khrapitchev; Trevor Sharp; Nicola R. Sibson; Chris Martin,Neuropharmacology,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-10435d672181d8bd,mechanistic,full_text_uncertain,10.1021/acschemneuro.5c00695,full_text,full_text_seen,uncertain,likely_secondary,high,publication_type_secondary,Simple Analogs of the LSD D-Ring: A Consideration of Structure-Activity Relationships and Their Potential as Therapeutics.,2025,Barker SA,ACS chemical neuroscience,Journal Article | Review,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-0b3ad805d8f0e2d3,mechanistic,full_text_uncertain,10.1021/acsmedchemlett.2c00354,full_text,full_text_seen,uncertain,likely_context_only,high,publication_type_context,"Application of Deuterated <i>N</i>,<i>N</i>-Dimethyltryptamine in the Potential Treatment of Psychiatric and Neurological Disorders",2022,Robert B. Kargbo,ACS Medicinal Chemistry Letters,editorial,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-0ff7c33e7f091547,mechanistic,full_text_uncertain,10.1038/s41386-023-01567-7,full_text,full_text_seen,uncertain,likely_secondary,low,abstract_secondary,Psychedelics: preclinical insights provide directions for future research,2023,Ryan H. Gumpper; Bryan L. Roth,Neuropsychopharmacology,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-105f70d0df36124d,mechanistic,full_text_uncertain,10.1038/s41398-022-02103-9,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,Acute and long-term effects of psilocybin on energy balance and feeding behavior in mice,2022,Nicole Fadahunsi; Jens Lund; Alberte Wollesen Breum; Cecilie Vad Mathiesen; Isabella Beck Larsen; Gitte Moos Knudsen; Anders Bue Klein; Christoffer Clemmensen,Translational Psychiatry,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-114847b84b049774,mechanistic,full_text_uncertain,10.1093/ijnp/pyv072,full_text,full_text_seen,uncertain,likely_primary,high,publication_type_primary,Pharmacokinetics and Concentration-Effect Relationship of Oral LSD in Humans.,2015,Dolder PC; Schmid Y; Haschke M; Rentsch KM; Liechti ME,The international journal of neuropsychopharmacology,"Journal Article | Randomized Controlled Trial | Research Support, Non-U.S. Gov't",1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-0ccd7faf274d8d0c,mechanistic,full_text_uncertain,10.1093/nc/niaa024,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,Neural network models for DMT-induced visual hallucinations,2020,Michael M Schartner; Christopher Timmermann,Neuroscience of Consciousness,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-12c15c5b8a53c9e5,mechanistic,full_text_uncertain,10.1111/bph.13212,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,Salvinorin <scp>A</scp> analogues <scp>PR</scp>‐37 and <scp>PR</scp>‐38 attenuate compound 48/80‐induced itch responses in mice,2015,M Salaga; P R Polepally; M Zielinska; M Marynowski; A Fabisiak; N Murawska; K Sobczak; M Sacharczuk; J C Do Rego; B L Roth,British Journal of Pharmacology,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-077e4185022d3d44,mechanistic,full_text_uncertain,10.20944/preprints202111.0201.v1,full_text,full_text_seen,uncertain,likely_secondary,low,abstract_secondary,Natural Language as a Window into the Subjective Effects and Neurochemistry of Psychedelic Drugs,2021,Enzo Tagliazucchi,Preprints.org,posted-content,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-0e9577e3ffe3dd2a,mechanistic,full_text_uncertain,10.3389/fnins.2022.879221,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,Psychotherapeutic and neurobiological processes associated with ayahuasca: A proposed model and implications for therapeutic use,2023,Daniel Perkins; Simon G. D. Ruffell; Kimberley Day; Diego Pinzon Rubiano; Jerome Sarris,Frontiers in Neuroscience,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-07e4ce98e7a2d228,mechanistic,full_text_uncertain,10.3389/fnmol.2022.932497,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,Neurotrophin Crosstalk in the Etiology and Treatment of Neuropsychiatric and Neurodegenerative Disease,2022,Rajeev Joshi; Stephen R. J. Salton,Frontiers in Molecular Neuroscience,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-08174f28dee4759b,mechanistic,full_text_uncertain,10.3389/fphar.2015.00225,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,The role of serotonin 5-HT2A receptors in memory and cognition,2015,Gongliang Zhang; Robert W. Stackman,Frontiers in Pharmacology,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-0f3e6caec8ac5f02,mechanistic,full_text_uncertain,10.3389/fpsyt.2021.727117,full_text,full_text_seen,uncertain,unknown,low,publication_type_generic,Psychedelics and Other Psychoplastogens for Treating Mental Illness,2021,Maxemiliano V. Vargas; Retsina Meyer; Arabo A. Avanes; Mark Rus; David E. Olson,Frontiers in Psychiatry,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-1778084f70cf5148,mechanistic,full_text_uncertain,10.3390/ijms27010344,full_text,full_text_seen,uncertain,likely_secondary,low,abstract_secondary,Molecular Mechanisms of Emerging Antidepressant Strategies: From Ketamine to Neuromodulation,2025,Mateusz Kowalczyk; David Aebisher; Jakub Szpara; Sara Czech; Dorota Bartusik-Aebisher; Gabriela Henrykowska,International Journal of Molecular Sciences,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-0f92f5dac8c0fd49,mechanistic,full_text_uncertain,10.3390/life11050440,full_text,full_text_seen,uncertain,likely_secondary,low,abstract_secondary,Molecular Mechanisms of Action of Novel Psychoactive Substances (NPS). A New Threat for Young Drug Users with Forensic-Toxicological Implications,2021,Arianna Giorgetti; Jennifer Pascali; Paolo Fais; Guido Pelletti; Andrea Gabbin; Giorgia Franchetti; Giovanni Cecchetto; Guido Viel,Life,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-13e586a5d5f7aef1,mechanistic,full_text_uncertain,10.3390/pharmaceutics18010081,full_text,full_text_seen,uncertain,ambiguous,medium,abstract_secondary | abstract_primary,Ketamine in Diabetes Care: Metabolic Insights and Clinical Applications,2026,Shiryn D. Sukhram; Majandra Sanchez; Ayotunde Anidugbe; Bora Kupa; Vincent P. Edwards; Muhammad Zia; Grozdena Yilmaz,Pharmaceutics,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-0dbc12ee1f427d45,mechanistic,full_text_uncertain,10.3390/psych4030038,full_text,full_text_seen,uncertain,likely_secondary,medium,title_secondary,Pharmacological Strategies for Suicide Prevention Based on the Social Pain Model: A Scoping Review,2022,Ravi Philip Rajkumar,Psych,journal-article,1,fulltext_packet,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_fulltext_packets.jsonl
pilot-014a299dda883b62,disorder,abstract_relevant,10.1007/s00115-024-01647-z,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Klinisches Management der therapieresistenten Depression,2024,Bernhard T. Baune; Sarah E. Fromme; Maximilian Kiebs; René Hurlemann,Der Nervenarzt,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-01a1f1e3ceac7700,disorder,abstract_relevant,10.1007/s00127-020-01942-5,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Prevalence and clinical correlates of substance use disorders in South African Xhosa patients with schizophrenia,2020,Henk Temmingh; Ezra Susser; Sumaya Mall; Megan Campbell; Goodman Sibeko; Dan J. Stein,Social Psychiatry and Psychiatric Epidemiology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-0223c2a3889247ea,disorder,abstract_relevant,10.1007/s00540-015-2098-5,abstract,abstract_only,relevant,unknown,low,publication_type_generic,"Emergence agitation in children: risk factors, prevention, and treatment",2015,Akihiro Kanaya,Journal of Anesthesia,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-01f49ed5560773a0,disorder,abstract_relevant,10.1016/j.ajp.2026.104983,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Esketamine in treatment-resistant depression with and without comorbid borderline personality disorder: A real-world longitudinal study of suicidal ideation and self-harm,2026,Fabiola Raffone; Filippo Mazzoni; Arianna De Ciechi; Nicolaja Girone; Monica Macellaro; Giovanni Martinotti; Bernardo Dell’Osso; Miriam Olivola; Vassilis Martiadis,Asian Journal of Psychiatry,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-018b7cd13fba5490,disorder,abstract_relevant,10.1016/j.bbr.2020.112548,abstract,abstract_only,relevant,likely_secondary,low,abstract_secondary,Overlap in the neural circuitry and molecular mechanisms underlying ketamine abuse and its use as an antidepressant,2020,Saurabh S. Kokane; Ross J. Armant; Carlos A. Bolaños-Guzmán; Linda I. Perrotti,Behavioural Brain Research,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-02844243a78020f5,disorder,abstract_relevant,10.1016/j.expneurol.2020.113245,abstract,abstract_only,relevant,unknown,low,publication_type_generic,"N,N-dimethyltryptamine reduces infarct size and improves functional recovery following transient focal brain ischemia in rats",2020,Sándor Nardai; Marcell László; Attila Szabó; Alán Alpár; János Hanics; Péter Zahola; Béla Merkely; Ede Frecska; Zoltán Nagy,Experimental Neurology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-01ac3c80c5a872b9,disorder,abstract_relevant,10.1016/j.jad.2019.07.076,abstract,abstract_only,relevant,likely_secondary,medium,title_secondary,Classical psychedelics for the treatment of depression and anxiety: A systematic review,2019,Silvia Muttoni; Maddalena Ardissino; Christopher John,Journal of Affective Disorders,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-015afbb9bc130349,disorder,abstract_relevant,10.1016/j.jad.2023.05.088,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Letter to the editor on “Increased low-frequency brain responses to music after psilocybin therapy for depression”,2023,Olivier Brown,Journal of Affective Disorders,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-022c47fee942d401,disorder,abstract_relevant,10.1016/j.jad.2024.04.039,abstract,abstract_only,relevant,likely_secondary,medium,title_secondary,Number needed to treat (NNT) for ketamine and esketamine in adults with treatment-resistant depression: A systematic review and meta-analysis,2024,Cameron N. Calder; Angela T.H. Kwan; Kayla M. Teopiz; Sabrina Wong; Joshua D. Rosenblat; Rodrigo B. Mansur; Taeho Greg Rhee; Roger Ho; Bing Cao; Roger S. McIntyre,Journal of Affective Disorders,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-01084798f2d0f1e7,disorder,abstract_relevant,10.1016/j.jad.2026.121208,abstract,abstract_only,relevant,likely_primary,low,abstract_primary,Real-world comparison of intranasal racemic ketamine and esketamine in treatment-resistant depression: A retrospective observational study,2026,Jan Sarlon; Deanne Thomi; Annette B. Brühl; Timur Liwinski; Undine E. Lang,Journal of Affective Disorders,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-02620625a997e32e,disorder,abstract_relevant,10.1016/j.neulet.2016.03.051,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Antidepressant-like effect of low dose ketamine and scopolamine co-treatment in mice,2016,Tracey L. Petryshen; Michael C. Lewis; Kelly A. Dennehy; Jacob C. Garza; Maurizio Fava,Neuroscience Letters,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-01328f1bb748bb3c,disorder,abstract_relevant,10.1016/j.psychres.2025.116929,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Adverse events associated with classic psychedelics and MDMA: a real-world population-based study using the WHO pharmacovigilance database (VigiBase),2025,Omer A. Syed; Sean M. Nestor; Muhammad Ishrat Husain; Mark Sinyor; Fahad Alam; Peter Giacobbe,Psychiatry Research,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-02912012e8d7d46f,disorder,abstract_relevant,10.1021/acs.jmedchem.2c01562,abstract,abstract_only,relevant,unknown,low,publication_type_generic,What We Have Gained from Ibogaine: α3β4 Nicotinic Acetylcholine Receptor Inhibitors as Treatments for Substance Use Disorders,2022,Carolyn J. Straub; Lisa E. Rusali; Kyle M. Kremiller; Andrew P. Riley,Journal of Medicinal Chemistry,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-01e5879ad47d0088,disorder,abstract_relevant,10.1074/jbc.m704456200,abstract,abstract_only,relevant,unknown,low,publication_type_generic,"Ibogaine, a Noncompetitive Inhibitor of Serotonin Transport, Acts by Stabilizing the Cytoplasm-facing State of the Transporter",2007,Miriam T. Jacobs; Yuan-Wei Zhang; Scott D. Campbell; Gary Rudnick,Journal of Biological Chemistry,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-01f0d361ad6bc94f,disorder,abstract_relevant,10.1080/15622975.2023.2169349,abstract,abstract_only,relevant,likely_secondary,medium,title_secondary,Oral ketamine for depression: An updated systematic review,2023,Shakila Meshkat; Sipan Haikazian; Joshua D. Di Vincenzo; Farhan Fancy; Danica Johnson; David Chen-Li; Roger S. McIntyre; Rodrigo Mansur; Joshua D. Rosenblat,The World Journal of Biological Psychiatry,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-023f800a28ccd1e3,disorder,abstract_relevant,10.1097/aln.0b013e3181c6316e,abstract,abstract_only,relevant,likely_secondary,high,publication_type_secondary,Improving Postoperative Pain Management,2009,Paul F. White; Henrik Kehlet,Anesthesiology,review,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-02b2cfed17b1be51,disorder,abstract_relevant,10.1097/pra.0000000000000729,abstract,abstract_only,relevant,unknown,low,publication_type_generic,"Psychedelics, With a Focus on Psilocybin: Issues for the Clinician",2023,Amir Garakani; Jeanne L. Alexander; Calvin R. Sumner; Janet H. Pine; Lawrence S. Gross; Charles L. Raison; Scott T. Aaronson; David A. Baron,Journal of Psychiatric Practice,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-01da767303213c3b,disorder,abstract_relevant,10.1196/annals.1300.010,abstract,abstract_only,relevant,unknown,low,publication_type_generic,NMDA Receptor Antagonism and the Ethanol Intoxication Signal,2003,JOHN H. KRYSTAL; ISMENE L. PETRAKIS; EVGENY KRUPITSKY; CHRISTIAN SCHÜTZ; LOUIS TREVISAN; D. CYRIL D'SOUZA,Annals of the New York Academy of Sciences,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-01769c00ae036c62,disorder,abstract_relevant,10.2174/0929867023368980,abstract,abstract_only,relevant,likely_secondary,medium,title_secondary,A Review of Chemical Agents in the Pharmacotherapy of Addiction,2002,M. Levi; R. Borne,Current Medicinal Chemistry,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-01a7a3eba7870558,disorder,abstract_relevant,10.31234/osf.io/vhs4a_v1,abstract,abstract_only,relevant,likely_secondary,medium,title_secondary,‘Equal-unblinding’ meta-analysis of psychedelic therapy vs. antidepressants for the treatment of depression,2025,Balázs Szigeti,,preprint,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-01eae82bd1b55355,mechanistic,abstract_relevant,10.1002/syn.20830,abstract,abstract_only,relevant,unknown,low,publication_type_generic,A behavioral and molecular analysis of ketamine in zebrafish,2010,Sherry M. Zakhary; Diana Ayubcha; Farah Ansari; Kiran Kamran; Mehwish Karim; Joerg R. Leheste; Judith M. Horowitz; German Torres,Synapse,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-013420c51e7f651b,mechanistic,abstract_relevant,10.1007/s00115-021-01221-x,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Ketamin und andere N-Methyl-D-Aspartat-Rezeptor-Modulatoren zur Behandlung der Depression,2021,Stefan Vestring; Katharina Domschke; Claus Normann,Der Nervenarzt,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-0224e811b2f1eca1,mechanistic,abstract_relevant,10.1007/s00204-023-03465-9,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Off-target activity of NBOMes and NBOMe analogs at the µ opioid receptor,2023,Marie H. Deventer; Mattias Persson; Antonio Laus; Eline Pottie; Annelies Cannaert; Graziella Tocco; Henrik Gréen; Christophe P. Stove,Archives of Toxicology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-016d8fc36f19a545,mechanistic,abstract_relevant,10.1007/s00210-010-0587-5,abstract,abstract_only,relevant,unknown,low,publication_type_generic,"Regulation of opioid gene expression in the rat brainstem by 3,4-methylenedioxymethamphetamine (MDMA): role of serotonin and involvement of CREB and ERK cascade",2010,Manuela Di Benedetto; Sussy del Carmen Bastías Candia; Claudio D’Addario; Elena Elettra Porticella; Chiara Cavina; Sanzio Candeletti; Patrizia Romualdi,Naunyn-Schmiedeberg s Archives of Pharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
