seed_id,dataset,family,query,compound,entity,entity_type,template
mechanistic_01287,mechanistic,pair_core,Ayahuasca mGluR2 GRM2 receptor pharmacology assay,Ayahuasca,mGluR2 (GRM2),target,{compound} {entity} receptor pharmacology assay
mechanistic_01288,mechanistic,pair_core,Ayahuasca mGluR2 GRM2 functional assay agonist antagonist,Ayahuasca,mGluR2 (GRM2),target,{compound} {entity} functional assay agonist antagonist
mechanistic_01289,mechanistic,pair_core,Ayahuasca TAAR1 binding affinity Ki,Ayahuasca,TAAR1,target,{compound} {entity} binding affinity Ki
mechanistic_01290,mechanistic,pair_core,Ayahuasca TAAR1 receptor pharmacology assay,Ayahuasca,TAAR1,target,{compound} {entity} receptor pharmacology assay
mechanistic_01291,mechanistic,pair_core,Ayahuasca TAAR1 functional assay agonist antagonist,Ayahuasca,TAAR1,target,{compound} {entity} functional assay agonist antagonist
mechanistic_01292,mechanistic,pair_core,Ayahuasca SERT SLC6A4 binding affinity Ki,Ayahuasca,SERT (SLC6A4),target,{compound} {entity} binding affinity Ki
mechanistic_01293,mechanistic,pair_core,Ayahuasca SERT SLC6A4 receptor pharmacology assay,Ayahuasca,SERT (SLC6A4),target,{compound} {entity} receptor pharmacology assay
mechanistic_01294,mechanistic,pair_core,Ayahuasca SERT SLC6A4 functional assay agonist antagonist,Ayahuasca,SERT (SLC6A4),target,{compound} {entity} functional assay agonist antagonist
mechanistic_01295,mechanistic,pair_core,Ayahuasca NET SLC6A2 binding affinity Ki,Ayahuasca,NET (SLC6A2),target,{compound} {entity} binding affinity Ki
mechanistic_01296,mechanistic,pair_core,Ayahuasca NET SLC6A2 receptor pharmacology assay,Ayahuasca,NET (SLC6A2),target,{compound} {entity} receptor pharmacology assay
mechanistic_01297,mechanistic,pair_core,Ayahuasca NET SLC6A2 functional assay agonist antagonist,Ayahuasca,NET (SLC6A2),target,{compound} {entity} functional assay agonist antagonist
mechanistic_01298,mechanistic,pair_core,Ayahuasca DAT SLC6A3 binding affinity Ki,Ayahuasca,DAT (SLC6A3),target,{compound} {entity} binding affinity Ki
mechanistic_01299,mechanistic,pair_core,Ayahuasca DAT SLC6A3 receptor pharmacology assay,Ayahuasca,DAT (SLC6A3),target,{compound} {entity} receptor pharmacology assay
mechanistic_01300,mechanistic,pair_core,Ayahuasca DAT SLC6A3 functional assay agonist antagonist,Ayahuasca,DAT (SLC6A3),target,{compound} {entity} functional assay agonist antagonist
mechanistic_01301,mechanistic,pair_core,Ayahuasca VMAT2 SLC18A2 binding affinity Ki,Ayahuasca,VMAT2 (SLC18A2),target,{compound} {entity} binding affinity Ki
mechanistic_01302,mechanistic,pair_core,Ayahuasca VMAT2 SLC18A2 receptor pharmacology assay,Ayahuasca,VMAT2 (SLC18A2),target,{compound} {entity} receptor pharmacology assay
mechanistic_01303,mechanistic,pair_core,Ayahuasca VMAT2 SLC18A2 functional assay agonist antagonist,Ayahuasca,VMAT2 (SLC18A2),target,{compound} {entity} functional assay agonist antagonist
mechanistic_01304,mechanistic,pair_core,Ayahuasca D1 receptor DRD1 binding affinity Ki,Ayahuasca,D1 receptor (DRD1),target,{compound} {entity} binding affinity Ki
mechanistic_01305,mechanistic,pair_core,Ayahuasca D1 receptor DRD1 receptor pharmacology assay,Ayahuasca,D1 receptor (DRD1),target,{compound} {entity} receptor pharmacology assay
mechanistic_01306,mechanistic,pair_core,Ayahuasca D1 receptor DRD1 functional assay agonist antagonist,Ayahuasca,D1 receptor (DRD1),target,{compound} {entity} functional assay agonist antagonist
mechanistic_01307,mechanistic,pair_core,Ayahuasca D2 receptor DRD2 binding affinity Ki,Ayahuasca,D2 receptor (DRD2),target,{compound} {entity} binding affinity Ki
mechanistic_01308,mechanistic,pair_core,Ayahuasca D2 receptor DRD2 receptor pharmacology assay,Ayahuasca,D2 receptor (DRD2),target,{compound} {entity} receptor pharmacology assay
mechanistic_01309,mechanistic,pair_core,Ayahuasca D2 receptor DRD2 functional assay agonist antagonist,Ayahuasca,D2 receptor (DRD2),target,{compound} {entity} functional assay agonist antagonist
mechanistic_01310,mechanistic,pair_core,Ayahuasca D3 receptor DRD3 binding affinity Ki,Ayahuasca,D3 receptor (DRD3),target,{compound} {entity} binding affinity Ki
mechanistic_01311,mechanistic,pair_core,Ayahuasca D3 receptor DRD3 receptor pharmacology assay,Ayahuasca,D3 receptor (DRD3),target,{compound} {entity} receptor pharmacology assay
mechanistic_01312,mechanistic,pair_core,Ayahuasca D3 receptor DRD3 functional assay agonist antagonist,Ayahuasca,D3 receptor (DRD3),target,{compound} {entity} functional assay agonist antagonist
mechanistic_01313,mechanistic,pair_core,Ayahuasca D4 receptor DRD4 binding affinity Ki,Ayahuasca,D4 receptor (DRD4),target,{compound} {entity} binding affinity Ki
mechanistic_01314,mechanistic,pair_core,Ayahuasca D4 receptor DRD4 receptor pharmacology assay,Ayahuasca,D4 receptor (DRD4),target,{compound} {entity} receptor pharmacology assay
mechanistic_01315,mechanistic,pair_core,Ayahuasca D4 receptor DRD4 functional assay agonist antagonist,Ayahuasca,D4 receptor (DRD4),target,{compound} {entity} functional assay agonist antagonist
mechanistic_01316,mechanistic,pair_core,Ayahuasca D5 receptor DRD5 binding affinity Ki,Ayahuasca,D5 receptor (DRD5),target,{compound} {entity} binding affinity Ki
mechanistic_01317,mechanistic,pair_core,Ayahuasca D5 receptor DRD5 receptor pharmacology assay,Ayahuasca,D5 receptor (DRD5),target,{compound} {entity} receptor pharmacology assay
mechanistic_01318,mechanistic,pair_core,Ayahuasca D5 receptor DRD5 functional assay agonist antagonist,Ayahuasca,D5 receptor (DRD5),target,{compound} {entity} functional assay agonist antagonist
mechanistic_01319,mechanistic,pair_core,Ayahuasca Alpha1A adrenergic receptor ADRA1A binding affinity Ki,Ayahuasca,Alpha1A adrenergic receptor (ADRA1A),target,{compound} {entity} binding affinity Ki
